"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Indonesia"," 1983","109.75 [104.62-115.32]","117.67 [111.86-123.81]","101.44 [96.31-106.89]","543 547 [518 374-570 796]","300 122 [285 571-315 747]","243 425 [231 292-256 510]"
"Indonesia"," 1982","113.4 [108.07-119.14]","121.69 [115.6-128.12]","104.75 [99.49-110.33]","559 679 [533 626-587 726]","309 051 [293 954-325 407]","250 628 [238 297-264 044]"
"Indonesia"," 1981","117.11 [111.56-122.92]","125.75 [119.51-132.41]","107.99 [102.54-113.78]","574 185 [547 269-602 434]","317 206 [301 715-333 817]","256 979 [244 157-270 682]"
"Indonesia"," 1980","120.82 [115.05-126.88]","129.93 [123.38-136.81]","111.25 [105.62-117.22]","588 737 [561 013-617 899]","325 500 [309 342-342 591]","263 237 [250 114-277 375]"
"Indonesia"," 1979","124.62 [118.51-130.89]","134.08 [127.23-141.25]","114.59 [108.82-120.8]","602 302 [573 048-632 204]","333 111 [316 187-350 523]","269 191 [255 744-283 655]"
"Indonesia"," 1978","128.45 [122.12-134.99]","138.33 [131.21-145.64]","118.08 [111.89-124.57]","614 544 [584 622-645 400]","339 891 [322 673-357 755]","274 653 [260 461-289 649]"
"Indonesia"," 1977","132.45 [125.85-139.31]","142.69 [135.32-150.34]","121.63 [115.3-128.43]","627 666 [596 680-659 782]","347 179 [329 436-365 547]","280 487 [266 008-295 998]"
"Indonesia"," 1976","136.64 [129.77-143.72]","147.2 [139.53-155.2]","125.47 [118.91-132.55]","642 551 [610 698-675 360]","355 256 [336 898-374 309]","287 295 [272 354-303 254]"
"Indonesia"," 1975","141.02 [133.88-148.43]","151.88 [143.94-160.2]","129.57 [122.65-136.86]","657 221 [624 385-691 249]","363 124 [344 367-382 718]","294 097 [278 494-310 499]"
"Indonesia"," 1974","145.63 [138.15-153.32]","156.85 [148.52-165.51]","133.76 [126.49-141.49]","673 568 [639 434-708 575]","372 182 [352 638-392 428]","301 386 [285 159-318 564]"
"Indonesia"," 1973","150.44 [142.65-158.48]","161.95 [153.31-171.06]","138.23 [130.55-146.35]","690 619 [655 312-726 994]","381 469 [361 151-402 461]","309 150 [292 093-326 953]"
"Indonesia"," 1972","155.41 [147.3-163.9]","167.19 [158.19-176.8]","142.94 [135.03-151.53]","706 145 [669 801-744 024]","389 747 [368 907-411 658]","316 398 [298 994-335 100]"
"Indonesia"," 1971","160.62 [152.09-169.51]","172.6 [163.24-182.89]","147.97 [139.56-156.74]","723 576 [685 727-762 979]","398 908 [377 531-422 202]","324 668 [306 376-343 576]"
"Indonesia"," 1970","166.05 [157.11-175.39]","178.32 [168.42-188.92]","153.11 [144.25-162.26]","741 349 [701 984-782 160]","408 502 [386 106-432 317]","332 847 [313 740-352 479]"
"Indonesia"," 1969","171.57 [162.23-181.54]","183.8 [173.48-194.97]","158.71 [149.41-168.32]","757 124 [716 691-800 224]","416 157 [393 231-440 929]","340 967 [321 277-361 298]"
"Indonesia"," 1968","177.24 [167.42-187.66]","189.47 [178.62-201.26]","164.24 [154.45-174.51]","772 896 [730 993-817 499]","424 133 [400 268-449 772]","348 763 [328 185-370 067]"
"Indonesia"," 1967","182.95 [172.56-193.92]","195.27 [183.88-207.81]","169.9 [159.46-180.84]","788 362 [744 479-834 612]","432 010 [407 279-458 883]","356 352 [334 753-378 806]"
"Indonesia"," 1966","188.73 [177.64-200.38]","201.12 [189.07-214.52]","175.64 [164.55-187.08]","801 026 [754 981-849 198]","438 344 [412 590-466 654]","362 682 [340 254-385 698]"
"Indonesia"," 1965","229.01 [215.04-243.55]","241.51 [226.47-258]","215.68 [201.6-230.37]","966 922 [908 556-1 027 702]","523 645 [491 247-559 028]","443 277 [414 387-472 968]"
"Indonesia"," 1964","200.28 [187.61-213.44]","212.94 [198.98-227.9]","186.83 [174.2-199.89]","822 127 [771 341-874 746]","449 063 [420 149-479 548]","373 064 [348 320-398 440]"
"Indonesia"," 1963","206 [192.46-220.09]","218.72 [203.95-234.96]","192.45 [178.94-206.33]","826 238 [773 239-881 063]","450 722 [420 947-482 868]","375 516 [349 401-401 789]"
"Indonesia"," 1962","211.76 [197.31-226.9]","224.93 [209.03-242.19]","197.91 [183.39-212.85]","828 453 [773 291-885 929]","451 946 [420 840-485 456]","376 507 [349 435-404 216]"
"Indonesia"," 1961","217.7 [202.09-234.01]","231.21 [214.28-249.66]","203.44 [187.98-219.45]","829 152 [771 183-889 209]","452 328 [420 142-487 131]","376 824 [348 891-405 557]"
"Indonesia"," 1960","223.88 [207.02-241.4]","237.83 [219.44-257.59]","209.1 [192.49-226.33]","827 740 [767 051-890 549]","451 705 [417 824-487 827]","376 035 [346 815-406 105]"
"Indonesia"," 1959","230.23 [212.15-249.28]","244.67 [224.94-266.16]","214.92 [197.09-233.76]","824 994 [762 221-890 850]","450 414 [415 053-488 426]","374 580 [344 246-406 437]"
"Indonesia"," 1958","237.01 [217.41-257.55]","251.99 [230.6-274.98]","221.22 [201.94-241.37]","822 980 [756 734-891 896]","449 524 [412 489-488 986]","373 456 [341 709-406 616]"
"Indonesia"," 1957","244.04 [222.88-266.49]","259.48 [236.38-284.79]","227.65 [207.03-249.55]","820 130 [751 128-892 755]","448 182 [409 308-490 014]","371 948 [339 006-406 290]"
"Indonesia"," 1956","251.44 [228.27-275.85]","267.54 [242.33-294.78]","234.42 [212.37-258.81]","816 736 [743 885-893 478]","446 716 [405 911-490 324]","370 020 [336 028-407 130]"
"Indonesia"," 1955","259.12 [233.89-286.1]","275.43 [248.17-305.34]","241.89 [217.55-268.5]","","",""
"Indonesia"," 1954","266.98 [239.42-296.84]","283.45 [254.04-315.8]","249.41 [222.93-278.96]","","",""
"Indonesia"," 1953","274.89 [244.59-307.76]","291.66 [258.74-327.35]","257.22 [227.81-289.82]","","",""
"Indonesia"," 1952","283.01 [249.48-320.3]","300.01 [264.26-340.04]","265.24 [232.99-301.52]","","",""
"Indonesia"," 1951","291.43 [254.05-333.4]","308.6 [268.96-353.37]","273.25 [238.09-313.96]","","",""
"Maldives"," 2021","5.96 [5.02-7.11]","6.46 [5.41-7.71]","5.45 [4.57-6.52]","44 [37-53]","24 [21-29]","20 [17-24]"
"Maldives"," 2020","6.42 [5.56-7.42]","6.98 [6-8.08]","5.84 [5.04-6.79]","48 [42-56]","27 [23-31]","21 [18-25]"
"Maldives"," 2019","6.97 [6.2-7.85]","7.57 [6.69-8.55]","6.34 [5.6-7.18]","52 [47-59]","29 [26-33]","23 [21-26]"
"Maldives"," 2018","7.62 [6.9-8.37]","8.27 [7.45-9.15]","6.92 [6.22-7.68]","57 [52-63]","32 [29-35]","25 [23-28]"
"Maldives"," 2017","8.3 [7.64-9.01]","9.05 [8.28-9.87]","7.52 [6.85-8.23]","62 [57-68]","34 [32-38]","28 [25-30]"
"Maldives"," 2016","9.03 [8.38-9.71]","9.86 [9.09-10.66]","8.15 [7.49-8.86]","68 [63-73]","38 [35-41]","30 [27-32]"
"Maldives"," 2015","9.77 [9.13-10.46]","10.69 [9.9-11.5]","8.82 [8.16-9.54]","73 [68-78]","41 [38-44]","32 [30-35]"
"Maldives"," 2014","10.54 [9.88-11.24]","11.54 [10.74-12.39]","9.48 [8.78-10.23]","79 [74-84]","45 [41-47]","34 [32-37]"
"Maldives"," 2013","11.31 [10.63-12.04]","12.42 [11.58-13.3]","10.14 [9.42-10.94]","85 [80-91]","48 [45-52]","37 [35-40]"
"Maldives"," 2012","12.1 [11.39-12.86]","13.3 [12.43-14.21]","10.84 [10.09-11.68]","92 [86-97]","52 [48-55]","40 [37-43]"
"Maldives"," 2011","12.94 [12.2-13.72]","14.24 [13.32-15.19]","11.57 [10.78-12.43]","97 [92-103]","55 [51-59]","42 [39-45]"
"Maldives"," 2010","13.86 [13.08-14.68]","15.26 [14.28-16.26]","12.38 [11.54-13.29]","103 [97-109]","59 [54-62]","44 [41-48]"
"Maldives"," 2009","14.89 [14.06-15.79]","16.42 [15.39-17.5]","13.29 [12.38-14.24]","107 [101-113]","61 [57-64]","46 [43-49]"
"Maldives"," 2008","16.11 [15.17-17.09]","17.77 [16.63-18.99]","14.35 [13.35-15.42]","109 [102-115]","62 [58-66]","47 [44-50]"
"Maldives"," 2007","17.56 [16.48-18.72]","19.4 [18.09-20.81]","15.63 [14.48-16.86]","110 [103-117]","62 [58-67]","48 [44-51]"
"Maldives"," 2006","19.33 [18-20.74]","21.36 [19.78-23.08]","17.19 [15.84-18.65]","114 [106-122]","65 [60-70]","49 [45-53]"
"Maldives"," 2005","21.48 [19.85-23.22]","23.75 [21.83-25.81]","19.11 [17.48-20.87]","123 [114-133]","70 [64-76]","53 [49-58]"
"Maldives"," 2004","26.88 [24.71-29.25]","29.41 [26.89-32.17]","24.22 [22.05-26.65]","151 [139-165]","85 [78-93]","66 [60-73]"
"Maldives"," 2003","27.18 [24.82-29.73]","29.98 [27.26-32.97]","24.21 [21.94-26.72]","152 [139-166]","86 [78-95]","66 [60-73]"
"Maldives"," 2002","30.74 [27.94-33.78]","33.87 [30.67-37.42]","27.43 [24.77-30.41]","173 [157-190]","98 [89-108]","75 [68-83]"
"Maldives"," 2001","34.74 [31.54-38.3]","38.2 [34.51-42.31]","31.13 [28.03-34.58]","202 [183-223]","114 [103-126]","88 [79-98]"
"Maldives"," 2000","39.1 [35.46-43.13]","42.79 [38.6-47.41]","35.18 [31.68-39.16]","239 [217-264]","134 [121-149]","105 [95-117]"
"Maldives"," 1999","43.62 [39.58-48.14]","47.61 [42.94-52.76]","39.4 [35.51-43.78]","285 [258-315]","160 [144-177]","125 [113-139]"
"Maldives"," 1998","48.24 [43.82-53.19]","52.55 [47.42-58.24]","43.73 [39.41-48.47]","335 [304-370]","187 [169-208]","148 [133-164]"
"Maldives"," 1997","52.95 [48.08-58.3]","57.46 [51.89-63.59]","48.19 [43.45-53.38]","391 [354-430]","218 [196-241]","173 [156-192]"
"Maldives"," 1996","57.61 [52.4-63.44]","62.34 [56.34-68.87]","52.63 [47.54-58.28]","450 [409-495]","250 [225-276]","200 [181-222]"
"Maldives"," 1995","62.24 [56.63-68.57]","67.23 [60.82-74.33]","57.02 [51.45-63.15]","509 [463-561]","282 [255-312]","227 [205-252]"
"Maldives"," 1994","66.87 [60.86-73.68]","72.03 [65.17-79.68]","61.43 [55.55-68.07]","568 [517-626]","314 [284-347]","254 [230-282]"
"Maldives"," 1993","71.55 [65.2-78.64]","76.8 [69.62-84.85]","65.88 [59.6-73.12]","627 [571-689]","346 [313-381]","281 [254-312]"
"Maldives"," 1992","76.2 [69.57-83.71]","81.58 [74.1-90.09]","70.41 [63.78-78.02]","684 [624-751]","377 [341-415]","307 [279-340]"
"Maldives"," 1991","80.88 [73.74-88.83]","86.5 [78.53-95.5]","74.94 [67.91-82.97]","739 [674-811]","406 [369-448]","333 [302-369]"
"Maldives"," 1990","85.66 [78.1-94.24]","91.45 [83.04-101.11]","79.61 [71.99-88.22]","791 [722-870]","433 [394-479]","358 [324-396]"
"Maldives"," 1989","90.64 [82.61-99.79]","96.58 [87.61-106.87]","84.44 [76.22-93.51]","838 [765-922]","458 [416-507]","380 [343-420]"
"Maldives"," 1988","95.85 [87.23-105.47]","101.96 [92.3-112.74]","89.5 [80.71-99.24]","880 [802-967]","480 [436-531]","400 [361-443]"
"Maldives"," 1987","101.43 [92.15-111.55]","107.7 [97.3-119.18]","94.84 [85.38-105.14]","917 [835-1 007]","500 [453-553]","417 [376-462]"
"Maldives"," 1986","107.25 [97.26-118.1]","113.71 [102.53-125.91]","100.46 [90.44-111.57]","949 [862-1 044]","517 [467-571]","432 [390-479]"
"Maldives"," 1985","113.43 [102.6-125.09]","119.98 [108.12-133.08]","106.47 [95.63-118.49]","976 [885-1 075]","530 [479-588]","446 [401-495]"
"Maldives"," 1984","119.99 [108.35-132.59]","126.53 [113.85-140.81]","112.87 [101.31-125.77]","1 001 [906-1 103]","543 [489-602]","458 [411-509]"
"Maldives"," 1983","126.87 [114.44-140.74]","133.75 [119.96-149.1]","119.71 [106.96-133.67]","1 023 [924-1 132]","554 [498-616]","469 [420-523]"
"Maldives"," 1982","134.22 [120.71-149.33]","141.12 [126.16-157.98]","126.78 [113.06-142.09]","1 045 [942-1 160]","565 [506-630]","480 [429-537]"
"Maldives"," 1981","142.04 [127.28-158.53]","148.99 [132.79-167.3]","134.39 [119.41-150.82]","1 071 [962-1 192]","578 [516-646]","493 [439-552]"
"Maldives"," 1980","150.44 [134.13-168.3]","157.62 [139.6-177.63]","142.53 [126.43-160.52]","1 102 [985-1 229]","594 [527-666]","508 [451-570]"
"Maldives"," 1979","159.43 [141.57-178.99]","166.88 [147.29-188.61]","151.35 [133.83-171.01]","1 136 [1 011-1 270]","612 [540-688]","524 [465-591]"
"Maldives"," 1978","169 [149.44-190.69]","176.63 [155.19-200.37]","160.81 [141.49-182.65]","1 170 [1 038-1 315]","629 [554-710]","541 [478-613]"
"Maldives"," 1977","179.12 [157.63-203.02]","187.2 [163.62-213.42]","170.8 [149.47-194.95]","1 203 [1 063-1 359]","645 [567-733]","558 [490-635]"
"Maldives"," 1976","189.86 [166.41-216.83]","198.23 [172.42-227.21]","181.34 [157.76-207.76]","1 237 [1 089-1 406]","662 [579-756]","575 [502-656]"
"Maldives"," 1975","201.35 [175.41-231.19]","209.68 [181.89-241.75]","192.63 [166.53-222.26]","1 278 [1 118-1 460]","683 [595-784]","595 [516-683]"
"Maldives"," 1974","213.35 [184.66-246.15]","221.85 [191.49-257.15]","204.36 [175.62-236.82]","1 321 [1 148-1 517]","705 [612-814]","616 [531-710]"
"Maldives"," 1973","225.47 [194.18-261.47]","234.27 [201.29-272.69]","216.18 [184.92-251.45]","1 357 [1 174-1 567]","724 [625-838]","633 [544-733]"
"Maldives"," 1972","237.24 [203.29-276.7]","246.31 [210.51-288.09]","227.51 [193.75-266.6]","1 391 [1 197-1 614]","741 [636-863]","650 [556-758]"
"Maldives"," 1971","248.45 [211.91-291.57]","257.96 [219.18-303.92]","238.43 [201.93-280.79]","1 428 [1 224-1 666]","761 [649-891]","667 [568-782]"
"Maldives"," 1970","259.11 [219.51-305.6]","268.93 [227.31-318.71]","248.84 [209.25-294.81]","1 457 [1 241-1 708]","776 [659-914]","681 [576-802]"
"Maldives"," 1969","269.13 [226.03-318.99]","279.32 [233.86-332.68]","258.25 [215.81-308.49]","","",""
"Maldives"," 1968","278.69 [231.84-332.93]","289.57 [240.13-347.31]","267.39 [221.64-322.16]","","",""
"Maldives"," 1967","288.09 [237.03-347.9]","299.32 [245.47-362.34]","276.44 [227-336.02]","","",""
"Maldives"," 1966","298.06 [241.6-363.7]","309.14 [250.53-378.69]","285.73 [231.56-350.5]","","",""
"Maldives"," 1965","307.29 [245.7-380.56]","318.92 [255.15-396.54]","294.86 [235.39-366.77]","","",""
"Maldives"," 1964","316.86 [249.09-398.2]","","","","",""
"Maldives"," 1963","326.23 [251.99-418.72]","","","","",""
"Maldives"," 1962","335.49 [253.43-441.26]","","","","",""
"Myanmar"," 2021","41.81 [26.72-63.47]","45.81 [29.36-69.9]","37.63 [23.94-57.32]","38 581 [24 677-58 564]","21 781 [13 978-33 255]","16 800 [10 696-25 611]"
"Myanmar"," 2020","43.24 [28.75-63.35]","47.29 [31.47-69.56]","38.99 [25.73-57.16]","40 226 [26 772-58 925]","22 675 [15 117-33 378]","17 551 [11 597-25 749]"
"Myanmar"," 2019","44.77 [30.82-63.4]","48.96 [33.65-69.2]","40.4 [27.71-57.24]","41 910 [28 871-59 354]","23 617 [16 262-33 417]","18 293 [12 565-25 948]"
"Myanmar"," 2018","46.42 [33.04-63.27]","50.72 [35.95-69.03]","41.99 [29.82-57.33]","43 637 [31 086-59 435]","24 555 [17 446-33 465]","19 082 [13 586-26 084]"
"Myanmar"," 2017","48.07 [35.35-63.37]","52.48 [38.42-69.27]","43.51 [31.82-57.37]","45 355 [33 394-59 712]","25 507 [18 726-33 686]","19 848 [14 550-26 191]"
"Myanmar"," 2016","49.87 [37.67-63.76]","54.35 [40.92-69.74]","45.18 [33.94-58.02]","47 024 [35 563-60 082]","26 417 [19 924-33 915]","20 607 [15 506-26 477]"
"Myanmar"," 2015","51.79 [40.21-64.48]","56.33 [43.68-70.33]","47 [36.41-58.76]","48 622 [37 778-60 533]","27 267 [21 167-34 039]","21 355 [16 559-26 704]"
"Myanmar"," 2014","53.76 [42.99-65.45]","58.45 [46.52-71.47]","48.81 [38.88-59.82]","50 383 [40 282-61 321]","28 235 [22 481-34 536]","22 148 [17 649-27 150]"
"Myanmar"," 2013","55.88 [45.65-66.92]","60.67 [49.38-72.89]","50.85 [41.46-61.3]","52 511 [42 912-62 880]","29 377 [23 936-35 309]","23 134 [18 872-27 897]"
"Myanmar"," 2012","58.21 [48.69-68.79]","63.19 [52.62-74.72]","53.05 [44.37-62.92]","55 035 [46 040-65 019]","30 763 [25 649-36 418]","24 272 [20 328-28 823]"
"Myanmar"," 2011","60.76 [51.93-70.64]","65.84 [56.04-76.83]","55.45 [47.29-64.76]","57 979 [49 562-67 395]","32 360 [27 572-37 775]","25 619 [21 859-29 932]"
"Myanmar"," 2010","63.43 [55.24-72.69]","68.58 [59.51-78.93]","57.91 [50.23-66.74]","61 157 [53 259-70 074]","34 096 [29 584-39 222]","27 061 [23 468-31 175]"
"Myanmar"," 2009","66.07 [58.35-74.79]","71.44 [62.81-81.24]","60.49 [53.1-68.77]","64 368 [56 868-72 835]","35 843 [31 547-40 773]","28 525 [25 071-32 457]"
"Myanmar"," 2008","98.68 [88.14-110.67]","104.18 [92.52-117.32]","93.02 [82.41-104.84]","98 741 [88 106-110 849]","53 674 [47 674-60 570]","45 067 [39 905-50 904]"
"Myanmar"," 2007","71.57 [64.43-79.54]","77.18 [69.16-86.16]","65.73 [58.8-73.42]","71 677 [64 520-79 654]","39 806 [35 698-44 485]","31 871 [28 526-35 630]"
"Myanmar"," 2006","74.27 [67.26-81.98]","80 [72.19-88.69]","68.32 [61.43-75.8]","75 090 [67 998-82 885]","41 646 [37 615-46 194]","33 444 [30 102-37 155]"
"Myanmar"," 2005","76.91 [70.04-84.42]","82.73 [75.04-91.27]","70.79 [63.94-78.27]","78 713 [71 700-86 390]","43 621 [39 592-48 131]","35 092 [31 713-38 810]"
"Myanmar"," 2004","79.52 [72.65-86.93]","85.47 [77.81-93.81]","73.26 [66.41-80.69]","82 495 [75 395-90 150]","45 694 [41 630-50 157]","36 801 [33 391-40 536]"
"Myanmar"," 2003","82.02 [75.2-89.49]","88.09 [80.5-96.38]","75.63 [68.9-83.15]","86 156 [79 032-93 956]","47 709 [43 641-52 196]","38 447 [35 056-42 263]"
"Myanmar"," 2002","84.47 [77.69-92.08]","90.61 [83-99.12]","77.96 [71.21-85.56]","88 838 [81 772-96 814]","49 150 [45 058-53 750]","39 688 [36 277-43 540]"
"Myanmar"," 2001","86.85 [80.02-94.55]","93.2 [85.46-101.74]","80.21 [73.35-88.04]","90 593 [83 484-98 569]","50 100 [45 996-54 693]","40 493 [37 078-44 450]"
"Myanmar"," 2000","89.26 [82.3-97.06]","95.7 [87.89-104.3]","82.48 [75.53-90.42]","92 796 [85 593-100 834]","51 270 [47 132-55 869]","41 526 [38 059-45 535]"
"Myanmar"," 1999","91.68 [84.58-99.59]","98.22 [90.28-107.17]","84.78 [77.75-92.89]","95 645 [88 267-103 830]","52 794 [48 555-57 598]","42 851 [39 318-46 939]"
"Myanmar"," 1998","94.12 [86.87-102.32]","100.82 [92.74-109.85]","87.1 [79.81-95.41]","98 822 [91 277-107 392]","54 517 [50 207-59 400]","44 305 [40 634-48 533]"
"Myanmar"," 1997","96.69 [89.19-105.05]","103.5 [95.14-112.81]","89.48 [82.05-97.92]","102 293 [94 379-111 075]","56 401 [51 882-61 447]","45 892 [42 104-50 199]"
"Myanmar"," 1996","99.32 [91.51-107.95]","106.26 [97.51-115.94]","91.97 [84.22-100.6]","105 714 [97 444-114 841]","58 249 [53 489-63 527]","47 465 [43 506-51 905]"
"Myanmar"," 1995","101.98 [93.89-110.93]","109.05 [100.09-119.04]","94.42 [86.45-103.41]","109 190 [100 575-118 693]","60 154 [55 221-65 603]","49 036 [44 908-53 648]"
"Myanmar"," 1994","104.66 [96.34-113.95]","111.92 [102.65-122.14]","96.98 [88.71-106.35]","112 895 [103 988-122 843]","62 180 [57 065-67 822]","50 715 [46 420-55 579]"
"Myanmar"," 1993","107.4 [98.65-117.06]","114.76 [105.06-125.5]","99.57 [90.97-109.31]","116 410 [107 008-126 745]","64 084 [58 719-70 031]","52 326 [47 836-57 382]"
"Myanmar"," 1992","110.08 [101.14-120.15]","117.61 [107.6-128.9]","102.15 [93.24-112.21]","119 675 [110 034-130 553]","65 855 [60 331-72 130]","53 820 [49 186-59 084]"
"Myanmar"," 1991","112.7 [103.46-123.29]","120.3 [109.89-132.25]","104.7 [95.4-115.21]","122 916 [112 918-134 367]","67 575 [61 800-74 246]","55 341 [50 466-60 877]"
"Myanmar"," 1990","115.31 [105.66-126.4]","123.07 [112.2-135.45]","107.23 [97.55-118.3]","126 109 [115 643-138 118]","69 284 [63 245-76 236]","56 825 [51 756-62 690]"
"Myanmar"," 1989","117.85 [107.71-129.48]","125.78 [114.35-138.58]","109.64 [99.63-121.24]","129 077 [118 061-141 737]","70 874 [64 559-78 104]","58 203 [52 966-64 399]"
"Myanmar"," 1988","120.35 [109.76-132.39]","128.35 [116.48-141.67]","112.08 [101.66-124.14]","132 763 [121 140-145 955]","72 826 [66 223-80 391]","59 937 [54 466-66 391]"
"Myanmar"," 1987","122.88 [111.7-135.37]","130.87 [118.46-144.74]","114.42 [103.31-126.86]","137 471 [125 040-151 345]","75 388 [68 323-83 294]","62 083 [56 116-68 805]"
"Myanmar"," 1986","125.34 [113.44-138.21]","133.38 [120.3-147.92]","116.83 [104.98-129.63]","141 917 [128 590-156 328]","77 789 [70 232-86 188]","64 128 [57 687-71 122]"
"Myanmar"," 1985","127.76 [115.04-141.29]","135.8 [122.05-150.99]","119.08 [106.49-132.52]","145 887 [131 557-161 157]","79 965 [71 923-88 761]","65 922 [59 017-73 204]"
"Myanmar"," 1984","130.21 [116.79-144.47]","138.37 [123.71-154.33]","121.47 [108.06-135.56]","148 645 [133 492-164 607]","81 461 [72 928-90 667]","67 184 [59 856-74 851]"
"Myanmar"," 1983","132.67 [118.31-147.97]","141.02 [125.4-158.06]","123.91 [109.68-138.76]","149 924 [133 893-166 922]","82 124 [73 137-91 908]","67 800 [60 109-75 810]"
"Myanmar"," 1982","135.33 [120.09-151.74]","143.82 [127.22-161.82]","126.45 [111.3-142.54]","150 968 [134 154-168 930]","82 663 [73 313-92 867]","68 305 [60 253-76 860]"
"Myanmar"," 1981","138.1 [121.8-155.71]","146.75 [129.06-165.79]","129.08 [112.9-146.28]","152 545 [134 699-171 649]","83 504 [73 640-94 209]","69 041 [60 514-78 129]"
"Myanmar"," 1980","141.04 [123.75-159.9]","149.76 [131.05-170.11]","131.86 [114.93-150.29]","154 781 [136 127-175 026]","84 692 [74 285-96 013]","70 089 [61 237-79 765]"
"Myanmar"," 1979","144 [125.84-164.28]","152.96 [133.12-174.57]","134.82 [117.04-154.78]","156 758 [137 300-178 362]","85 736 [74 887-97 727]","71 022 [61 855-81 376]"
"Myanmar"," 1978","147.24 [127.89-169.21]","156.16 [135.2-179.92]","137.91 [119.23-159.46]","158 812 [138 275-182 007]","86 781 [75 350-99 720]","72 031 [62 391-83 120]"
"Myanmar"," 1977","150.65 [129.85-174.55]","159.54 [137.1-185.04]","141.22 [121.17-164.49]","161 185 [139 282-186 165]","87 993 [75 851-101 738]","73 192 [62 954-85 028]"
"Myanmar"," 1976","154.06 [131.83-179.72]","163.08 [138.92-190.6]","144.71 [123.16-169.69]","163 450 [140 165-190 084]","89 128 [76 212-103 873]","74 322 [63 445-86 945]"
"Myanmar"," 1975","157.64 [133.52-185.47]","166.69 [140.83-196.37]","148.16 [124.87-175.4]","165 813 [140 880-194 308]","90 345 [76 597-106 128]","75 468 [63 825-89 078]"
"Myanmar"," 1974","161.19 [135.15-191.48]","170.3 [142.24-202.77]","151.7 [126.59-181.32]","168 340 [141 577-199 097]","91 634 [76 831-108 657]","76 706 [64 197-91 360]"
"Myanmar"," 1973","164.77 [136.62-197.98]","173.92 [143.86-209.59]","155.2 [128.27-187.59]","170 691 [142 047-204 123]","92 847 [77 115-111 329]","77 844 [64 599-93 653]"
"Myanmar"," 1972","168.36 [137.88-204.72]","177.45 [144.92-216.72]","158.67 [129.31-193.91]","","",""
"Myanmar"," 1971","171.77 [138.97-211.8]","180.78 [145.77-223.91]","162.25 [130.15-200.39]","","",""
"Myanmar"," 1970","175.19 [139.33-218.9]","184.27 [146.46-231.02]","165.64 [130.86-207.41]","","",""
"Myanmar"," 1969","178.67 [139.32-226.67]","187.7 [146.55-238.95]","169.01 [131.13-215.59]","","",""
"Myanmar"," 1968","182.04 [139.27-235.32]","191.14 [146.16-247.34]","172.15 [131.04-223.6]","","",""
"Nepal"," 2021","27.16 [20.91-35.72]","29.25 [22.47-38.52]","25 [19.18-32.89]","16 392 [12 622-21 545]","9 039 [6 950-11 896]","7 353 [5 649-9 680]"
"Nepal"," 2020","28.19 [22.42-35.88]","30.31 [24.07-38.68]","25.99 [20.62-33.08]","16 930 [13 468-21 530]","9 323 [7 409-11 894]","7 607 [6 039-9 680]"
"Nepal"," 2019","29.34 [24.07-36.28]","31.49 [25.79-39.02]","27.08 [22.05-33.56]","17 603 [14 441-21 760]","9 683 [7 931-11 989]","7 920 [6 448-9 811]"
"Nepal"," 2018","30.63 [25.74-36.92]","32.87 [27.54-39.74]","28.32 [23.63-34.23]","18 396 [15 458-22 168]","10 112 [8 482-12 233]","8 284 [6 920-10 016]"
"Nepal"," 2017","32.1 [27.47-37.91]","34.41 [29.33-40.74]","29.71 [25.29-35.22]","19 379 [16 590-22 887]","10 645 [9 081-12 611]","8 734 [7 440-10 359]"
"Nepal"," 2016","33.74 [29.3-39.1]","36.14 [31.29-42.07]","31.26 [27.01-36.47]","20 485 [17 795-23 735]","11 247 [9 750-13 099]","9 238 [7 990-10 782]"
"Nepal"," 2015","35.53 [31.33-40.48]","37.98 [33.34-43.46]","32.94 [28.91-37.81]","21 664 [19 109-24 673]","11 880 [10 434-13 588]","9 784 [8 588-11 227]"
"Nepal"," 2014","37.43 [33.44-42.09]","39.86 [35.46-45.03]","34.85 [30.94-39.39]","22 862 [20 427-25 703]","12 489 [11 111-14 101]","10 373 [9 208-11 720]"
"Nepal"," 2013","39.38 [35.5-43.89]","41.85 [37.57-46.79]","36.8 [33-41.17]","24 096 [21 722-26 842]","13 125 [11 788-14 679]","10 971 [9 841-12 274]"
"Nepal"," 2012","41.45 [37.63-45.73]","44.01 [39.81-48.68]","38.76 [35.03-43.01]","25 424 [23 087-28 050]","13 831 [12 516-15 297]","11 593 [10 476-12 861]"
"Nepal"," 2011","43.61 [39.84-47.76]","46.18 [42.02-50.75]","40.87 [37.2-45.03]","26 872 [24 547-29 426]","14 579 [13 261-16 013]","12 293 [11 184-13 538]"
"Nepal"," 2010","45.87 [42.09-49.91]","48.48 [44.28-52.94]","43.08 [39.38-47.28]","28 585 [26 228-31 114]","15 470 [14 125-16 886]","13 115 [11 980-14 389]"
"Nepal"," 2009","48.23 [44.44-52.32]","50.95 [46.7-55.44]","45.33 [41.59-49.53]","30 592 [28 178-33 199]","16 542 [15 157-17 996]","14 050 [12 883-15 347]"
