"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Democratic People's Republic of Korea"," 2014","22.4 [17.5-28.7]","24.65 [19.22-31.51]","20.01 [15.65-25.81]","7 389 [5 791-9 452]","4 184 [3 264-5 342]","3 205 [2 508-4 131]"
"Democratic People's Republic of Korea"," 2013","24 [18.8-30.7]","26.3 [20.53-33.64]","21.45 [16.77-27.67]","7 794 [6 098-9 952]","4 403 [3 431-5 613]","3 391 [2 647-4 360]"
"Democratic People's Republic of Korea"," 2012","25.7 [20.2-33]","28.29 [22.03-36.21]","23.06 [18.04-29.75]","8 235 [6 467-10 553]","4 652 [3 634-5 960]","3 583 [2 810-4 627]"
"Democratic People's Republic of Korea"," 2011","27.7 [21.7-35.5]","30.42 [23.72-38.93]","24.82 [19.4-32.03]","8 820 [6 913-11 280]","4 979 [3 884-6 365]","3 841 [3 005-4 954]"
"Democratic People's Republic of Korea"," 2010","29.5 [23.1-37.8]","32.38 [25.29-41.49]","26.54 [20.71-34.18]","9 668 [7 591-12 388]","5 447 [4 266-6 984]","4 221 [3 302-5 437]"
"Democratic People's Republic of Korea"," 2009","31 [24.3-39.7]","33.96 [26.49-43.45]","27.82 [21.71-35.84]","10 537 [8 250-13 463]","5 941 [4 633-7 585]","4 596 [3 587-5 913]"
"Democratic People's Republic of Korea"," 2008","31.8 [24.9-40.8]","34.9 [27.19-44.75]","28.58 [22.33-36.88]","10 880 [8 537-13 933]","6 135 [4 787-7 864]","4 745 [3 715-6 124]"
"Democratic People's Republic of Korea"," 2007","32.2 [25.2-41.3]","35.33 [27.53-45.3]","28.93 [22.59-37.35]","11 085 [8 696-14 189]","6 249 [4 878-8 007]","4 836 [3 783-6 243]"
"Democratic People's Republic of Korea"," 2006","32.4 [25.3-41.4]","35.52 [27.65-45.51]","29.02 [22.68-37.49]","11 341 [8 882-14 489]","6 400 [4 982-8 180]","4 941 [3 861-6 371]"
"Democratic People's Republic of Korea"," 2005","33 [25.8-42.2]","36.2 [28.2-46.4]","29.62 [23.1-38.29]","11 832 [9 272-15 119]","6 672 [5 206-8 539]","5 160 [4 030-6 661]"
"Democratic People's Republic of Korea"," 2004","35 [27.4-44.8]","38.35 [29.93-49.23]","31.46 [24.55-40.59]","12 818 [10 052-16 381]","7 218 [5 646-9 249]","5 600 [4 373-7 210]"
"Democratic People's Republic of Korea"," 2003","38.9 [30.4-49.8]","42.47 [33.07-54.5]","35.13 [27.35-45.29]","14 647 [11 484-18 703]","8 215 [6 412-10 524]","6 432 [5 020-8 275]"
"Democratic People's Republic of Korea"," 2002","44.7 [35-57.2]","48.6 [37.87-62.37]","40.59 [31.6-52.34]","17 557 [13 772-22 418]","9 806 [7 656-12 542]","7 751 [6 049-9 969]"
"Democratic People's Republic of Korea"," 2001","52.1 [40.8-66.6]","56.34 [43.83-72.18]","47.58 [37.07-61.33]","21 154 [16 584-26 989]","11 758 [9 162-15 017]","9 396 [7 338-12 081]"
"Democratic People's Republic of Korea"," 2000","60 [47-77]","64.75 [50.37-82.99]","55.1 [43.01-71.03]","25 021 [19 646-31 975]","13 860 [10 814-17 730]","11 161 [8 737-14 368]"
"Democratic People's Republic of Korea"," 1999","67.4 [52.8-86.3]","72.3 [56.34-92.7]","62.2 [48.5-80.28]","28 865 [22 633-36 853]","15 911 [12 426-20 347]","12 954 [10 118-16 681]"
"Democratic People's Republic of Korea"," 1998","72.9 [57.1-93.3]","78.03 [60.76-99.95]","67.44 [52.58-86.98]","31 822 [24 944-40 644]","17 505 [13 652-22 372]","14 317 [11 177-18 423]"
"Democratic People's Republic of Korea"," 1997","75.7 [59.3-96.9]","80.91 [63.05-103.74]","70.15 [54.71-90.69]","33 698 [26 427-43 092]","18 518 [14 452-23 696]","15 180 [11 845-19 592]"
"Democratic People's Republic of Korea"," 1996","75.7 [59.3-96.9]","80.88 [63.05-103.83]","70.16 [54.64-90.56]","34 244 [26 835-43 789]","18 822 [14 679-24 127]","15 422 [12 018-19 885]"
"Democratic People's Republic of Korea"," 1995","72.8 [57-93.3]","77.94 [60.83-99.99]","67.48 [52.6-87.08]","32 969 [25 852-42 207]","18 143 [14 181-23 272]","14 826 [11 568-19 135]"
"Democratic People's Republic of Korea"," 1994","67.7 [53-86.7]","72.63 [56.64-93.05]","62.52 [48.74-80.77]","30 394 [23 813-38 889]","16 772 [13 090-21 480]","13 622 [10 625-17 593]"
"Democratic People's Republic of Korea"," 1993","61.3 [48-78.5]","66.04 [51.54-84.61]","56.39 [43.95-72.81]","27 153 [21 287-34 767]","15 041 [11 754-19 274]","12 112 [9 455-15 652]"
"Democratic People's Republic of Korea"," 1992","54.8 [42.9-70.1]","59.29 [46.26-75.82]","50.13 [39.03-64.62]","23 888 [18 712-30 559]","13 291 [10 382-17 000]","10 597 [8 256-13 666]"
"Democratic People's Republic of Korea"," 1991","48.6 [38.1-62.3]","52.78 [41.2-67.57]","44.32 [34.45-57.16]","20 737 [16 260-26 553]","11 573 [9 053-14 824]","9 164 [7 138-11 836]"
"Democratic People's Republic of Korea"," 1990","43.4 [34-55.6]","47.34 [36.97-60.63]","39.38 [30.58-50.82]","18 011 [14 122-23 057]","10 091 [7 898-12 935]","7 920 [6 165-10 232]"
"Democratic People's Republic of Korea"," 1989","39.5 [30.9-50.6]","43.15 [33.69-55.26]","35.71 [27.74-46.04]","","",""
"Democratic People's Republic of Korea"," 1988","36.8 [28.8-47.1]","40.28 [31.42-51.69]","33.14 [25.76-42.8]","","",""
"Democratic People's Republic of Korea"," 1987","35.2 [27.6-45]","38.52 [30.04-49.42]","31.69 [24.63-40.93]","","",""
"Democratic People's Republic of Korea"," 1986","34.7 [27.1-44.4]","37.94 [29.58-48.7]","31.22 [24.28-40.29]","","",""
"Democratic People's Republic of Korea"," 1985","35.1 [27.5-45]","38.4 [29.95-49.26]","31.64 [24.57-40.81]","","",""
"India"," 2021","30.62 [27.63-33.84]","30.28 [27.24-33.59]","30.96 [27.84-34.36]","709 366 [640 072-784 096]","364 067 [327 343-403 760]","345 299 [310 293-383 042]"
"India"," 2020","32.38 [29.64-35.3]","31.89 [29.07-34.93]","32.89 [29.98-36.05]","758 144 [694 080-826 641]","387 807 [353 332-424 651]","370 337 [337 526-405 786]"
"India"," 2019","34.33 [31.82-37.02]","33.75 [31.15-36.51]","34.94 [32.31-37.89]","819 727 [759 879-884 007]","418 998 [386 703-453 250]","400 729 [370 438-434 327]"
"India"," 2018","36.43 [34.14-38.92]","35.63 [33.2-38.15]","37.28 [34.79-40.03]","881 716 [826 288-941 884]","448 897 [418 089-480 525]","432 819 [403 947-464 573]"
"India"," 2017","38.66 [36.49-41.01]","37.69 [35.37-40.1]","39.7 [37.27-42.33]","947 492 [894 307-1 004 900]","481 162 [451 550-511 745]","466 330 [437 654-496 936]"
"India"," 2016","41.04 [38.92-43.3]","39.8 [37.59-42.18]","42.35 [39.96-44.87]","1 018 079 [965 423-1 074 063]","514 894 [486 048-545 352]","503 185 [474 457-532 754]"
"India"," 2015","43.57 [41.44-45.83]","42.03 [39.81-44.37]","45.16 [42.75-47.68]","1 086 043 [1 032 994-1 142 429]","546 793 [517 421-576 661]","539 250 [509 910-568 654]"
"India"," 2014","46.23 [44.03-48.51]","44.45 [42.19-46.79]","48.11 [45.67-50.67]","1 171 964 [1 116 222-1 229 643]","588 041 [557 705-618 484]","583 923 [553 884-614 434]"
"India"," 2013","49.05 [46.76-51.4]","46.92 [44.62-49.34]","51.24 [48.7-53.9]","1 267 937 [1 208 690-1 328 532]","633 782 [601 893-665 368]","634 155 [601 865-665 997]"
"India"," 2012","51.97 [49.57-54.43]","49.57 [47.13-52.08]","54.48 [51.81-57.25]","1 357 472 [1 294 746-1 421 398]","676 911 [642 885-710 297]","680 561 [646 499-714 264]"
"India"," 2011","54.99 [52.44-57.69]","52.27 [49.77-54.96]","57.83 [55.03-60.79]","1 450 269 [1 383 235-1 521 287]","721 243 [685 954-757 360]","729 026 [693 134-765 382]"
"India"," 2010","58.1 [55.43-61.03]","55.09 [52.51-57.93]","61.27 [58.37-64.39]","1 545 622 [1 474 765-1 623 177]","766 570 [730 072-805 184]","779 052 [741 442-817 725]"
"India"," 2009","61.29 [58.49-64.45]","58.2 [55.49-61.25]","64.55 [61.5-67.91]","1 640 665 [1 565 776-1 724 999]","814 489 [775 955-856 161]","826 176 [786 408-868 293]"
"India"," 2008","64.52 [61.59-67.87]","61.2 [58.39-64.41]","68.02 [64.87-71.62]","1 735 934 [1 657 181-1 825 837]","860 449 [820 318-904 633]","875 485 [834 184-920 627]"
"India"," 2007","67.79 [64.74-71.24]","64.29 [61.36-67.56]","71.49 [68.21-75.14]","1 837 705 [1 755 382-1 931 257]","910 421 [868 186-955 823]","927 284 [884 012-973 914]"
"India"," 2006","71.09 [67.95-74.5]","67.6 [64.6-70.9]","74.75 [71.38-78.4]","1 948 998 [1 862 934-2 042 398]","968 407 [924 479-1 014 735]","980 591 [935 342-1 027 376]"
"India"," 2005","74.39 [71.22-77.79]","70.53 [67.47-73.84]","78.41 [74.99-82.12]","2 067 015 [1 979 355-2 161 584]","1 024 548 [979 040-1 071 157]","1 042 467 [995 855-1 090 501]"
"India"," 2004","77.69 [74.53-81.13]","73.94 [70.87-77.26]","81.61 [78.19-85.28]","2 180 321 [2 091 848-2 276 887]","1 084 937 [1 038 859-1 132 179]","1 095 384 [1 048 463-1 143 209]"
"India"," 2003","81.06 [77.85-84.47]","76.46 [73.33-79.76]","85.9 [82.44-89.6]","2 289 959 [2 199 476-2 385 848]","1 128 789 [1 081 619-1 176 117]","1 161 170 [1 113 274-1 209 602]"
"India"," 2002","84.5 [81.27-87.97]","79.81 [76.65-83.2]","89.41 [85.89-93.14]","2 399 430 [2 308 316-2 497 137]","1 184 809 [1 136 662-1 233 266]","1 214 621 [1 165 623-1 263 501]"
"India"," 2001","88.04 [84.76-91.57]","83.41 [80.2-86.89]","92.89 [89.28-96.71]","2 495 874 [2 403 686-2 595 270]","1 236 789 [1 188 188-1 286 799]","1 259 085 [1 209 002-1 309 311]"
"India"," 2000","91.63 [88.33-95.2]","86.95 [83.7-90.41]","96.52 [92.98-100.41]","2 580 226 [2 487 688-2 680 068]","1 280 381 [1 231 281-1 329 423]","1 299 845 [1 251 026-1 350 295]"
"India"," 1999","95.26 [91.89-98.97]","90.74 [87.42-94.34]","100.01 [96.36-103.97]","2 672 618 [2 578 469-2 776 073]","1 330 384 [1 280 829-1 381 756]","1 342 234 [1 292 265-1 393 869]"
"India"," 1998","98.89 [95.45-102.63]","93.66 [90.31-97.25]","104.4 [100.7-108.44]","2 771 450 [2 675 564-2 875 661]","1 370 668 [1 320 793-1 421 601]","1 400 782 [1 349 915-1 453 464]"
"India"," 1997","102.48 [98.94-106.33]","97.22 [93.78-100.94]","107.99 [104.19-112.16]","2 866 776 [2 768 095-2 973 984]","1 418 815 [1 367 486-1 471 277]","1 447 961 [1 395 966-1 502 459]"
"India"," 1996","105.99 [102.35-109.89]","100.94 [97.27-104.77]","111.29 [107.35-115.56]","2 960 818 [2 859 760-3 069 109]","1 469 372 [1 415 336-1 523 679]","1 491 446 [1 437 934-1 547 401]"
"India"," 1995","109.42 [105.73-113.37]","104.47 [100.73-108.42]","114.65 [110.54-118.99]","3 048 704 [2 946 340-3 158 264]","1 514 235 [1 460 006-1 570 343]","1 534 469 [1 479 187-1 592 046]"
"India"," 1994","112.84 [108.99-116.8]","108.12 [104.21-112.15]","117.71 [113.47-122.06]","3 129 548 [3 023 774-3 238 172]","1 557 427 [1 500 414-1 613 976]","1 572 121 [1 514 392-1 628 893]"
"India"," 1993","116.15 [112.24-120.2]","111.85 [107.87-115.99]","120.64 [116.31-125.06]","3 211 236 [3 103 379-3 321 803]","1 602 915 [1 545 503-1 660 904]","1 608 321 [1 550 133-1 665 968]"
"India"," 1992","119.49 [115.44-123.6]","115.55 [111.4-119.77]","123.61 [119.24-128.16]","3 293 909 [3 182 599-3 406 345]","1 649 085 [1 589 550-1 708 251]","1 644 824 [1 586 509-1 704 479]"
"India"," 1991","122.92 [118.76-127.18]","119.17 [114.87-123.51]","126.89 [122.33-131.57]","3 368 921 [3 256 398-3 484 838]","1 688 454 [1 627 830-1 749 382]","1 680 467 [1 620 198-1 741 860]"
"India"," 1990","126.53 [122.22-130.92]","122.82 [118.37-127.31]","130.42 [125.71-135.29]","3 453 190 [3 336 200-3 572 372]","1 731 415 [1 668 895-1 793 496]","1 721 775 [1 659 378-1 784 949]"
"India"," 1989","130.32 [125.85-134.86]","126.45 [121.77-131.08]","134.35 [129.51-139.47]","3 546 310 [3 425 823-3 668 775]","1 777 843 [1 711 996-1 841 573]","1 768 467 [1 704 351-1 834 017]"
"India"," 1988","134.22 [129.61-138.97]","130.25 [125.45-135.06]","138.41 [133.42-143.66]","3 629 352 [3 505 698-3 755 789]","1 820 185 [1 753 065-1 886 407]","1 809 167 [1 744 106-1 876 952]"
"India"," 1987","138.22 [133.44-143.17]","134.06 [129.18-139.12]","142.56 [137.39-147.97]","3 715 673 [3 588 358-3 847 311]","1 863 017 [1 795 502-1 931 860]","1 852 656 [1 785 261-1 921 663]"
"India"," 1986","142.22 [137.28-147.4]","138.34 [133.2-143.55]","146.35 [140.91-152]","3 784 147 [3 654 114-3 919 872]","1 902 363 [1 832 402-1 973 385]","1 881 784 [1 812 509-1 953 713]"
"India"," 1985","146.21 [141.11-151.49]","142.53 [137.22-147.98]","150.07 [144.47-155.78]","3 835 066 [3 702 775-3 971 890]","1 932 950 [1 861 341-2 005 613]","1 902 116 [1 831 388-1 973 281]"
"India"," 1984","150.27 [144.93-155.83]","146.5 [141.03-152.13]","154.22 [148.43-160.19]","3 887 789 [3 751 105-4 029 439]","1 959 993 [1 886 696-2 034 006]","1 927 796 [1 855 389-2 001 040]"
"India"," 1983","154.52 [148.98-160.23]","150.78 [145.08-156.55]","158.4 [152.45-164.5]","3 932 955 [3 793 319-4 076 386]","1 984 576 [1 909 620-2 059 402]","1 948 379 [1 875 039-2 021 724]"
"India"," 1982","158.97 [153.22-164.95]","154.99 [149.01-161]","163.22 [156.99-169.57]","3 988 403 [3 845 998-4 135 695]","2 010 023 [1 933 435-2 086 969]","1 978 380 [1 903 614-2 054 492]"
"India"," 1981","163.83 [157.83-170.05]","159.56 [153.32-165.84]","168.33 [161.86-175.1]","4 049 568 [3 902 803-4 200 474]","2 038 060 [1 959 433-2 116 730]","2 011 508 [1 934 820-2 091 261]"
"India"," 1980","169.02 [162.89-175.56]","164.61 [158.2-171.29]","173.71 [166.97-180.88]","4 105 135 [3 958 073-4 261 495]","2 063 093 [1 983 723-2 145 609]","2 042 042 [1 963 867-2 124 802]"
"India"," 1979","174.48 [168.05-181.45]","170.05 [163.36-177.2]","179.17 [172.12-186.75]","4 166 065 [4 014 314-4 329 714]","2 092 491 [2 011 143-2 178 958]","2 073 574 [1 992 720-2 160 178]"
"India"," 1978","180.06 [173.18-187.5]","175.78 [168.72-183.45]","184.57 [177.19-192.66]","4 247 194 [4 088 152-4 419 597]","2 135 231 [2 050 535-2 226 842]","2 111 963 [2 028 308-2 202 815]"
"India"," 1977","185.62 [178.33-193.59]","181.59 [174.04-189.76]","189.82 [182.06-198.3]","4 349 057 [4 180 623-4 532 825]","2 190 986 [2 101 445-2 287 560]","2 158 071 [2 070 615-2 252 571]"
"India"," 1976","190.95 [183.19-199.48]","186.88 [178.79-195.59]","195.2 [186.95-204.25]","4 432 150 [4 254 483-4 626 981]","2 232 656 [2 136 777-2 334 872]","2 199 494 [2 106 950-2 300 508]"
"India"," 1975","195.88 [187.68-204.78]","191.54 [183.02-200.63]","200.35 [191.65-209.9]","4 494 874 [4 308 992-4 695 638]","2 261 189 [2 161 134-2 366 429]","2 233 685 [2 137 226-2 338 426]"
"India"," 1974","200.33 [191.79-209.53]","195.78 [187-205.34]","205.09 [195.98-214.93]","4 544 165 [4 352 949-4 751 393]","2 283 157 [2 182 230-2 393 116]","2 261 008 [2 161 500-2 367 676]"
"India"," 1973","204.37 [195.56-213.89]","199.65 [190.53-209.4]","209.41 [199.93-219.71]","4 563 027 [4 369 570-4 773 167]","2 289 752 [2 186 381-2 400 616]","2 273 275 [2 171 369-2 384 402]"
"India"," 1972","208.06 [198.96-217.92]","203.44 [193.88-213.72]","212.97 [202.92-223.61]","4 571 138 [4 373 562-4 784 149]","2 295 181 [2 189 302-2 409 687]","2 275 957 [2 170 395-2 388 591]"
"India"," 1971","211.42 [201.85-221.61]","207.01 [196.94-217.74]","216.21 [205.81-227.18]","4 568 999 [4 365 497-4 787 643]","2 295 560 [2 186 541-2 414 301]","2 273 439 [2 165 842-2 388 198]"
"India"," 1970","214.54 [204.4-225.38]","210.35 [199.92-221.61]","219.09 [208.03-230.56]","4 562 240 [4 349 774-4 788 118]","2 294 389 [2 182 942-2 415 213]","2 267 851 [2 155 583-2 385 442]"
"India"," 1969","217.48 [206.7-228.77]","213.46 [202.17-225.3]","221.76 [209.98-233.91]","4 563 507 [4 341 328-4 794 923]","2 297 305 [2 177 882-2 422 333]","2 266 202 [2 147 989-2 388 985]"
"India"," 1968","220.16 [208.65-232.29]","216.21 [204.14-228.94]","224.34 [211.64-237.31]","4 562 505 [4 327 581-4 807 215]","2 297 966 [2 172 527-2 430 746]","2 264 539 [2 139 119-2 392 811]"
"India"," 1967","222.72 [210.08-235.77]","218.68 [205.49-232.51]","227.01 [213.15-241.28]","4 553 175 [4 300 867-4 813 360]","2 292 585 [2 157 675-2 433 890]","2 260 590 [2 125 631-2 399 169]"
"India"," 1966","225.32 [211.38-239.34]","221.13 [206.57-236.14]","229.67 [214.41-245.18]","4 543 120 [4 269 488-4 817 091]","2 286 881 [2 139 176-2 437 303]","2 256 239 [2 109 059-2 404 137]"
"India"," 1965","227.83 [212.82-243.28]","223.64 [207.87-239.75]","232.33 [215.85-249.13]","4 528 571 [4 236 027-4 827 010]","2 279 476 [2 122 697-2 440 244]","2 249 095 [2 093 105-2 407 802]"
"India"," 1964","230.38 [214.09-247.29]","226.1 [209.11-243.38]","235.14 [217.44-253.14]","4 501 933 [4 190 971-4 821 646]","2 264 847 [2 099 043-2 435 205]","2 237 086 [2 072 086-2 406 797]"
"India"," 1963","233.19 [215.6-251.43]","228.82 [210.43-247.61]","237.74 [219.1-257.48]","4 472 396 [4 141 613-4 812 626]","2 250 983 [2 074 441-2 430 275]","2 221 413 [2 049 819-2 401 414]"
"India"," 1962","236.15 [217.3-255.77]","231.72 [212.11-252.01]","240.75 [221.09-261.92]","4 447 227 [4 100 937-4 806 652]","2 238 110 [2 053 451-2 428 444]","2 209 117 [2 031 558-2 397 553]"
"India"," 1961","239.33 [219.1-260.37]","234.7 [213.86-256.61]","244.03 [222.92-266.89]","4 427 803 [4 063 224-4 806 076]","2 227 234 [2 032 757-2 427 769]","2 200 569 [2 013 821-2 399 037]"
"India"," 1960","242.79 [221.26-265.63]","238.02 [215.77-261.42]","247.63 [225.01-272.13]","4 412 830 [4 030 508-4 813 077]","2 218 645 [2 015 647-2 429 297]","2 194 185 [1 995 294-2 403 661]"
"India"," 1959","246.5 [223.23-271.34]","241.7 [217.63-266.93]","251.49 [227.06-277.96]","4 409 198 [4 005 843-4 837 068]","2 216 381 [2 001 182-2 438 696]","2 192 817 [1 984 777-2 415 053]"
"India"," 1958","250.29 [224.72-277.46]","245.32 [219.06-272.91]","255.31 [228.83-284.31]","4 413 062 [3 975 160-4 873 814]","2 218 354 [1 987 622-2 456 893]","2 194 708 [1 972 674-2 434 401]"
"India"," 1957","254.12 [225.79-284.25]","248.97 [220.15-279.9]","259.36 [229.93-291.18]","","",""
"India"," 1956","258.22 [226.93-291.9]","252.92 [221.18-287.13]","263.73 [230.78-299.12]","","",""
"India"," 1955","262.45 [227.61-300.39]","256.91 [222-295.88]","268.07 [231.43-307.49]","","",""
"India"," 1954","266.82 [227.41-310.26]","261.31 [221.92-305.16]","272.4 [231.73-317.55]","","",""
"India"," 1953","271.17 [227.14-321.36]","265.44 [221.63-315.75]","276.66 [231.65-328.26]","","",""
"Indonesia"," 2021","22.17 [17.5-28.48]","24.4 [19.12-31.36]","19.8 [15.6-25.52]","100 012 [78 920-128 450]","56 639 [44 367-72 792]","43 373 [34 177-55 906]"
"Indonesia"," 2020","22.94 [18.69-28.42]","25.26 [20.48-31.33]","20.49 [16.68-25.53]","104 240 [84 929-129 225]","59 028 [47 896-73 229]","45 212 [36 801-56 350]"
"Indonesia"," 2019","23.75 [19.97-28.6]","26.13 [21.84-31.52]","21.26 [17.78-25.68]","108 758 [91 462-130 972]","61 502 [51 449-74 244]","47 256 [39 556-57 129]"
"Indonesia"," 2018","24.64 [21.23-28.85]","27.09 [23.23-31.83]","22.05 [18.92-25.95]","113 871 [98 120-133 314]","64 373 [55 201-75 629]","49 498 [42 479-58 277]"
"Indonesia"," 2017","25.57 [22.42-29.36]","28.13 [24.51-32.36]","22.88 [19.96-26.5]","119 844 [105 054-137 622]","67 761 [59 071-77 976]","52 083 [45 448-60 332]"
"Indonesia"," 2016","26.6 [23.56-30.11]","29.23 [25.76-33.16]","23.81 [20.97-27.19]","126 587 [112 102-143 285]","71 523 [63 028-81 111]","55 064 [48 477-62 872]"
"Indonesia"," 2015","27.68 [24.78-30.92]","30.4 [27.05-34.07]","24.81 [22.06-27.99]","133 506 [119 530-149 118]","75 374 [67 085-84 494]","58 132 [51 689-65 579]"
"Indonesia"," 2014","28.81 [26.05-31.87]","31.62 [28.41-35.09]","25.84 [23.21-28.82]","140 613 [127 177-155 572]","79 361 [71 328-88 085]","61 252 [55 041-68 326]"
"Indonesia"," 2013","30 [27.32-32.91]","32.88 [29.79-36.17]","26.95 [24.42-29.79]","148 459 [135 235-162 826]","83 689 [75 858-92 068]","64 770 [58 717-71 581]"
"Indonesia"," 2012","31.23 [28.62-34]","34.18 [31.18-37.33]","28.09 [25.63-30.82]","155 871 [142 914-169 651]","87 780 [80 092-95 829]","68 091 [62 128-74 677]"
"Indonesia"," 2011","32.5 [30-35.18]","35.49 [32.58-38.54]","29.37 [26.94-31.99]","160 640 [148 288-173 837]","90 199 [82 845-97 941]","70 441 [64 658-76 741]"
"Indonesia"," 2010","33.85 [31.38-36.44]","36.9 [34.06-39.86]","30.65 [28.22-33.2]","165 425 [153 392-178 012]","92 704 [85 629-100 159]","72 721 [66 984-78 767]"
"Indonesia"," 2009","35.26 [32.8-37.81]","38.39 [35.56-41.3]","31.95 [29.52-34.52]","172 067 [160 115-184 437]","96 367 [89 287-103 624]","75 700 [69 967-81 753]"
"Indonesia"," 2008","36.74 [34.29-39.25]","39.94 [37.11-42.84]","33.35 [30.91-35.92]","178 953 [167 082-191 092]","100 098 [93 035-107 312]","78 855 [73 107-84 873]"
"Indonesia"," 2007","38.28 [35.87-40.8]","41.61 [38.83-44.54]","34.79 [32.3-37.41]","184 387 [172 854-196 423]","103 102 [96 309-110 356]","81 285 [75 522-87 406]"
"Indonesia"," 2006","39.92 [37.51-42.49]","43.33 [40.54-46.32]","36.36 [33.88-38.96]","189 102 [177 759-201 207]","105 581 [98 901-112 911]","83 521 [77 894-89 494]"
"Indonesia"," 2005","41.66 [39.23-44.28]","45.18 [42.33-48.19]","37.98 [35.47-40.62]","194 820 [183 482-206 982]","108 706 [101 940-115 979]","86 114 [80 479-92 118]"
"Indonesia"," 2004","49.6 [46.75-52.62]","53.2 [49.94-56.63]","45.83 [42.87-48.91]","230 507 [217 306-244 519]","127 235 [119 517-135 467]","103 272 [96 665-110 247]"
"Indonesia"," 2003","45.51 [42.96-48.19]","49.25 [46.32-52.37]","41.6 [39-44.28]","211 038 [199 234-223 422]","117 524 [110 644-125 010]","93 514 [87 754-99 564]"
"Indonesia"," 2002","47.64 [45.02-50.32]","51.42 [48.46-54.59]","43.64 [40.99-46.32]","221 479 [209 348-233 907]","123 080 [116 041-130 658]","98 399 [92 475-104 446]"
"Indonesia"," 2001","49.87 [47.2-52.57]","53.77 [50.73-57]","45.77 [43.11-48.52]","232 434 [220 048-245 000]","128 990 [121 795-136 754]","103 444 [97 504-109 685]"
"Indonesia"," 2000","52.23 [49.53-55]","56.21 [53.12-59.49]","48.05 [45.33-50.83]","243 602 [231 051-256 511]","134 934 [127 600-142 828]","108 668 [102 576-115 003]"
"Indonesia"," 1999","54.73 [52-57.57]","58.85 [55.73-62.13]","50.4 [47.64-53.27]","256 526 [243 763-269 745]","141 984 [134 531-149 923]","114 542 [108 330-121 070]"
"Indonesia"," 1998","57.37 [54.59-60.3]","61.71 [58.52-65.06]","52.83 [50.03-55.8]","271 044 [257 967-284 759]","150 081 [142 433-158 259]","120 963 [114 629-127 762]"
"Indonesia"," 1997","60.18 [57.32-63.16]","64.78 [61.51-68.17]","55.37 [52.44-58.44]","284 197 [270 814-298 219]","157 524 [149 709-165 844]","126 673 [120 072-133 735]"
"Indonesia"," 1996","63.15 [60.2-66.16]","67.99 [64.64-71.53]","58.05 [55.02-61.19]","295 878 [282 146-309 898]","164 139 [156 178-172 667]","131 739 [124 953-138 906]"
"Indonesia"," 1995","66.26 [63.21-69.4]","71.33 [67.86-74.98]","60.9 [57.89-64.14]","308 192 [294 093-322 753]","171 036 [162 786-179 782]","137 156 [130 445-144 460]"
"Indonesia"," 1994","69.53 [66.37-72.81]","74.91 [71.33-78.65]","63.9 [60.78-67.29]","321 726 [307 185-336 786]","178 678 [170 301-187 689]","143 048 [136 192-150 692]"
"Indonesia"," 1993","72.97 [69.7-76.42]","78.58 [74.86-82.53]","67.1 [63.79-70.64]","336 832 [321 835-352 633]","187 038 [178 362-196 522]","149 794 [142 533-157 753]"
"Indonesia"," 1992","76.56 [73.11-80.18]","82.38 [78.45-86.42]","70.45 [66.99-74.19]","354 962 [339 073-371 612]","197 030 [187 840-206 771]","157 932 [150 273-166 329]"
"Indonesia"," 1991","80.22 [76.58-84.08]","86.31 [82.16-90.65]","73.88 [70.3-77.82]","372 335 [355 545-390 142]","206 593 [196 917-217 122]","165 742 [157 902-174 689]"
"Indonesia"," 1990","83.98 [80.13-88.1]","90.21 [85.83-94.86]","77.43 [73.62-81.59]","390 318 [372 511-409 335]","216 255 [205 965-227 423]","174 063 [165 630-183 462]"
"Indonesia"," 1989","87.74 [83.67-92.13]","94.24 [89.58-99.12]","80.94 [76.97-85.33]","411 729 [392 767-432 171]","228 067 [217 011-239 908]","183 662 [174 830-193 724]"
"Indonesia"," 1988","91.48 [87.18-96.07]","98.11 [93.29-103.26]","84.47 [80.25-89.12]","431 658 [411 535-453 233]","238 776 [227 195-251 313]","192 882 [183 371-203 505]"
"Indonesia"," 1987","95.18 [90.7-100]","102.05 [96.97-107.39]","87.96 [83.5-92.81]","450 891 [429 723-473 599]","249 133 [236 897-262 227]","201 758 [191 700-212 938]"
"Indonesia"," 1986","98.84 [94.17-103.79]","105.88 [100.68-111.45]","91.4 [86.79-96.4]","473 344 [451 030-496 902]","261 280 [248 526-275 037]","212 064 [201 470-223 707]"
"Indonesia"," 1985","102.45 [97.67-107.56]","109.76 [104.44-115.47]","94.81 [90.02-99.86]","500 153 [476 900-524 865]","276 066 [262 947-290 486]","224 087 [212 996-236 109]"
"Indonesia"," 1984","106.1 [101.1-111.42]","113.61 [108.09-119.56]","98.2 [93.24-103.42]","524 462 [499 938-550 510]","289 370 [275 575-304 484]","235 092 [223 398-247 550]"
