"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Kazakhstan"," 1977","75.27 [66.46-85.35]","83.13 [73.16-94.62]","67.08 [58.79-76.53]","25 057 [22 151-28 371]","14 221 [12 544-16 168]","10 836 [9 514-12 352]"
"Kazakhstan"," 1976","76.56 [67.2-87.58]","84.42 [73.97-96.95]","68.21 [59.42-78.55]","25 132 [22 093-28 696]","14 256 [12 514-16 341]","10 876 [9 486-12 505]"
"Kazakhstan"," 1975","77.93 [67.79-90.01]","85.83 [74.51-99.57]","69.53 [59.94-80.79]","","",""
"Kazakhstan"," 1974","79.42 [68.51-92.77]","87.43 [75.13-102.4]","71.09 [60.64-83.54]","","",""
"Kazakhstan"," 1973","81.23 [69.25-96]","89.13 [75.85-105.88]","72.82 [61.45-86.61]","","",""
"Kazakhstan"," 1972","83.19 [69.74-100.09]","91.17 [76.22-110.03]","74.72 [62.08-90.17]","","",""
"Kazakhstan"," 1971","85.2 [69.39-105.16]","93.26 [76.1-115.81]","76.81 [62.2-95]","","",""
"Kyrgyzstan"," 2021","17.4 [16.73-18.25]","19.29 [18.23-20.5]","15.43 [14.42-16.54]","2 774 [2 668-2 911]","1 579 [1 493-1 679]","1 195 [1 119-1 282]"
"Kyrgyzstan"," 2020","17.76 [17.25-18.28]","19.68 [18.74-20.66]","15.73 [14.82-16.71]","2 906 [2 822-2 991]","1 655 [1 575-1 737]","1 251 [1 179-1 329]"
"Kyrgyzstan"," 2019","18.29 [17.69-18.84]","20.26 [19.26-21.28]","16.2 [15.24-17.19]","3 067 [2 967-3 158]","1 747 [1 660-1 833]","1 320 [1 243-1 401]"
"Kyrgyzstan"," 2018","19.03 [18.39-19.62]","21.09 [20.04-22.14]","16.84 [15.85-17.9]","3 176 [3 069-3 274]","1 810 [1 719-1 899]","1 366 [1 285-1 451]"
"Kyrgyzstan"," 2017","19.97 [19.32-20.59]","22.13 [21.04-23.23]","17.68 [16.64-18.77]","3 294 [3 187-3 396]","1 877 [1 785-1 970]","1 417 [1 334-1 504]"
"Kyrgyzstan"," 2016","21.09 [20.46-21.71]","23.36 [22.28-24.52]","18.67 [17.62-19.79]","3 502 [3 398-3 606]","1 996 [1 903-2 095]","1 506 [1 421-1 596]"
"Kyrgyzstan"," 2015","22.27 [21.63-23.01]","24.69 [23.52-25.93]","19.74 [18.64-20.94]","3 711 [3 605-3 835]","2 115 [2 017-2 223]","1 596 [1 508-1 695]"
"Kyrgyzstan"," 2014","23.45 [22.82-24.2]","26 [24.8-27.27]","20.78 [19.63-22.05]","3 868 [3 764-3 991]","2 204 [2 103-2 313]","1 664 [1 573-1 766]"
"Kyrgyzstan"," 2013","24.68 [23.98-25.37]","27.35 [26.08-28.62]","21.86 [20.64-23.14]","4 004 [3 891-4 115]","2 280 [2 175-2 387]","1 724 [1 627-1 824]"
"Kyrgyzstan"," 2012","26.06 [25.25-26.77]","28.87 [27.54-30.2]","23.05 [21.79-24.38]","4 139 [4 012-4 252]","2 358 [2 248-2 465]","1 781 [1 683-1 884]"
"Kyrgyzstan"," 2011","27.7 [26.87-28.43]","30.69 [29.29-32.06]","24.51 [23.2-25.9]","4 250 [4 125-4 361]","2 420 [2 309-2 527]","1 830 [1 731-1 933]"
"Kyrgyzstan"," 2010","29.58 [28.7-30.41]","32.77 [31.27-34.28]","26.19 [24.8-27.66]","4 329 [4 201-4 449]","2 465 [2 350-2 578]","1 864 [1 764-1 968]"
"Kyrgyzstan"," 2009","31.65 [30.8-32.64]","35.08 [33.51-36.72]","28.07 [26.61-29.63]","4 389 [4 272-4 524]","2 499 [2 389-2 618]","1 890 [1 792-1 996]"
"Kyrgyzstan"," 2008","33.82 [32.9-34.97]","37.49 [35.82-39.29]","30.02 [28.43-31.68]","4 451 [4 329-4 600]","2 534 [2 423-2 656]","1 917 [1 817-2 026]"
"Kyrgyzstan"," 2007","35.85 [34.87-37.09]","39.73 [37.96-41.62]","31.82 [30.11-33.61]","4 500 [4 377-4 654]","2 560 [2 449-2 684]","1 940 [1 837-2 051]"
"Kyrgyzstan"," 2006","37.63 [36.54-38.76]","41.68 [39.78-43.55]","33.39 [31.64-35.24]","4 511 [4 381-4 645]","2 565 [2 450-2 682]","1 946 [1 845-2 054]"
"Kyrgyzstan"," 2005","39.3 [37.63-40.71]","43.51 [41.21-45.7]","34.83 [32.75-36.88]","4 541 [4 352-4 702]","2 583 [2 446-2 711]","1 958 [1 841-2 073]"
"Kyrgyzstan"," 2004","41.03 [38.56-42.97]","45.34 [42.35-48.04]","36.38 [33.75-38.85]","4 598 [4 325-4 814]","2 610 [2 437-2 762]","1 988 [1 842-2 119]"
"Kyrgyzstan"," 2003","42.89 [39.58-45.5]","47.44 [43.53-50.81]","38.03 [34.77-41]","4 681 [4 321-4 963]","2 657 [2 437-2 841]","2 024 [1 850-2 179]"
"Kyrgyzstan"," 2002","45 [40.97-48.27]","49.68 [45.04-53.72]","39.96 [36.11-43.47]","4 836 [4 404-5 186]","2 739 [2 482-2 957]","2 097 [1 893-2 276]"
"Kyrgyzstan"," 2001","47.35 [42.85-51.24]","52.32 [47.14-56.98]","42.02 [37.78-46.1]","5 059 [4 580-5 473]","2 868 [2 582-3 119]","2 191 [1 969-2 401]"
"Kyrgyzstan"," 2000","49.87 [44.89-54.58]","54.98 [49.34-60.53]","44.44 [39.75-49.12]","5 414 [4 872-5 923]","3 061 [2 746-3 368]","2 353 [2 104-2 599]"
"Kyrgyzstan"," 1999","52.6 [47.21-57.93]","57.91 [51.69-64.15]","46.94 [41.79-52.3]","5 851 [5 251-6 443]","3 306 [2 950-3 659]","2 545 [2 265-2 832]"
"Kyrgyzstan"," 1998","55.4 [49.62-61.4]","60.93 [54.27-67.84]","49.61 [43.99-55.43]","6 284 [5 626-6 965]","3 546 [3 159-3 949]","2 738 [2 429-3 061]"
"Kyrgyzstan"," 1997","58.25 [52.18-64.86]","63.95 [57.07-71.53]","52.25 [46.36-58.7]","6 826 [6 115-7 600]","3 846 [3 433-4 303]","2 980 [2 643-3 347]"
"Kyrgyzstan"," 1996","60.95 [54.7-68.01]","66.83 [59.68-74.98]","54.83 [48.77-61.62]","7 473 [6 705-8 337]","4 204 [3 758-4 719]","3 269 [2 911-3 676]"
"Kyrgyzstan"," 1995","63.18 [56.67-70.69]","69.24 [61.77-77.85]","56.92 [50.58-64.1]","7 906 [7 091-8 849]","4 442 [3 966-4 999]","3 464 [3 082-3 905]"
"Kyrgyzstan"," 1994","64.53 [57.79-72.44]","70.57 [62.95-79.55]","58.19 [51.7-65.74]","8 170 [7 315-9 174]","4 581 [4 087-5 166]","3 589 [3 190-4 055]"
"Kyrgyzstan"," 1993","64.96 [58.25-72.95]","70.92 [63.18-80.11]","58.68 [52.15-66.42]","8 508 [7 628-9 554]","4 762 [4 243-5 380]","3 746 [3 331-4 240]"
"Kyrgyzstan"," 1992","64.8 [57.91-72.75]","70.71 [62.84-79.77]","58.58 [51.97-66.35]","8 720 [7 794-9 789]","4 877 [4 336-5 496]","3 843 [3 411-4 351]"
"Kyrgyzstan"," 1991","64.41 [57.45-72.52]","70.32 [62.29-79.41]","58.23 [51.42-65.94]","8 769 [7 821-9 869]","4 903 [4 346-5 535]","3 866 [3 415-4 377]"
"Kyrgyzstan"," 1990","64.55 [57.19-73.09]","70.32 [62.01-79.79]","58.47 [51.36-66.56]","8 871 [7 861-10 037]","4 947 [4 363-5 608]","3 924 [3 448-4 461]"
"Kyrgyzstan"," 1989","65.88 [58.08-74.68]","71.67 [62.95-81.52]","59.67 [52.28-68.17]","9 127 [8 052-10 339]","5 082 [4 463-5 767]","4 045 [3 542-4 613]"
"Kyrgyzstan"," 1988","68.36 [60.06-77.54]","74.3 [65.1-84.54]","62.08 [54.25-70.91]","9 524 [8 381-10 790]","5 289 [4 637-6 005]","4 235 [3 702-4 829]"
"Kyrgyzstan"," 1987","71.77 [62.64-81.79]","77.76 [67.72-88.84]","65.33 [56.75-74.99]","9 960 [8 711-11 323]","5 515 [4 807-6 278]","4 445 [3 864-5 086]"
"Kyrgyzstan"," 1986","75.63 [65.6-86.9]","81.82 [70.76-94.38]","69.01 [59.61-79.87]","10 261 [8 920-11 758]","5 673 [4 912-6 519]","4 588 [3 967-5 292]"
"Kyrgyzstan"," 1985","79.89 [68.66-92.94]","86.33 [74.05-100.73]","73.08 [62.59-85.64]","10 491 [9 038-12 173]","5 792 [4 977-6 732]","4 699 [4 032-5 489]"
"Kyrgyzstan"," 1984","84.29 [71.97-99.14]","90.82 [77.3-107.14]","77.24 [65.66-91.54]","10 654 [9 123-12 496]","5 874 [5 010-6 899]","4 780 [4 067-5 642]"
"Kyrgyzstan"," 1983","88.51 [75.11-105.17]","95.15 [80.56-113.28]","81.43 [68.81-97.42]","10 751 [9 147-12 741]","5 915 [5 016-7 017]","4 836 [4 092-5 768]"
"Kyrgyzstan"," 1982","92.69 [78.34-111.02]","99.31 [83.83-119.29]","85.53 [71.92-102.96]","10 896 [9 226-13 018]","5 978 [5 051-7 156]","4 918 [4 138-5 898]"
"Kyrgyzstan"," 1981","96.57 [81.5-116.12]","103.43 [86.71-124.68]","89.39 [74.85-107.86]","11 006 [9 305-13 199]","6 029 [5 065-7 250]","4 977 [4 175-5 995]"
"Kyrgyzstan"," 1980","100.13 [84.12-120.85]","107.07 [89.77-129.65]","93.02 [77.48-112.71]","11 209 [9 437-13 504]","6 127 [5 149-7 412]","5 082 [4 242-6 150]"
"Kyrgyzstan"," 1979","103.37 [86.48-125.01]","110.24 [91.93-133.96]","96.06 [79.93-116.58]","","",""
"Kyrgyzstan"," 1978","105.98 [88.27-128.47]","113.13 [93.88-137.36]","98.63 [81.92-120.05]","","",""
"Kyrgyzstan"," 1977","108.41 [89.66-132.88]","115.61 [95.06-141.64]","100.85 [83.3-124.54]","","",""
"Kyrgyzstan"," 1976","110.46 [89.78-138.24]","117.62 [95.34-147.52]","102.89 [83.56-129.44]","","",""
"Kyrgyzstan"," 1975","112.6 [88.51-145.64]","119.88 [93.72-154.85]","105.02 [82.13-136.72]","","",""
"Latvia"," 2021","3.68 [3.17-4.3]","3.97 [3.42-4.65]","3.37 [2.89-3.95]","65 [56-76]","36 [31-42]","29 [25-34]"
"Latvia"," 2020","3.82 [3.43-4.25]","4.12 [3.68-4.6]","3.5 [3.13-3.92]","70 [63-78]","39 [35-44]","31 [28-35]"
"Latvia"," 2019","3.98 [3.64-4.34]","4.29 [3.91-4.71]","3.65 [3.32-4.01]","77 [71-84]","43 [39-47]","34 [31-38]"
"Latvia"," 2018","4.18 [3.85-4.52]","4.5 [4.12-4.91]","3.84 [3.51-4.19]","85 [78-92]","47 [43-52]","38 [35-41]"
"Latvia"," 2017","4.42 [4.08-4.78]","4.76 [4.37-5.18]","4.06 [3.72-4.42]","95 [88-103]","53 [49-57]","42 [39-46]"
"Latvia"," 2016","4.71 [4.37-5.07]","5.07 [4.68-5.5]","4.33 [3.98-4.69]","103 [96-111]","57 [53-62]","46 [42-50]"
"Latvia"," 2015","5.07 [4.71-5.44]","5.45 [5.05-5.89]","4.66 [4.29-5.04]","111 [103-119]","62 [57-66]","49 [45-53]"
"Latvia"," 2014","5.51 [5.13-5.91]","5.94 [5.5-6.4]","5.05 [4.68-5.46]","118 [110-126]","66 [60-70]","52 [48-57]"
"Latvia"," 2013","6.05 [5.67-6.45]","6.52 [6.08-6.99]","5.56 [5.17-5.98]","125 [117-133]","69 [65-74]","56 [52-60]"
"Latvia"," 2012","6.65 [6.22-7.09]","7.18 [6.69-7.69]","6.09 [5.65-6.55]","134 [125-143]","74 [69-79]","60 [55-64]"
"Latvia"," 2011","7.23 [6.79-7.7]","7.8 [7.29-8.34]","6.64 [6.18-7.11]","146 [137-155]","81 [75-86]","65 [61-70]"
"Latvia"," 2010","7.79 [7.33-8.27]","8.4 [7.87-8.95]","7.14 [6.67-7.64]","166 [156-176]","92 [86-98]","74 [69-79]"
"Latvia"," 2009","8.31 [7.83-8.81]","8.99 [8.43-9.57]","7.59 [7.11-8.12]","189 [178-200]","104 [98-111]","85 [79-90]"
"Latvia"," 2008","8.81 [8.34-9.31]","9.53 [8.99-10.11]","8.06 [7.58-8.58]","206 [195-218]","114 [107-121]","92 [87-98]"
"Latvia"," 2007","9.33 [8.83-9.86]","10.1 [9.51-10.71]","8.52 [8-9.07]","213 [202-225]","118 [111-125]","95 [89-101]"
"Latvia"," 2006","9.88 [9.37-10.42]","10.7 [10.09-11.33]","9.02 [8.5-9.58]","217 [206-229]","120 [114-127]","97 [91-103]"
"Latvia"," 2005","10.49 [9.95-11.05]","11.37 [10.75-12.04]","9.56 [9-10.13]","222 [210-233]","124 [116-130]","98 [93-104]"
"Latvia"," 2004","11.15 [10.58-11.75]","12.09 [11.44-12.8]","10.16 [9.57-10.77]","233 [221-245]","130 [122-137]","103 [97-110]"
"Latvia"," 2003","11.86 [11.31-12.47]","12.9 [12.24-13.63]","10.77 [10.18-11.4]","246 [235-259]","137 [130-145]","109 [103-115]"
"Latvia"," 2002","12.61 [12-13.29]","13.72 [12.99-14.51]","11.45 [10.82-12.12]","256 [244-270]","142 [135-151]","114 [107-120]"
"Latvia"," 2001","13.38 [12.74-14.04]","14.58 [13.82-15.39]","12.11 [11.46-12.78]","274 [261-288]","153 [145-161]","121 [114-128]"
"Latvia"," 2000","14.22 [13.53-14.93]","15.53 [14.7-16.36]","12.85 [12.15-13.58]","292 [277-306]","164 [155-172]","128 [121-136]"
"Latvia"," 1999","15.3 [14.53-16.06]","16.71 [15.81-17.59]","13.81 [13.06-14.59]","308 [293-324]","173 [164-182]","135 [128-143]"
"Latvia"," 1998","16.63 [15.9-17.38]","18.21 [17.34-19.11]","14.96 [14.22-15.75]","341 [326-356]","192 [183-201]","149 [141-157]"
"Latvia"," 1997","17.98 [17.19-18.82]","19.74 [18.79-20.74]","16.14 [15.34-17.01]","390 [373-408]","220 [210-232]","170 [162-179]"
"Latvia"," 1996","19.02 [18.26-19.86]","20.93 [20.01-21.94]","17.03 [16.22-17.88]","449 [431-469]","254 [243-266]","195 [186-205]"
"Latvia"," 1995","19.67 [18.89-20.49]","21.72 [20.78-22.71]","17.51 [16.71-18.34]","515 [495-536]","292 [279-305]","223 [213-234]"
"Latvia"," 1994","19.99 [19.19-20.81]","22.14 [21.18-23.14]","17.74 [16.93-18.56]","579 [556-603]","328 [315-344]","251 [239-262]"
"Latvia"," 1993","20 [19.29-20.74]","22.22 [21.35-23.14]","17.65 [16.92-18.41]","646 [623-670]","368 [353-383]","278 [266-290]"
"Latvia"," 1992","19.46 [18.74-20.24]","21.71 [20.85-22.67]","17.1 [16.37-17.87]","691 [666-719]","395 [379-412]","296 [284-310]"
"Latvia"," 1991","18.27 [17.65-18.94]","20.45 [19.68-21.27]","15.98 [15.35-16.66]","696 [673-722]","399 [384-415]","297 [285-310]"
"Latvia"," 1990","16.87 [16.29-17.45]","18.94 [18.22-19.65]","14.69 [14.11-15.3]","675 [651-698]","389 [374-403]","286 [275-298]"
"Latvia"," 1989","15.81 [15.19-16.41]","17.78 [17.03-18.51]","13.74 [13.13-14.35]","657 [631-681]","379 [363-395]","278 [265-290]"
"Latvia"," 1988","15.38 [14.83-15.97]","17.33 [16.64-18.04]","13.34 [12.78-13.92]","661 [637-686]","382 [367-398]","279 [267-291]"
"Latvia"," 1987","15.56 [15.01-16.16]","17.55 [16.86-18.27]","13.48 [12.91-14.07]","675 [650-701]","390 [375-406]","285 [273-297]"
"Latvia"," 1986","16.31 [15.78-16.87]","18.41 [17.73-19.11]","14.12 [13.56-14.7]","693 [670-717]","401 [386-416]","292 [281-304]"
"Latvia"," 1985","17.45 [16.9-18.05]","19.7 [19-20.44]","15.08 [14.5-15.69]","729 [706-754]","422 [407-438]","307 [295-320]"
"Latvia"," 1984","18.65 [18.03-19.33]","21.08 [20.32-21.93]","16.08 [15.44-16.75]","776 [750-804]","450 [434-468]","326 [313-340]"
"Latvia"," 1983","19.62 [19-20.28]","22.22 [21.44-23.09]","16.88 [16.21-17.57]","","",""
"Latvia"," 1982","20.28 [19.62-21.01]","22.99 [22.15-23.91]","17.43 [16.75-18.2]","","",""
"Latvia"," 1981","20.63 [19.94-21.34]","23.4 [22.53-24.31]","17.72 [17-18.49]","","",""
"Latvia"," 1980","20.72 [19.67-21.85]","23.48 [22.22-24.81]","17.82 [16.81-18.9]","","",""
"Latvia"," 1979","20.74 [18.76-22.91]","23.44 [21.15-25.95]","17.88 [16.13-19.88]","","",""
"Lithuania"," 2021","3.31 [2.85-3.83]","3.6 [3.09-4.19]","3.01 [2.57-3.5]","91 [78-105]","51 [44-59]","40 [34-47]"
"Lithuania"," 2020","3.5 [3.18-3.85]","3.81 [3.44-4.2]","3.18 [2.88-3.52]","99 [90-108]","55 [50-61]","44 [39-48]"
"Lithuania"," 2019","3.76 [3.45-4.1]","4.09 [3.73-4.48]","3.41 [3.1-3.74]","109 [100-118]","61 [55-66]","48 [44-53]"
"Lithuania"," 2018","4.08 [3.77-4.42]","4.44 [4.07-4.82]","3.71 [3.4-4.04]","121 [112-131]","68 [62-73]","53 [49-58]"
"Lithuania"," 2017","4.41 [4.08-4.77]","4.79 [4.42-5.19]","4.02 [3.69-4.36]","135 [125-146]","75 [69-82]","60 [55-65]"
"Lithuania"," 2016","4.69 [4.37-5.03]","5.09 [4.72-5.49]","4.27 [3.95-4.61]","148 [138-159]","83 [77-89]","65 [61-71]"
"Lithuania"," 2015","4.88 [4.57-5.24]","5.29 [4.94-5.7]","4.45 [4.13-4.79]","155 [145-166]","87 [80-93]","68 [64-74]"
"Lithuania"," 2014","4.99 [4.66-5.36]","5.41 [5.03-5.83]","4.55 [4.21-4.91]","156 [146-168]","87 [81-94]","69 [64-75]"
"Lithuania"," 2013","5.05 [4.73-5.4]","5.49 [5.11-5.89]","4.59 [4.26-4.94]","160 [149-171]","89 [83-95]","71 [66-76]"
"Lithuania"," 2012","5.19 [4.83-5.56]","5.64 [5.23-6.07]","4.72 [4.36-5.09]","165 [153-177]","92 [85-99]","73 [68-79]"
"Lithuania"," 2011","5.52 [5.16-5.88]","5.99 [5.58-6.41]","5.02 [4.66-5.38]","174 [163-186]","97 [90-104]","77 [72-83]"
"Lithuania"," 2010","6.04 [5.69-6.42]","6.57 [6.16-7.02]","5.48 [5.13-5.86]","191 [180-204]","106 [100-114]","85 [79-91]"
"Lithuania"," 2009","6.69 [6.3-7.12]","7.28 [6.82-7.78]","6.07 [5.67-6.5]","213 [200-226]","119 [111-127]","94 [88-101]"
"Lithuania"," 2008","7.37 [6.98-7.81]","8.05 [7.59-8.55]","6.66 [6.26-7.1]","230 [218-244]","129 [121-137]","101 [95-108]"
"Lithuania"," 2007","8.03 [7.58-8.5]","8.75 [8.24-9.3]","7.26 [6.82-7.74]","246 [233-261]","137 [129-146]","109 [102-116]"
"Lithuania"," 2006","8.58 [8.12-9.05]","9.39 [8.86-9.95]","7.72 [7.26-8.19]","263 [249-277]","147 [139-156]","116 [109-123]"
"Lithuania"," 2005","9 [8.53-9.48]","9.86 [9.31-10.42]","8.1 [7.62-8.58]","278 [263-293]","156 [147-165]","122 [115-129]"
"Lithuania"," 2004","9.33 [8.82-9.84]","10.24 [9.65-10.85]","8.37 [7.87-8.88]","293 [277-309]","165 [156-175]","128 [120-136]"
"Lithuania"," 2003","9.59 [9.12-10.09]","10.54 [9.98-11.12]","8.6 [8.12-9.08]","306 [291-322]","173 [164-182]","133 [126-140]"
"Lithuania"," 2002","9.88 [9.35-10.4]","10.86 [10.25-11.48]","8.85 [8.33-9.37]","325 [308-342]","184 [174-194]","141 [133-149]"
"Lithuania"," 2001","10.26 [9.77-10.77]","11.28 [10.7-11.89]","9.19 [8.69-9.69]","361 [343-379]","204 [194-215]","157 [148-165]"
"Lithuania"," 2000","10.71 [10.23-11.23]","11.78 [11.21-12.4]","9.59 [9.09-10.11]","404 [385-423]","229 [218-241]","175 [166-185]"
"Lithuania"," 1999","11.16 [10.65-11.71]","12.28 [11.69-12.93]","9.98 [9.47-10.54]","437 [417-459]","248 [236-261]","189 [180-200]"
"Lithuania"," 1998","11.61 [11.14-12.1]","12.79 [12.23-13.38]","10.37 [9.88-10.87]","466 [447-486]","264 [253-277]","202 [192-211]"
"Lithuania"," 1997","12.29 [11.76-12.84]","13.58 [12.95-14.23]","10.94 [10.4-11.48]","511 [489-533]","290 [277-304]","221 [210-232]"
"Lithuania"," 1996","13.48 [12.94-14.03]","14.9 [14.26-15.58]","11.98 [11.44-12.54]","588 [564-612]","334 [320-349]","254 [243-266]"
"Lithuania"," 1995","15.1 [14.54-15.67]","16.73 [16.06-17.41]","13.39 [12.83-13.98]","690 [665-716]","392 [377-409]","298 [285-311]"
"Lithuania"," 1994","16.77 [16.16-17.42]","18.61 [17.89-19.37]","14.83 [14.23-15.48]","819 [789-851]","467 [449-486]","352 [338-368]"
"Lithuania"," 1993","17.95 [17.38-18.55]","19.95 [19.24-20.7]","15.85 [15.26-16.47]","966 [935-998]","551 [531-572]","415 [400-431]"
"Lithuania"," 1992","18.04 [17.44-18.71]","20.06 [19.32-20.88]","15.92 [15.3-16.6]","1 036 [1 001-1 074]","591 [569-615]","445 [428-464]"
"Lithuania"," 1991","16.75 [16.23-17.28]","18.6 [17.97-19.26]","14.79 [14.25-15.36]","984 [953-1 015]","561 [542-581]","423 [407-439]"
"Lithuania"," 1990","15.01 [14.5-15.53]","16.67 [16.05-17.3]","13.27 [12.75-13.8]","884 [854-915]","504 [485-523]","380 [366-396]"
"Lithuania"," 1989","14.05 [13.51-14.61]","15.61 [14.96-16.25]","12.42 [11.88-12.97]","830 [798-862]","473 [453-493]","357 [341-372]"
"Lithuania"," 1988","14.3 [13.85-14.76]","15.89 [15.35-16.45]","12.62 [12.14-13.09]","865 [838-893]","493 [477-511]","372 [358-385]"
"Lithuania"," 1987","15.25 [14.76-15.78]","17.02 [16.41-17.65]","13.39 [12.88-13.93]","939 [909-972]","538 [519-559]","401 [385-417]"
"Lithuania"," 1986","16.37 [15.87-16.9]","18.37 [17.74-19.01]","14.28 [13.76-14.81]","996 [966-1 029]","573 [555-594]","423 [407-439]"
"Lithuania"," 1985","17.39 [16.87-17.91]","19.57 [18.94-20.22]","15.09 [14.56-15.62]","1 035 [1 004-1 066]","597 [578-617]","438 [422-453]"
"Lithuania"," 1984","18.19 [17.62-18.76]","20.51 [19.81-21.23]","15.74 [15.18-16.32]","1 066 [1 032-1 099]","617 [596-638]","449 [433-466]"
"Lithuania"," 1983","18.75 [18.23-19.28]","21.15 [20.51-21.8]","16.23 [15.69-16.78]","1 060 [1 031-1 090]","613 [595-632]","447 [432-462]"
"Lithuania"," 1982","19.23 [18.64-19.84]","21.68 [20.96-22.43]","16.66 [16.07-17.28]","1 046 [1 014-1 079]","604 [584-625]","442 [426-458]"
"Lithuania"," 1981","19.82 [19.24-20.41]","22.36 [21.64-23.09]","17.15 [16.57-17.75]","1 065 [1 034-1 097]","615 [596-636]","450 [434-465]"
"Lithuania"," 1980","20.49 [19.91-21.09]","23.13 [22.4-23.88]","17.71 [17.13-18.32]","1 096 [1 065-1 128]","634 [613-654]","462 [447-478]"
"Lithuania"," 1979","21.15 [20.52-21.8]","23.9 [23.12-24.71]","18.25 [17.62-18.91]","1 128 [1 095-1 163]","652 [631-675]","476 [459-493]"
"Lithuania"," 1978","21.7 [21.13-22.29]","24.56 [23.85-25.29]","18.71 [18.11-19.32]","1 156 [1 126-1 187]","669 [649-689]","487 [471-503]"
"Lithuania"," 1977","22.21 [21.54-22.87]","25.15 [24.34-26]","19.1 [18.42-19.77]","1 183 [1 147-1 218]","685 [663-708]","498 [480-515]"
"Lithuania"," 1976","22.65 [22.04-23.29]","25.65 [24.9-26.46]","19.49 [18.84-20.14]","1 206 [1 173-1 240]","698 [677-719]","508 [491-525]"
"Lithuania"," 1975","22.81 [22.19-23.47]","25.81 [25.03-26.62]","19.66 [19.02-20.34]","1 217 [1 184-1 252]","703 [681-725]","514 [497-532]"
"Lithuania"," 1974","22.33 [21.68-23.02]","25.22 [24.44-26.06]","19.29 [18.62-19.98]","1 197 [1 163-1 234]","691 [669-713]","506 [489-525]"
"Lithuania"," 1973","21.34 [20.79-21.91]","24.05 [23.35-24.77]","18.49 [17.9-19.09]","1 168 [1 139-1 200]","673 [654-693]","495 [479-511]"
"Lithuania"," 1972","20.76 [20.1-21.41]","23.34 [22.55-24.16]","18.03 [17.36-18.7]","1 169 [1 132-1 206]","673 [650-696]","496 [478-515]"
"Lithuania"," 1971","21.4 [20.8-22.03]","24.05 [23.29-24.84]","18.61 [17.97-19.26]","","",""
"Lithuania"," 1970","23.06 [22.4-23.76]","25.91 [25.05-26.76]","20.08 [19.4-20.82]","","",""
"Lithuania"," 1969","24.92 [24.22-25.68]","27.98 [27.08-28.95]","21.7 [20.96-22.5]","","",""
"Lithuania"," 1968","26.29 [25.21-27.38]","29.47 [28.15-30.77]","22.96 [21.92-24.07]","","",""
"Lithuania"," 1967","27.2 [24.56-30.09]","30.48 [27.49-33.71]","23.76 [21.37-26.39]","","",""
"Luxembourg"," 2021","2.73 [2.09-3.58]","2.98 [2.28-3.92]","2.47 [1.89-3.25]","18 [14-23]","10 [8-13]","8 [6-10]"
"Luxembourg"," 2020","2.78 [2.2-3.52]","3.03 [2.39-3.85]","2.51 [1.99-3.19]","17 [14-22]","9 [8-12]","8 [6-10]"
"Luxembourg"," 2019","2.81 [2.3-3.45]","3.07 [2.5-3.79]","2.54 [2.07-3.14]","17 [14-21]","9 [8-12]","8 [6-9]"
"Luxembourg"," 2018","2.82 [2.37-3.37]","3.08 [2.57-3.7]","2.55 [2.13-3.07]","17 [14-21]","9 [8-12]","8 [6-9]"
"Luxembourg"," 2017","2.81 [2.41-3.28]","3.07 [2.62-3.61]","2.54 [2.17-2.99]","17 [14-20]","10 [8-11]","7 [6-9]"
"Luxembourg"," 2016","2.79 [2.44-3.21]","3.05 [2.65-3.52]","2.53 [2.19-2.92]","17 [15-19]","10 [8-11]","7 [6-8]"
"Luxembourg"," 2015","2.77 [2.45-3.15]","3.03 [2.66-3.45]","2.51 [2.2-2.87]","17 [15-19]","10 [8-11]","7 [6-8]"
"Luxembourg"," 2014","2.76 [2.45-3.12]","3.02 [2.66-3.42]","2.5 [2.19-2.84]","16 [15-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2013","2.76 [2.46-3.1]","3.01 [2.66-3.41]","2.5 [2.2-2.83]","16 [14-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2012","2.77 [2.47-3.11]","3.03 [2.68-3.42]","2.51 [2.21-2.83]","16 [14-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2011","2.8 [2.49-3.14]","3.05 [2.7-3.45]","2.53 [2.22-2.85]","16 [14-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2010","2.84 [2.53-3.19]","3.1 [2.75-3.5]","2.57 [2.26-2.9]","16 [14-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2009","2.9 [2.58-3.25]","3.16 [2.79-3.58]","2.62 [2.31-2.96]","16 [14-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2008","2.98 [2.65-3.34]","3.25 [2.87-3.66]","2.69 [2.38-3.05]","16 [14-18]","9 [8-10]","7 [6-8]"
"Luxembourg"," 2007","3.08 [2.75-3.45]","3.36 [2.98-3.78]","2.78 [2.46-3.15]","17 [15-19]","10 [8-10]","7 [6-8]"
