"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Denmark"," 1998","5.88 [5.67-6.09]","6.45 [6.19-6.71]","5.28 [5.06-5.51]","394 [380-408]","222 [213-231]","172 [165-179]"
"Denmark"," 1997","6.04 [5.82-6.26]","6.64 [6.37-6.91]","5.42 [5.19-5.65]","409 [394-423]","231 [221-240]","178 [171-186]"
"Denmark"," 1996","6.26 [6.04-6.48]","6.89 [6.62-7.16]","5.59 [5.37-5.83]","428 [413-444]","242 [233-252]","186 [179-194]"
"Denmark"," 1995","6.55 [6.31-6.78]","7.22 [6.94-7.51]","5.83 [5.59-6.09]","452 [436-468]","256 [246-266]","196 [188-204]"
"Denmark"," 1994","6.91 [6.68-7.15]","7.66 [7.37-7.97]","6.12 [5.87-6.38]","470 [454-486]","267 [257-278]","203 [194-211]"
"Denmark"," 1993","7.36 [7.12-7.6]","8.17 [7.87-8.48]","6.51 [6.24-6.77]","492 [475-508]","281 [270-291]","211 [203-220]"
"Denmark"," 1992","7.88 [7.62-8.13]","8.76 [8.45-9.09]","6.94 [6.67-7.22]","513 [496-529]","293 [283-304]","220 [211-228]"
"Denmark"," 1991","8.42 [8.16-8.69]","9.41 [9.08-9.76]","7.38 [7.09-7.66]","530 [514-547]","304 [294-316]","226 [217-235]"
"Denmark"," 1990","8.93 [8.64-9.23]","10 [9.64-10.38]","7.8 [7.5-8.13]","547 [530-566]","314 [304-327]","233 [223-242]"
"Denmark"," 1989","9.33 [9.03-9.66]","10.49 [10.11-10.89]","8.12 [7.8-8.46]","551 [533-570]","318 [307-331]","233 [224-243]"
"Denmark"," 1988","9.6 [9.29-9.93]","10.79 [10.4-11.2]","8.34 [8.01-8.68]","544 [527-562]","315 [303-327]","229 [220-239]"
"Denmark"," 1987","9.71 [9.41-10.05]","10.95 [10.56-11.36]","8.42 [8.1-8.77]","535 [518-553]","310 [299-322]","225 [216-234]"
"Denmark"," 1986","9.71 [9.42-10.03]","10.95 [10.57-11.35]","8.41 [8.1-8.75]","524 [508-541]","303 [293-314]","221 [213-230]"
"Denmark"," 1985","9.65 [9.34-9.97]","10.9 [10.51-11.3]","8.33 [8.01-8.68]","509 [493-526]","295 [284-306]","214 [206-223]"
"Denmark"," 1984","9.59 [9.26-9.89]","10.86 [10.45-11.25]","8.25 [7.93-8.58]","498 [481-513]","289 [278-299]","209 [201-217]"
"Denmark"," 1983","9.57 [9.24-9.88]","10.85 [10.43-11.25]","8.22 [7.89-8.55]","502 [485-519]","291 [281-303]","211 [202-219]"
"Denmark"," 1982","9.61 [9.29-9.93]","10.92 [10.51-11.32]","8.25 [7.92-8.58]","518 [500-535]","301 [290-312]","217 [208-225]"
"Denmark"," 1981","9.75 [9.45-10.06]","11.09 [10.69-11.48]","8.36 [8.04-8.68]","547 [530-564]","319 [307-330]","228 [220-237]"
"Denmark"," 1980","9.98 [9.67-10.29]","11.35 [10.96-11.75]","8.53 [8.21-8.86]","589 [571-607]","344 [332-356]","245 [236-255]"
"Denmark"," 1979","10.26 [9.96-10.57]","11.71 [11.32-12.11]","8.75 [8.43-9.08]","632 [613-650]","370 [358-382]","262 [253-272]"
"Denmark"," 1978","10.63 [10.32-10.93]","12.16 [11.77-12.56]","9.01 [8.7-9.34]","670 [651-689]","393 [381-407]","277 [267-287]"
"Denmark"," 1977","11.08 [10.76-11.39]","12.71 [12.29-13.11]","9.37 [9.04-9.7]","719 [699-739]","423 [410-437]","296 [286-306]"
"Denmark"," 1976","11.64 [11.32-11.94]","13.38 [12.97-13.79]","9.81 [9.47-10.15]","804 [782-825]","474 [460-489]","330 [318-341]"
"Denmark"," 1975","12.3 [11.97-12.63]","14.14 [13.72-14.57]","10.37 [10.02-10.72]","879 [856-903]","518 [503-534]","361 [349-373]"
"Denmark"," 1974","13.08 [12.75-13.41]","15.06 [14.63-15.5]","11 [10.65-11.36]","938 [914-961]","554 [538-570]","384 [372-396]"
"Denmark"," 1973","13.94 [13.6-14.28]","16.06 [15.63-16.51]","11.72 [11.35-12.09]","1 023 [998-1 048]","605 [589-622]","418 [405-431]"
"Denmark"," 1972","14.85 [14.5-15.21]","17.13 [16.66-17.6]","12.46 [12.09-12.85]","1 110 [1 083-1 136]","658 [640-676]","452 [439-466]"
"Denmark"," 1971","15.76 [15.39-16.12]","18.2 [17.72-18.69]","13.19 [12.8-13.59]","1 160 [1 134-1 187]","688 [671-708]","472 [458-486]"
"Denmark"," 1970","16.61 [16.23-17.01]","19.21 [18.71-19.74]","13.88 [13.46-14.3]","1 208 [1 180-1 236]","718 [700-738]","490 [475-505]"
"Denmark"," 1969","17.38 [17-17.77]","20.1 [19.59-20.62]","14.53 [14.11-14.96]","1 293 [1 264-1 322]","768 [750-789]","525 [510-541]"
"Denmark"," 1968","18.13 [17.73-18.53]","20.94 [20.41-21.47]","15.19 [14.76-15.63]","1 426 [1 394-1 457]","846 [826-868]","580 [564-597]"
"Denmark"," 1967","18.99 [18.57-19.42]","21.94 [21.38-22.49]","15.9 [15.45-16.36]","1 599 [1 563-1 635]","949 [925-973]","650 [632-669]"
"Denmark"," 1966","20.03 [19.63-20.43]","23.1 [22.55-23.65]","16.82 [16.38-17.27]","1 718 [1 684-1 753]","1 018 [994-1 043]","700 [682-719]"
"Denmark"," 1965","21.14 [20.7-21.57]","24.32 [23.74-24.91]","17.79 [17.32-18.28]","1 761 [1 725-1 797]","1 041 [1 017-1 067]","720 [701-740]"
"Denmark"," 1964","22.15 [21.71-22.61]","25.42 [24.82-26.03]","18.71 [18.23-19.21]","1 807 [1 771-1 845]","1 065 [1 041-1 091]","742 [723-762]"
"Denmark"," 1963","23.03 [22.57-23.5]","26.37 [25.76-27]","19.52 [19-20.03]","1 822 [1 786-1 859]","1 071 [1 046-1 097]","751 [732-771]"
"Denmark"," 1962","23.78 [23.29-24.27]","27.16 [26.52-27.8]","20.23 [19.69-20.76]","1 817 [1 780-1 855]","1 064 [1 040-1 090]","753 [733-772]"
"Denmark"," 1961","24.43 [23.95-24.92]","27.84 [27.21-28.49]","20.83 [20.3-21.38]","1 840 [1 804-1 877]","1 076 [1 052-1 102]","764 [745-784]"
"Denmark"," 1960","25.01 [24.5-25.53]","28.48 [27.83-29.17]","21.36 [20.82-21.93]","1 853 [1 816-1 892]","1 083 [1 059-1 110]","770 [750-790]"
"Denmark"," 1959","25.58 [25.08-26.1]","29.15 [28.49-29.85]","21.83 [21.26-22.38]","1 882 [1 846-1 920]","1 102 [1 078-1 129]","780 [760-800]"
"Denmark"," 1958","26.22 [25.69-26.76]","29.92 [29.24-30.62]","22.33 [21.75-22.93]","1 944 [1 905-1 984]","1 141 [1 116-1 168]","803 [783-825]"
"Denmark"," 1957","27.04 [26.46-27.58]","30.87 [30.15-31.6]","23 [22.38-23.62]","2 027 [1 984-2 068]","1 191 [1 164-1 220]","836 [814-859]"
"Denmark"," 1956","28.07 [27.52-28.62]","32.03 [31.31-32.76]","23.91 [23.29-24.55]","2 123 [2 081-2 164]","1 247 [1 220-1 276]","876 [854-900]"
"Denmark"," 1955","29.26 [28.65-29.87]","33.28 [32.49-34.08]","25.01 [24.35-25.7]","2 213 [2 167-2 259]","1 296 [1 266-1 328]","917 [893-942]"
"Denmark"," 1954","30.48 [29.84-31.11]","34.69 [33.86-35.53]","26.07 [25.36-26.77]","","",""
"Denmark"," 1953","31.64 [30.98-32.31]","35.97 [35.1-36.86]","27.1 [26.37-27.85]","","",""
"Denmark"," 1952","32.63 [31.89-33.38]","37 [36.04-37.98]","28.03 [27.25-28.87]","","",""
"Denmark"," 1951","33.39 [32.27-34.56]","37.83 [36.46-39.23]","28.73 [27.64-29.91]","","",""
"Denmark"," 1950","34.04 [31.98-36.07]","38.52 [36.12-40.93]","29.32 [27.43-31.23]","","",""
"Estonia"," 2021","2 [1.63-2.44]","2.19 [1.78-2.68]","1.79 [1.45-2.2]","28 [22-34]","16 [13-19]","12 [10-15]"
"Estonia"," 2020","2.13 [1.79-2.52]","2.34 [1.97-2.78]","1.91 [1.6-2.27]","30 [25-35]","17 [14-20]","13 [11-15]"
"Estonia"," 2019","2.29 [1.99-2.63]","2.52 [2.18-2.9]","2.06 [1.77-2.37]","32 [28-37]","18 [16-21]","14 [12-16]"
"Estonia"," 2018","2.47 [2.21-2.77]","2.72 [2.41-3.06]","2.22 [1.96-2.5]","35 [31-39]","20 [17-22]","15 [13-17]"
"Estonia"," 2017","2.67 [2.42-2.95]","2.94 [2.65-3.26]","2.4 [2.15-2.67]","37 [34-41]","21 [19-23]","16 [14-18]"
"Estonia"," 2016","2.89 [2.64-3.16]","3.17 [2.89-3.49]","2.59 [2.34-2.86]","40 [37-44]","23 [21-25]","17 [16-19]"
"Estonia"," 2015","3.11 [2.86-3.39]","3.42 [3.13-3.74]","2.79 [2.54-3.06]","43 [40-47]","24 [22-27]","19 [17-21]"
"Estonia"," 2014","3.36 [3.09-3.63]","3.69 [3.38-4.01]","3.01 [2.74-3.29]","46 [43-50]","26 [24-29]","20 [18-22]"
"Estonia"," 2013","3.62 [3.34-3.9]","3.97 [3.66-4.31]","3.24 [2.97-3.53]","51 [47-55]","29 [27-31]","22 [20-24]"
"Estonia"," 2012","3.9 [3.61-4.21]","4.29 [3.96-4.65]","3.5 [3.2-3.8]","57 [53-62]","32 [30-35]","25 [23-27]"
"Estonia"," 2011","4.23 [3.92-4.54]","4.64 [4.29-5.03]","3.78 [3.47-4.1]","65 [60-70]","37 [34-40]","28 [26-31]"
"Estonia"," 2010","4.59 [4.26-4.92]","5.05 [4.67-5.45]","4.11 [3.78-4.44]","72 [67-77]","41 [38-44]","31 [29-34]"
"Estonia"," 2009","5 [4.67-5.34]","5.51 [5.1-5.92]","4.47 [4.13-4.82]","79 [73-84]","45 [41-48]","34 [32-37]"
"Estonia"," 2008","5.46 [5.11-5.82]","6.01 [5.59-6.45]","4.88 [4.53-5.25]","85 [80-91]","48 [45-52]","37 [34-40]"
"Estonia"," 2007","5.97 [5.6-6.35]","6.58 [6.13-7.04]","5.32 [4.95-5.71]","90 [84-95]","51 [48-55]","39 [36-42]"
"Estonia"," 2006","6.53 [6.14-6.93]","7.2 [6.73-7.68]","5.81 [5.43-6.23]","94 [88-100]","53 [50-57]","41 [38-43]"
"Estonia"," 2005","7.14 [6.72-7.57]","7.9 [7.39-8.41]","6.33 [5.92-6.77]","99 [94-105]","56 [53-60]","43 [40-46]"
"Estonia"," 2004","7.8 [7.36-8.25]","8.64 [8.1-9.18]","6.92 [6.47-7.38]","104 [99-110]","59 [56-63]","45 [42-48]"
"Estonia"," 2003","8.52 [8.04-9]","9.47 [8.9-10.06]","7.52 [7.04-8.01]","110 [104-117]","63 [59-67]","47 [44-50]"
"Estonia"," 2002","9.3 [8.79-9.82]","10.34 [9.73-10.97]","8.2 [7.7-8.73]","119 [112-126]","68 [64-72]","51 [48-54]"
"Estonia"," 2001","10.14 [9.59-10.68]","11.3 [10.63-11.97]","8.91 [8.37-9.48]","130 [123-137]","75 [70-79]","55 [52-59]"
"Estonia"," 2000","11.02 [10.43-11.61]","12.31 [11.6-13.02]","9.67 [9.11-10.26]","140 [133-148]","80 [76-86]","60 [56-63]"
"Estonia"," 1999","11.94 [11.33-12.54]","13.34 [12.58-14.07]","10.47 [9.88-11.09]","150 [142-157]","86 [81-91]","64 [60-67]"
"Estonia"," 1998","12.89 [12.25-13.52]","14.41 [13.64-15.18]","11.29 [10.66-11.94]","165 [157-173]","95 [90-100]","70 [66-74]"
"Estonia"," 1997","13.86 [13.22-14.52]","15.51 [14.74-16.34]","12.12 [11.46-12.81]","186 [177-194]","107 [102-113]","79 [74-83]"
"Estonia"," 1996","14.82 [14.16-15.53]","16.61 [15.81-17.49]","12.93 [12.25-13.66]","208 [199-218]","120 [114-126]","88 [84-93]"
"Estonia"," 1995","15.68 [15-16.46]","17.6 [16.76-18.54]","13.68 [12.98-14.44]","232 [222-243]","134 [127-141]","98 [93-104]"
"Estonia"," 1994","16.42 [15.72-17.22]","18.44 [17.58-19.41]","14.29 [13.58-15.09]","262 [251-275]","151 [144-159]","111 [105-117]"
"Estonia"," 1993","16.96 [16.28-17.77]","19.07 [18.19-20.04]","14.76 [14.04-15.58]","303 [290-317]","175 [167-184]","128 [122-135]"
"Estonia"," 1992","17.31 [16.66-18.05]","19.49 [18.65-20.4]","15.03 [14.34-15.8]","342 [329-357]","198 [189-207]","144 [138-152]"
"Estonia"," 1991","17.51 [16.88-18.18]","19.71 [18.93-20.57]","15.19 [14.53-15.9]","377 [364-392]","218 [210-228]","159 [152-166]"
"Estonia"," 1990","17.66 [17.01-18.3]","19.9 [19.1-20.72]","15.3 [14.63-15.98]","413 [398-429]","239 [230-249]","174 [166-182]"
"Estonia"," 1989","17.82 [17.2-18.45]","20.1 [19.31-20.91]","15.42 [14.76-16.1]","436 [420-451]","253 [243-263]","183 [175-191]"
"Estonia"," 1988","18.03 [17.39-18.67]","20.32 [19.54-21.14]","15.62 [14.95-16.31]","445 [429-461]","258 [248-268]","187 [179-196]"
"Estonia"," 1987","18.29 [17.66-18.91]","20.61 [19.82-21.43]","15.84 [15.17-16.53]","444 [428-459]","257 [247-267]","187 [179-195]"
"Estonia"," 1986","18.62 [17.98-19.26]","21.02 [20.2-21.84]","16.1 [15.41-16.78]","440 [425-456]","255 [245-265]","185 [177-193]"
"Estonia"," 1985","19.03 [18.38-19.69]","21.53 [20.69-22.37]","16.4 [15.7-17.11]","448 [433-464]","260 [250-270]","188 [180-196]"
"Estonia"," 1984","19.54 [18.9-20.21]","22.13 [21.29-23]","16.82 [16.11-17.55]","","",""
"Estonia"," 1983","20.16 [19.48-20.86]","22.83 [21.94-23.77]","17.35 [16.6-18.13]","","",""
"Estonia"," 1982","20.88 [20.05-21.73]","23.62 [22.59-24.73]","17.98 [17.13-18.88]","","",""
"Estonia"," 1981","21.66 [20.47-22.93]","24.49 [23.07-26.02]","18.7 [17.56-19.92]","","",""
"Estonia"," 1980","22.5 [20.71-24.56]","25.42 [23.32-27.84]","19.43 [17.79-21.3]","","",""
"Finland"," 2021","2.17 [1.96-2.4]","2.35 [2.12-2.62]","1.98 [1.78-2.2]","102 [92-113]","57 [51-63]","45 [41-50]"
"Finland"," 2020","2.22 [2.06-2.41]","2.41 [2.22-2.63]","2.03 [1.86-2.21]","104 [96-113]","58 [53-63]","46 [42-50]"
"Finland"," 2019","2.27 [2.13-2.43]","2.47 [2.3-2.65]","2.07 [1.92-2.23]","108 [102-116]","60 [56-65]","48 [45-52]"
"Finland"," 2018","2.32 [2.19-2.46]","2.52 [2.37-2.69]","2.12 [1.98-2.26]","116 [109-123]","65 [60-69]","51 [48-55]"
"Finland"," 2017","2.37 [2.25-2.51]","2.58 [2.42-2.74]","2.16 [2.02-2.3]","124 [117-131]","69 [65-73]","55 [52-59]"
"Finland"," 2016","2.42 [2.3-2.56]","2.63 [2.48-2.8]","2.21 [2.07-2.35]","133 [126-140]","74 [69-78]","59 [55-63]"
"Finland"," 2015","2.49 [2.35-2.62]","2.7 [2.55-2.86]","2.26 [2.12-2.4]","141 [133-148]","79 [74-83]","62 [59-66]"
"Finland"," 2014","2.56 [2.43-2.7]","2.79 [2.63-2.95]","2.33 [2.19-2.47]","148 [141-156]","82 [78-87]","66 [62-70]"
"Finland"," 2013","2.66 [2.52-2.79]","2.89 [2.73-3.05]","2.41 [2.27-2.55]","156 [149-164]","87 [82-92]","69 [65-73]"
"Finland"," 2012","2.77 [2.63-2.9]","3.01 [2.85-3.18]","2.51 [2.37-2.65]","165 [157-173]","92 [87-97]","73 [69-77]"
"Finland"," 2011","2.89 [2.76-3.02]","3.15 [2.99-3.32]","2.61 [2.47-2.76]","173 [166-182]","96 [92-102]","77 [73-81]"
"Finland"," 2010","3.02 [2.89-3.16]","3.3 [3.14-3.47]","2.73 [2.59-2.88]","182 [174-190]","102 [96-107]","80 [76-85]"
"Finland"," 2009","3.17 [3.03-3.31]","3.46 [3.29-3.64]","2.86 [2.71-3.01]","188 [180-197]","105 [100-111]","83 [79-88]"
"Finland"," 2008","3.32 [3.18-3.47]","3.63 [3.46-3.82]","2.98 [2.83-3.15]","195 [187-204]","109 [104-115]","86 [81-90]"
"Finland"," 2007","3.47 [3.32-3.63]","3.8 [3.62-4]","3.11 [2.95-3.28]","202 [193-211]","113 [108-119]","89 [84-94]"
"Finland"," 2006","3.61 [3.46-3.78]","3.97 [3.78-4.17]","3.24 [3.08-3.42]","209 [200-218]","118 [111-123]","91 [87-97]"
"Finland"," 2005","3.75 [3.59-3.92]","4.12 [3.92-4.33]","3.36 [3.19-3.54]","214 [205-224]","120 [115-127]","94 [89-99]"
"Finland"," 2004","3.86 [3.71-4.03]","4.25 [4.05-4.46]","3.45 [3.28-3.64]","219 [211-229]","123 [118-130]","96 [91-101]"
"Finland"," 2003","3.96 [3.8-4.14]","4.36 [4.16-4.57]","3.55 [3.37-3.73]","222 [213-232]","125 [119-131]","97 [92-102]"
"Finland"," 2002","4.06 [3.9-4.23]","4.47 [4.27-4.68]","3.63 [3.46-3.82]","227 [218-237]","128 [122-134]","99 [94-104]"
"Finland"," 2001","4.17 [4-4.34]","4.59 [4.39-4.8]","3.72 [3.54-3.91]","236 [226-245]","133 [127-139]","103 [98-108]"
"Finland"," 2000","4.28 [4.1-4.46]","4.71 [4.5-4.93]","3.83 [3.64-4.02]","246 [236-256]","139 [132-145]","107 [102-113]"
"Finland"," 1999","4.41 [4.23-4.59]","4.85 [4.63-5.07]","3.95 [3.76-4.14]","256 [246-267]","144 [138-151]","112 [107-118]"
"Finland"," 1998","4.56 [4.38-4.74]","5.01 [4.79-5.24]","4.08 [3.89-4.28]","269 [259-280]","151 [144-158]","118 [113-124]"
"Finland"," 1997","4.73 [4.54-4.92]","5.2 [4.97-5.43]","4.24 [4.04-4.45]","287 [276-299]","161 [154-168]","126 [120-132]"
"Finland"," 1996","4.93 [4.74-5.13]","5.42 [5.19-5.66]","4.42 [4.22-4.63]","308 [296-320]","173 [166-180]","135 [129-142]"
"Finland"," 1995","5.18 [4.97-5.37]","5.68 [5.44-5.93]","4.64 [4.43-4.85]","332 [320-345]","186 [178-194]","146 [139-153]"
"Finland"," 1994","5.46 [5.26-5.65]","5.99 [5.75-6.24]","4.89 [4.68-5.11]","355 [342-368]","199 [191-207]","156 [149-163]"
"Finland"," 1993","5.77 [5.58-5.98]","6.35 [6.1-6.6]","5.17 [4.96-5.4]","378 [365-391]","212 [204-220]","166 [159-173]"
"Finland"," 1992","6.1 [5.9-6.32]","6.71 [6.46-6.97]","5.47 [5.25-5.71]","400 [386-414]","225 [216-233]","175 [168-183]"
"Finland"," 1991","6.43 [6.22-6.66]","7.06 [6.79-7.34]","5.77 [5.54-6.02]","416 [402-431]","233 [225-243]","183 [175-191]"
"Finland"," 1990","6.72 [6.48-6.97]","7.39 [7.11-7.7]","6.01 [5.76-6.28]","429 [414-445]","241 [232-251]","188 [180-196]"
"Finland"," 1989","6.94 [6.7-7.19]","7.64 [7.35-7.96]","6.2 [5.95-6.47]","437 [421-453]","246 [237-256]","191 [183-199]"
"Finland"," 1988","7.09 [6.86-7.34]","7.81 [7.53-8.13]","6.33 [6.07-6.59]","438 [424-454]","247 [238-257]","191 [183-199]"
"Finland"," 1987","7.19 [6.97-7.43]","7.93 [7.65-8.24]","6.4 [6.16-6.67]","439 [425-454]","248 [239-257]","191 [184-199]"
"Finland"," 1986","7.26 [7.04-7.5]","8.02 [7.75-8.32]","6.46 [6.22-6.72]","452 [439-467]","255 [247-265]","197 [189-204]"
"Finland"," 1985","7.34 [7.11-7.57]","8.11 [7.82-8.4]","6.53 [6.28-6.79]","470 [455-485]","266 [256-275]","204 [197-213]"
"Finland"," 1984","7.45 [7.21-7.69]","8.23 [7.93-8.52]","6.63 [6.37-6.89]","488 [472-504]","276 [266-286]","212 [204-221]"
"Finland"," 1983","7.61 [7.37-7.87]","8.41 [8.1-8.72]","6.78 [6.51-7.05]","501 [485-518]","283 [273-294]","218 [209-226]"
"Finland"," 1982","7.87 [7.61-8.12]","8.69 [8.37-9.01]","6.99 [6.71-7.27]","508 [491-524]","288 [277-298]","220 [211-229]"
"Finland"," 1981","8.21 [7.95-8.47]","9.12 [8.79-9.44]","7.26 [6.98-7.54]","521 [505-538]","296 [286-307]","225 [216-233]"
"Finland"," 1980","8.66 [8.4-8.92]","9.63 [9.29-9.96]","7.65 [7.36-7.94]","552 [535-568]","314 [303-325]","238 [229-246]"
"Finland"," 1979","9.22 [8.95-9.48]","10.27 [9.93-10.61]","8.12 [7.83-8.42]","592 [575-609]","338 [327-349]","254 [245-264]"
"Finland"," 1978","9.88 [9.62-10.16]","11.03 [10.68-11.38]","8.68 [8.38-8.99]","641 [624-659]","366 [355-378]","275 [265-284]"
"Finland"," 1977","10.63 [10.35-10.92]","11.91 [11.53-12.28]","9.29 [8.98-9.62]","697 [679-717]","400 [388-413]","297 [287-308]"
"Finland"," 1976","11.44 [11.14-11.75]","12.84 [12.45-13.24]","9.97 [9.64-10.31]","746 [727-767]","429 [417-443]","317 [307-328]"
"Finland"," 1975","12.27 [11.95-12.61]","13.81 [13.4-14.25]","10.66 [10.31-11.03]","775 [755-797]","447 [434-462]","328 [317-340]"
"Finland"," 1974","13.08 [12.75-13.44]","14.75 [14.32-15.2]","11.33 [10.96-11.72]","784 [765-806]","453 [440-467]","331 [320-342]"
"Finland"," 1973","13.85 [13.52-14.22]","15.63 [15.19-16.1]","11.99 [11.6-12.39]","818 [798-839]","473 [460-487]","345 [334-356]"
"Finland"," 1972","14.62 [14.26-14.99]","16.51 [16.04-17]","12.63 [12.23-13.03]","898 [876-921]","520 [505-535]","378 [366-390]"
"Finland"," 1971","15.37 [15.02-15.74]","17.36 [16.89-17.84]","13.28 [12.89-13.7]","993 [970-1 017]","574 [559-590]","419 [407-432]"
"Finland"," 1970","16.11 [15.75-16.49]","18.16 [17.68-18.66]","13.96 [13.56-14.4]","1 096 [1 071-1 122]","632 [616-650]","464 [450-478]"
"Finland"," 1969","16.84 [16.48-17.22]","18.97 [18.49-19.47]","14.61 [14.21-15.04]","1 213 [1 186-1 240]","699 [681-717]","514 [500-529]"
"Finland"," 1968","17.58 [17.22-17.96]","19.76 [19.28-20.26]","15.29 [14.87-15.72]","1 334 [1 307-1 363]","767 [749-786]","567 [551-583]"
"Finland"," 1967","18.37 [18-18.76]","20.63 [20.14-21.14]","15.99 [15.57-16.42]","1 427 [1 398-1 458]","820 [800-840]","607 [591-623]"
"Finland"," 1966","19.25 [18.87-19.63]","21.62 [21.12-22.14]","16.75 [16.32-17.19]","1 505 [1 476-1 536]","865 [845-886]","640 [624-657]"
"Finland"," 1965","20.23 [19.83-20.63]","22.76 [22.23-23.3]","17.56 [17.1-18.02]","1 609 [1 577-1 641]","927 [904-948]","682 [664-700]"
"Finland"," 1964","21.31 [20.91-21.73]","23.99 [23.46-24.55]","18.49 [18.02-18.97]","1 731 [1 699-1 765]","997 [975-1 020]","734 [715-753]"
"Finland"," 1963","22.5 [22.07-22.94]","25.28 [24.71-25.84]","19.58 [19.1-20.09]","1 836 [1 801-1 872]","1 056 [1 032-1 079]","780 [761-801]"
"Finland"," 1962","23.81 [23.35-24.27]","26.73 [26.12-27.33]","20.74 [20.21-21.27]","1 936 [1 899-1 974]","1 112 [1 087-1 137]","824 [803-845]"
"Finland"," 1961","25.24 [24.76-25.72]","28.3 [27.66-28.93]","22.03 [21.48-22.57]","2 068 [2 029-2 107]","1 186 [1 159-1 212]","882 [859-903]"
"Finland"," 1960","26.82 [26.29-27.35]","30.09 [29.4-30.78]","23.39 [22.81-23.98]","2 226 [2 182-2 270]","1 278 [1 249-1 307]","948 [924-972]"
"Finland"," 1959","28.58 [28.04-29.12]","32.06 [31.36-32.77]","24.93 [24.32-25.53]","2 374 [2 329-2 419]","1 363 [1 333-1 393]","1 011 [986-1 035]"
"Finland"," 1958","30.45 [29.88-31.04]","33.99 [33.25-34.78]","26.72 [26.08-27.37]","2 582 [2 534-2 632]","1 476 [1 443-1 509]","1 106 [1 079-1 133]"
"Finland"," 1957","32.29 [31.66-32.95]","36.01 [35.21-36.85]","28.38 [27.7-29.1]","2 840 [2 785-2 898]","1 622 [1 586-1 659]","1 218 [1 189-1 249]"
"Finland"," 1956","34.01 [33.36-34.67]","37.97 [37.15-38.81]","29.85 [29.15-30.57]","3 035 [2 977-3 093]","1 735 [1 697-1 774]","1 300 [1 269-1 331]"
"Finland"," 1955","35.63 [34.94-36.33]","39.82 [38.94-40.71]","31.23 [30.48-31.99]","3 205 [3 143-3 269]","1 833 [1 793-1 875]","1 372 [1 338-1 405]"
"Finland"," 1954","37.17 [36.44-37.88]","41.56 [40.64-42.47]","32.56 [31.77-33.33]","","",""
"Finland"," 1953","38.66 [37.9-39.4]","43.07 [42.11-44.01]","34.03 [33.2-34.86]","","",""
"Finland"," 1952","40.15 [39.35-40.96]","44.52 [43.5-45.53]","35.57 [34.72-36.47]","","",""
"Finland"," 1951","41.68 [40.76-42.6]","46.14 [45-47.29]","36.99 [36.02-37.98]","","",""
"Finland"," 1950","43.3 [41.91-44.71]","47.96 [46.32-49.63]","38.4 [37.02-39.78]","","",""
"Finland"," 1949","45.02 [42.67-47.48]","","","","",""
"France"," 2021","4.35 [4-4.74]","4.78 [4.38-5.21]","3.91 [3.58-4.27]","2 985 [2 740-3 248]","1 677 [1 535-1 827]","1 308 [1 198-1 428]"
"France"," 2020","4.37 [4.14-4.6]","4.8 [4.53-5.06]","3.92 [3.7-4.15]","3 048 [2 888-3 213]","1 712 [1 618-1 808]","1 336 [1 262-1 415]"
"France"," 2019","4.35 [4.21-4.49]","4.78 [4.61-4.95]","3.9 [3.76-4.05]","3 098 [2 997-3 201]","1 741 [1 681-1 804]","1 357 [1 307-1 409]"
"France"," 2018","4.31 [4.21-4.41]","4.72 [4.6-4.85]","3.88 [3.77-3.98]","3 118 [3 047-3 190]","1 750 [1 705-1 797]","1 368 [1 330-1 406]"
"France"," 2017","4.26 [4.17-4.35]","4.66 [4.55-4.77]","3.84 [3.74-3.94]","3 137 [3 074-3 204]","1 757 [1 716-1 799]","1 380 [1 345-1 415]"
"France"," 2016","4.21 [4.13-4.3]","4.61 [4.5-4.71]","3.79 [3.7-3.89]","3 160 [3 099-3 226]","1 770 [1 730-1 811]","1 390 [1 356-1 425]"
"France"," 2015","4.16 [4.08-4.24]","4.55 [4.45-4.66]","3.75 [3.66-3.84]","3 192 [3 128-3 257]","1 787 [1 747-1 829]","1 405 [1 371-1 440]"
"France"," 2014","4.12 [4.04-4.2]","4.51 [4.41-4.61]","3.72 [3.63-3.8]","3 204 [3 142-3 266]","1 793 [1 752-1 834]","1 411 [1 377-1 444]"
"France"," 2013","4.1 [4.02-4.19]","4.49 [4.38-4.59]","3.7 [3.61-3.79]","3 207 [3 142-3 272]","1 794 [1 753-1 836]","1 413 [1 378-1 447]"
"France"," 2012","4.11 [4.03-4.19]","4.5 [4.4-4.6]","3.71 [3.62-3.79]","3 233 [3 170-3 297]","1 810 [1 769-1 851]","1 423 [1 389-1 457]"
"France"," 2011","4.15 [4.07-4.23]","4.54 [4.44-4.64]","3.74 [3.65-3.83]","3 282 [3 218-3 345]","1 836 [1 796-1 876]","1 446 [1 411-1 480]"
"France"," 2010","4.21 [4.13-4.3]","4.62 [4.52-4.72]","3.79 [3.7-3.88]","3 327 [3 262-3 393]","1 866 [1 824-1 907]","1 461 [1 426-1 497]"
