"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Saint Vincent and the Grenadines"," 1975","74.81 [71.91-77.83]","78.51 [75-82.12]","70.88 [67.54-74.32]","254 [244-264]","135 [129-141]","119 [113-124]"
"Saint Vincent and the Grenadines"," 1974","75.47 [72.51-78.52]","79.22 [75.65-82.92]","71.52 [68.09-75.01]","260 [250-271]","138 [132-145]","122 [116-128]"
"Saint Vincent and the Grenadines"," 1973","74.85 [71.82-77.99]","78.55 [74.99-82.28]","70.91 [67.47-74.42]","262 [251-273]","140 [133-146]","122 [117-128]"
"Saint Vincent and the Grenadines"," 1972","73.93 [70.67-77.27]","77.64 [73.91-81.53]","70.03 [66.47-73.67]","262 [251-274]","139 [133-147]","123 [116-129]"
"Saint Vincent and the Grenadines"," 1971","73.7 [70.18-77.37]","77.33 [73.31-81.52]","69.9 [66.1-73.84]","265 [252-278]","141 [134-149]","124 [117-131]"
"Saint Vincent and the Grenadines"," 1970","74.74 [70.78-78.8]","78.24 [73.8-82.93]","71.06 [66.85-75.39]","271 [257-286]","144 [136-153]","127 [120-135]"
"Saint Vincent and the Grenadines"," 1969","77.43 [72.98-82.03]","80.86 [75.9-86.05]","73.78 [69.09-78.64]","284 [268-301]","151 [141-160]","133 [125-142]"
"Saint Vincent and the Grenadines"," 1968","82.01 [77.12-87.15]","85.41 [80.05-91.08]","78.44 [73.32-83.76]","303 [285-322]","160 [150-171]","143 [134-153]"
"Saint Vincent and the Grenadines"," 1967","88.68 [83.33-94.22]","92.01 [86.18-98.08]","85.15 [79.6-90.92]","331 [311-351]","175 [163-186]","156 [146-167]"
"Saint Vincent and the Grenadines"," 1966","97.4 [91.97-103.13]","100.69 [94.65-107.01]","93.88 [88.18-99.85]","367 [346-389]","193 [181-204]","174 [164-185]"
"Saint Vincent and the Grenadines"," 1965","108.2 [102.83-113.73]","111.39 [105.42-117.69]","104.75 [99-110.72]","413 [392-434]","216 [204-228]","197 [186-208]"
"Saint Vincent and the Grenadines"," 1964","120.97 [115.84-126.17]","124.07 [118.28-130.11]","117.69 [111.93-123.5]","468 [448-488]","244 [232-255]","224 [213-235]"
"Saint Vincent and the Grenadines"," 1963","135.26 [130.51-140.18]","138.15 [132.53-143.98]","132.12 [126.66-137.79]","531 [512-550]","276 [264-287]","255 [245-266]"
"Saint Vincent and the Grenadines"," 1962","149.96 [145.23-154.91]","152.52 [146.77-158.48]","147.24 [141.74-153.19]","597 [578-616]","309 [296-320]","288 [278-300]"
"Saint Vincent and the Grenadines"," 1961","163.58 [158.44-168.92]","165.73 [159.51-172.05]","161.21 [155.33-167.66]","656 [635-677]","338 [325-350]","318 [306-331]"
"Saint Vincent and the Grenadines"," 1960","174.67 [168.68-180.93]","176.54 [169.53-183.68]","172.78 [165.98-179.98]","693 [669-718]","356 [342-370]","337 [324-351]"
"Saint Vincent and the Grenadines"," 1959","182.18 [175.36-189.25]","183.85 [176.02-191.94]","180.46 [172.89-188.63]","703 [677-731]","360 [345-376]","343 [328-358]"
"Saint Vincent and the Grenadines"," 1958","185.76 [178.59-193.27]","187.31 [179.08-195.81]","184.22 [176.35-192.6]","698 [671-726]","358 [342-374]","340 [326-356]"
"Saint Vincent and the Grenadines"," 1957","186.71 [179.55-194.25]","188.01 [179.77-196.77]","185.24 [177.12-193.85]","682 [656-710]","349 [333-365]","333 [318-349]"
"Saint Vincent and the Grenadines"," 1956","186.59 [179.89-193.59]","187.79 [180.01-195.94]","185.23 [177.52-193.39]","664 [640-689]","340 [325-354]","324 [311-339]"
"Saint Vincent and the Grenadines"," 1955","186.03 [180.17-192.23]","187.37 [180.28-194.81]","184.68 [177.53-192.09]","","",""
"Saint Vincent and the Grenadines"," 1954","185.25 [179.73-191.01]","186.54 [179.73-193.51]","183.95 [177.13-191.1]","","",""
"Saint Vincent and the Grenadines"," 1953","184.4 [178.19-190.88]","185.59 [178.27-193.29]","183.07 [175.6-190.77]","","",""
"Saint Vincent and the Grenadines"," 1952","183.39 [174.5-192.82]","184.56 [174.98-194.87]","182.13 [172.33-192.55]","","",""
"Saint Vincent and the Grenadines"," 1951","182.39 [169.22-196.51]","183.62 [170.03-198.41]","180.9 [167.36-195.76]","","",""
"Suriname"," 2021","17.18 [10.88-27.72]","19.14 [12.07-30.84]","15.07 [9.5-24.61]","190 [121-307]","108 [68-174]","82 [52-134]"
"Suriname"," 2020","17.71 [11.51-27.72]","19.76 [12.82-31.01]","15.52 [10.07-24.6]","196 [127-306]","112 [72-174]","84 [55-133]"
"Suriname"," 2019","18.26 [12.15-27.98]","20.35 [13.47-31.05]","16.05 [10.63-24.71]","201 [134-308]","114 [76-174]","87 [57-133]"
"Suriname"," 2018","18.78 [12.84-28.05]","20.95 [14.32-31.28]","16.52 [11.21-24.67]","207 [141-308]","118 [80-175]","89 [60-133]"
"Suriname"," 2017","19.37 [13.57-28.06]","21.63 [15.14-31.32]","16.97 [11.82-24.7]","213 [149-308]","122 [85-175]","91 [64-133]"
"Suriname"," 2016","19.94 [14.32-28.07]","22.26 [15.93-31.45]","17.48 [12.46-24.73]","219 [157-308]","125 [89-176]","94 [67-133]"
"Suriname"," 2015","20.48 [15.05-28.12]","22.89 [16.71-31.46]","17.97 [13.11-24.68]","225 [166-309]","128 [94-176]","97 [71-133]"
"Suriname"," 2014","21.02 [15.8-28.03]","23.5 [17.52-31.48]","18.44 [13.69-24.71]","231 [174-308]","131 [98-176]","100 [74-133]"
"Suriname"," 2013","21.6 [16.49-28.12]","24.13 [18.35-31.5]","18.9 [14.35-24.87]","238 [182-310]","136 [103-177]","102 [78-134]"
"Suriname"," 2012","22.14 [17.18-28.34]","24.75 [19.13-31.72]","19.39 [14.93-24.98]","245 [190-313]","140 [108-178]","105 [81-135]"
"Suriname"," 2011","22.72 [17.9-28.59]","25.4 [19.9-31.99]","19.9 [15.58-25.26]","252 [199-317]","144 [112-181]","108 [85-137]"
"Suriname"," 2010","23.29 [18.62-28.93]","26.05 [20.72-32.42]","20.43 [16.2-25.57]","260 [208-322]","148 [118-184]","112 [89-140]"
"Suriname"," 2009","23.89 [19.34-29.37]","26.72 [21.48-32.9]","20.94 [16.82-25.92]","268 [217-329]","153 [123-188]","115 [93-143]"
"Suriname"," 2008","24.55 [20.08-29.93]","27.47 [22.25-33.54]","21.5 [17.44-26.43]","277 [227-338]","158 [128-193]","119 [97-147]"
"Suriname"," 2007","25.22 [20.74-30.54]","28.2 [23.03-34.22]","22.06 [18.08-26.94]","287 [236-347]","164 [133-198]","123 [101-150]"
"Suriname"," 2006","25.91 [21.41-31.15]","28.96 [23.83-34.99]","22.68 [18.66-27.41]","297 [245-356]","169 [139-204]","128 [105-154]"
"Suriname"," 2005","26.67 [22.14-31.86]","29.8 [24.63-35.78]","23.33 [19.26-28.06]","307 [255-367]","175 [144-210]","132 [109-159]"
"Suriname"," 2004","27.48 [22.86-32.64]","30.69 [25.43-36.66]","24.07 [19.95-28.8]","318 [264-377]","181 [150-216]","137 [113-163]"
"Suriname"," 2003","28.35 [23.69-33.5]","31.63 [26.39-37.65]","24.82 [20.69-29.6]","328 [274-388]","187 [156-222]","141 [118-168]"
"Suriname"," 2002","29.27 [24.6-34.5]","32.67 [27.33-38.74]","25.67 [21.45-30.46]","339 [285-399]","193 [161-228]","146 [122-173]"
"Suriname"," 2001","30.27 [25.55-35.55]","33.79 [28.35-39.92]","26.55 [22.32-31.37]","350 [296-411]","199 [167-235]","151 [127-178]"
"Suriname"," 2000","31.31 [26.61-36.7]","34.94 [29.53-41.18]","27.5 [23.22-32.45]","361 [307-423]","205 [174-242]","156 [132-184]"
"Suriname"," 1999","32.45 [27.69-37.87]","36.2 [30.69-42.51]","28.53 [24.15-33.54]","376 [321-438]","214 [181-251]","162 [137-190]"
"Suriname"," 1998","33.64 [28.89-39.19]","37.49 [31.94-43.91]","29.65 [25.24-34.76]","392 [337-457]","222 [190-261]","170 [144-199]"
"Suriname"," 1997","34.94 [30.1-40.54]","38.91 [33.26-45.34]","30.81 [26.37-36.01]","411 [354-477]","233 [199-272]","178 [152-208]"
"Suriname"," 1996","36.29 [31.36-41.99]","40.33 [34.68-47]","32.02 [27.48-37.36]","431 [372-498]","245 [210-284]","186 [160-217]"
"Suriname"," 1995","37.65 [32.63-43.52]","41.81 [36.05-48.58]","33.29 [28.62-38.78]","452 [392-522]","256 [221-297]","196 [168-228]"
"Suriname"," 1994","39.11 [33.94-45.17]","43.32 [37.46-50.43]","34.61 [29.79-40.28]","476 [414-550]","269 [233-313]","207 [178-241]"
"Suriname"," 1993","40.58 [35.16-46.84]","44.89 [38.77-52.18]","36.02 [30.94-41.98]","502 [435-579]","284 [244-328]","218 [188-255]"
"Suriname"," 1992","42.07 [36.43-48.72]","46.46 [40.06-54.19]","37.38 [32.06-43.77]","526 [455-608]","297 [255-344]","229 [197-268]"
"Suriname"," 1991","43.55 [37.57-50.66]","48.07 [41.29-56.18]","38.77 [33.08-45.59]","548 [473-637]","308 [265-360]","240 [205-281]"
"Suriname"," 1990","45.08 [38.64-52.8]","49.65 [42.45-58.34]","40.24 [34.25-47.46]","568 [487-665]","319 [273-374]","249 [212-293]"
"Suriname"," 1989","46.67 [39.7-54.97]","51.41 [43.56-60.75]","41.58 [35.23-49.45]","584 [497-687]","329 [278-386]","255 [217-303]"
"Suriname"," 1988","48.2 [40.74-57.37]","53.12 [44.66-63.32]","43.03 [36.15-51.59]","599 [507-711]","337 [283-400]","262 [221-314]"
"Suriname"," 1987","49.82 [41.64-59.87]","54.83 [45.69-66.16]","44.57 [37.05-53.95]","","",""
"Suriname"," 1986","51.56 [42.47-62.8]","56.67 [46.49-69.26]","46.13 [37.79-56.73]","","",""
"Suriname"," 1985","53.31 [43.12-66.06]","58.58 [47.23-72.56]","47.68 [38.45-59.53]","","",""
"Suriname"," 1984","55.08 [43.53-69.91]","60.47 [47.65-76.52]","49.43 [38.78-63.12]","","",""
"Suriname"," 1983","57.02 [43.66-74.04]","62.54 [47.9-81.13]","51.12 [39.1-66.94]","","",""
"Trinidad and Tobago"," 2021","16.33 [6.7-41.53]","17.83 [7.3-45.29]","14.72 [6.02-37.53]","294 [121-747]","164 [67-415]","130 [53-331]"
"Trinidad and Tobago"," 2020","16.81 [7.12-41.8]","18.39 [7.78-45.55]","15.18 [6.43-37.64]","311 [132-773]","173 [74-430]","138 [58-342]"
"Trinidad and Tobago"," 2019","17.39 [7.55-41.78]","18.97 [8.23-45.72]","15.62 [6.76-37.85]","327 [142-785]","183 [79-437]","144 [62-349]"
"Trinidad and Tobago"," 2018","17.91 [7.96-42.06]","19.6 [8.72-45.9]","16.16 [7.2-38.14]","339 [151-795]","189 [84-442]","150 [67-354]"
"Trinidad and Tobago"," 2017","18.46 [8.53-42.36]","20.15 [9.28-46.24]","16.66 [7.66-38.47]","357 [165-818]","199 [92-455]","158 [73-364]"
"Trinidad and Tobago"," 2016","19.03 [9.07-42.68]","20.84 [9.92-46.51]","17.19 [8.15-38.66]","375 [179-841]","209 [100-467]","166 [79-374]"
"Trinidad and Tobago"," 2015","19.64 [9.6-42.9]","21.41 [10.51-46.4]","17.73 [8.7-38.78]","394 [193-859]","220 [108-474]","174 [86-381]"
"Trinidad and Tobago"," 2014","20.23 [10.24-43.01]","22.08 [11.17-46.8]","18.3 [9.22-38.78]","413 [209-875]","230 [116-486]","183 [92-388]"
"Trinidad and Tobago"," 2013","20.85 [10.9-43.21]","22.73 [11.84-46.84]","18.83 [9.82-39.09]","431 [226-892]","240 [125-492]","191 [100-395]"
"Trinidad and Tobago"," 2012","21.53 [11.55-43.24]","23.46 [12.55-46.91]","19.45 [10.41-39.27]","449 [241-900]","250 [134-498]","199 [107-401]"
"Trinidad and Tobago"," 2011","22.2 [12.28-43.37]","24.21 [13.28-47.24]","20.09 [11.05-39.14]","464 [257-905]","258 [142-503]","206 [113-400]"
"Trinidad and Tobago"," 2010","22.89 [13.05-43.48]","24.96 [14.21-47.15]","20.67 [11.78-39.38]","477 [272-904]","266 [151-500]","211 [120-401]"
"Trinidad and Tobago"," 2009","23.54 [13.93-43.6]","25.73 [15.13-47.45]","21.24 [12.53-39.49]","493 [292-911]","275 [162-506]","218 [129-404]"
"Trinidad and Tobago"," 2008","24.21 [14.87-43.51]","26.41 [16.07-47.43]","21.92 [13.34-39.58]","509 [313-912]","284 [173-507]","225 [137-406]"
"Trinidad and Tobago"," 2007","24.9 [15.77-43.68]","27.14 [17.07-47.55]","22.57 [14.2-39.74]","519 [329-907]","289 [182-504]","230 [145-404]"
"Trinidad and Tobago"," 2006","25.6 [16.64-43.74]","27.84 [18.03-47.45]","23.22 [15.01-39.73]","525 [342-896]","292 [189-496]","233 [151-399]"
"Trinidad and Tobago"," 2005","26.19 [17.45-43.65]","28.44 [19-47.45]","23.78 [15.78-39.8]","531 [354-884]","295 [197-490]","236 [157-395]"
"Trinidad and Tobago"," 2004","26.81 [18.21-43.13]","29.09 [19.8-46.88]","24.33 [16.5-39.23]","542 [369-872]","301 [205-483]","241 [164-389]"
"Trinidad and Tobago"," 2003","27.27 [19.01-42.55]","29.64 [20.6-46.22]","24.75 [17.22-38.64]","551 [384-859]","306 [212-476]","245 [171-382]"
"Trinidad and Tobago"," 2002","27.68 [19.72-41.44]","30.13 [21.37-45.18]","25.15 [17.87-37.8]","559 [399-836]","310 [220-465]","249 [177-374]"
"Trinidad and Tobago"," 2001","27.94 [20.38-40.18]","30.39 [22.09-43.87]","25.4 [18.45-36.64]","565 [413-812]","313 [228-452]","252 [183-363]"
"Trinidad and Tobago"," 2000","28.13 [21.04-38.72]","30.53 [22.78-42.23]","25.54 [19.06-35.32]","569 [426-783]","316 [235-436]","253 [189-350]"
"Trinidad and Tobago"," 1999","28.21 [21.65-37.44]","30.64 [23.44-40.7]","25.65 [19.59-34.22]","571 [438-757]","317 [242-420]","254 [194-339]"
"Trinidad and Tobago"," 1998","28.27 [22.24-36.28]","30.64 [23.99-39.53]","25.73 [20.09-33.22]","574 [452-737]","318 [249-409]","256 [200-331]"
"Trinidad and Tobago"," 1997","28.35 [22.78-35.44]","30.72 [24.58-38.57]","25.79 [20.6-32.44]","586 [471-732]","324 [259-406]","262 [209-329]"
"Trinidad and Tobago"," 1996","28.43 [23.29-34.86]","30.84 [25.15-37.98]","25.87 [21.04-31.94]","603 [494-739]","334 [272-410]","269 [219-332]"
"Trinidad and Tobago"," 1995","28.61 [23.65-34.56]","31.01 [25.57-37.68]","26.05 [21.4-31.68]","628 [519-759]","347 [286-422]","281 [230-341]"
"Trinidad and Tobago"," 1994","28.83 [23.97-34.47]","31.25 [25.91-37.45]","26.31 [21.69-31.56]","659 [548-788]","364 [302-436]","295 [244-355]"
"Trinidad and Tobago"," 1993","29.09 [24.31-34.44]","31.51 [26.29-37.46]","26.57 [22.04-31.65]","695 [580-823]","383 [319-455]","312 [259-371]"
"Trinidad and Tobago"," 1992","29.42 [24.65-34.65]","31.85 [26.62-37.64]","26.87 [22.36-31.9]","733 [614-864]","404 [337-477]","329 [274-391]"
"Trinidad and Tobago"," 1991","29.82 [24.99-34.99]","32.27 [26.95-37.98]","27.25 [22.72-32.19]","773 [648-908]","425 [355-501]","348 [290-411]"
"Trinidad and Tobago"," 1990","30.29 [25.39-35.35]","32.81 [27.3-38.41]","27.69 [23.04-32.58]","827 [693-966]","455 [379-533]","372 [309-438]"
"Trinidad and Tobago"," 1989","30.85 [25.91-35.86]","33.37 [27.78-39.06]","28.18 [23.48-33.1]","893 [750-1 038]","492 [409-575]","401 [334-471]"
"Trinidad and Tobago"," 1988","31.48 [26.43-36.54]","34.03 [28.39-39.74]","28.77 [24.01-33.7]","964 [809-1 119]","531 [442-619]","433 [361-507]"
"Trinidad and Tobago"," 1987","32.18 [27.08-37.29]","34.75 [29.04-40.54]","29.43 [24.53-34.4]","1 034 [870-1 198]","568 [474-662]","466 [388-543]"
"Trinidad and Tobago"," 1986","32.97 [27.78-38.13]","35.56 [29.85-41.36]","30.19 [25.21-35.18]","1 094 [922-1 264]","601 [504-697]","493 [411-573]"
"Trinidad and Tobago"," 1985","33.84 [28.65-38.98]","36.46 [30.75-42.34]","30.98 [26.03-35.99]","1 136 [962-1 308]","624 [525-723]","512 [429-593]"
"Trinidad and Tobago"," 1984","34.78 [29.6-39.96]","37.46 [31.73-43.34]","31.89 [26.99-36.91]","1 181 [1 005-1 356]","649 [549-749]","532 [450-614]"
"Trinidad and Tobago"," 1983","35.78 [30.71-41.13]","38.53 [32.81-44.51]","32.87 [28.02-37.95]","1 230 [1 056-1 413]","676 [575-779]","554 [473-639]"
"Trinidad and Tobago"," 1982","36.89 [31.83-42.3]","39.73 [34.06-45.79]","33.92 [29.08-39.08]","1 265 [1 092-1 448]","695 [596-800]","570 [489-656]"
"Trinidad and Tobago"," 1981","38.11 [33.08-43.58]","40.99 [35.33-47.22]","35.03 [30.2-40.39]","1 280 [1 112-1 462]","703 [606-808]","577 [497-664]"
"Trinidad and Tobago"," 1980","39.38 [34.38-45.02]","42.31 [36.76-48.7]","36.21 [31.33-41.69]","1 283 [1 121-1 465]","704 [611-808]","579 [501-665]"
"Trinidad and Tobago"," 1979","40.65 [35.63-46.54]","43.63 [38.06-50.22]","37.47 [32.57-43.19]","1 281 [1 124-1 465]","703 [612-806]","578 [503-666]"
"Trinidad and Tobago"," 1978","41.96 [36.95-48.09]","45.06 [39.44-51.83]","38.67 [33.79-44.76]","1 275 [1 123-1 459]","699 [612-802]","576 [503-665]"
"Trinidad and Tobago"," 1977","43.3 [38.19-49.72]","46.53 [40.77-53.54]","39.96 [34.96-46.25]","1 276 [1 126-1 464]","699 [613-804]","577 [505-667]"
"Trinidad and Tobago"," 1976","44.62 [39.38-51.32]","47.95 [42.15-55.31]","41.19 [36.06-47.64]","1 286 [1 136-1 478]","704 [620-812]","582 [510-673]"
"Trinidad and Tobago"," 1975","45.91 [40.57-52.78]","49.27 [43.36-56.86]","42.44 [37.18-49.02]","1 307 [1 156-1 501]","715 [630-824]","592 [519-683]"
"Trinidad and Tobago"," 1974","47.18 [41.78-54.07]","50.63 [44.48-58.26]","43.56 [38.3-50.32]","1 341 [1 189-1 535]","734 [645-843]","607 [534-701]"
"Trinidad and Tobago"," 1973","48.36 [42.87-55.27]","51.86 [45.66-59.51]","44.64 [39.29-51.55]","1 371 [1 217-1 566]","750 [660-859]","621 [547-716]"
"Trinidad and Tobago"," 1972","49.53 [43.86-56.42]","53 [46.7-60.67]","45.8 [40.31-52.69]","1 375 [1 219-1 564]","750 [660-856]","625 [550-718]"
"Trinidad and Tobago"," 1971","50.58 [44.78-57.49]","54.09 [47.68-61.74]","46.84 [41.22-53.61]","1 359 [1 204-1 544]","740 [652-842]","619 [545-708]"
"Trinidad and Tobago"," 1970","51.61 [45.64-58.53]","55.18 [48.56-62.92]","47.84 [42.09-54.79]","1 363 [1 205-1 545]","741 [652-844]","622 [547-712]"
"Trinidad and Tobago"," 1969","52.71 [46.52-59.77]","56.26 [49.37-64.24]","48.84 [42.93-55.72]","1 418 [1 251-1 608]","771 [675-878]","647 [568-738]"
"Trinidad and Tobago"," 1968","53.8 [47.33-61.08]","57.39 [50.17-65.57]","49.96 [43.72-57.08]","1 490 [1 311-1 692]","809 [706-922]","681 [596-778]"
"Trinidad and Tobago"," 1967","55.01 [48.12-62.56]","58.69 [51.02-67.12]","51.1 [44.57-58.46]","1 560 [1 365-1 775]","846 [735-967]","714 [622-816]"
"Trinidad and Tobago"," 1966","56.31 [49.04-64.17]","60.04 [51.92-68.7]","52.36 [45.33-59.96]","1 655 [1 441-1 886]","898 [775-1 026]","757 [655-867]"
"Trinidad and Tobago"," 1965","57.75 [50.07-65.94]","61.45 [52.99-70.59]","53.79 [46.47-61.81]","1 755 [1 523-2 004]","951 [820-1 091]","804 [694-923]"
"Trinidad and Tobago"," 1964","59.36 [51.33-67.98]","63.13 [54.41-72.66]","55.37 [47.69-63.75]","1 849 [1 600-2 116]","1 003 [864-1 152]","846 [729-973]"
"Trinidad and Tobago"," 1963","61.18 [52.75-70.2]","65.02 [55.97-75.08]","57.1 [49.04-65.93]","1 933 [1 668-2 215]","1 048 [903-1 208]","885 [760-1 020]"
"Trinidad and Tobago"," 1962","63.19 [54.45-72.73]","67.16 [57.56-77.82]","58.93 [50.64-68.32]","2 002 [1 727-2 300]","1 086 [931-1 255]","916 [787-1 059]"
"Trinidad and Tobago"," 1961","65.33 [56.36-75.64]","69.44 [59.56-80.79]","61.01 [52.34-70.88]","2 049 [1 771-2 368]","1 112 [955-1 290]","937 [805-1 087]"
"Trinidad and Tobago"," 1960","67.71 [58.16-78.69]","71.92 [61.49-83.84]","63.23 [54.01-73.81]","2 081 [1 790-2 413]","1 129 [966-1 312]","952 [814-1 109]"
"Trinidad and Tobago"," 1959","70.23 [59.9-82.07]","74.57 [63.26-87.5]","65.53 [55.69-77.12]","2 105 [1 798-2 454]","1 142 [969-1 335]","963 [819-1 130]"
"Trinidad and Tobago"," 1958","72.72 [61.7-85.74]","77.21 [65.16-91.18]","68 [57.31-80.55]","2 133 [1 814-2 510]","1 155 [977-1 361]","978 [825-1 156]"
"Trinidad and Tobago"," 1957","75.33 [63.32-89.61]","79.89 [66.78-95.18]","70.51 [58.9-84.16]","","",""
"Trinidad and Tobago"," 1956","77.94 [64.95-93.6]","82.67 [68.55-99.52]","72.94 [60.4-88.08]","","",""
"Trinidad and Tobago"," 1955","80.7 [66.33-98.02]","85.5 [70.08-104.23]","75.54 [61.79-92.44]","","",""
"Trinidad and Tobago"," 1954","83.51 [67.49-103.49]","88.4 [71.34-109.52]","78.23 [62.98-97.21]","","",""
"Trinidad and Tobago"," 1953","86.24 [68.6-109.25]","91.17 [72.41-115.53]","81.01 [63.9-102.95]","","",""
"Turks and Caicos Islands"," 2021","4.49 [2.67-7.63]","4.76 [2.83-8.09]","4.21 [2.5-7.16]","2 [1-4]","1 [1-2]","1 [1-2]"
"Turks and Caicos Islands"," 2020","4.63 [2.82-7.65]","4.9 [2.98-8.11]","4.35 [2.64-7.21]","3 [2-4]","1 [1-2]","2 [1-2]"
"Turks and Caicos Islands"," 2019","4.77 [2.98-7.66]","5.05 [3.17-8.13]","4.46 [2.78-7.19]","3 [2-4]","1 [1-2]","2 [1-2]"
"Turks and Caicos Islands"," 2018","4.9 [3.16-7.61]","5.18 [3.35-8.06]","4.6 [2.96-7.15]","3 [2-4]","1 [1-2]","2 [1-2]"
"Turks and Caicos Islands"," 2017","5.03 [3.36-7.55]","5.33 [3.56-8]","4.72 [3.13-7.11]","3 [2-4]","1 [1-2]","2 [1-2]"
"Turks and Caicos Islands"," 2016","5.15 [3.55-7.5]","5.49 [3.79-7.98]","4.8 [3.31-6.99]","2 [2-4]","1 [1-2]","1 [1-2]"
"Turks and Caicos Islands"," 2015","5.27 [3.76-7.41]","5.63 [4.01-7.95]","4.91 [3.48-6.91]","2 [2-3]","1 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2014","5.41 [3.96-7.39]","5.8 [4.24-7.93]","5.01 [3.66-6.86]","2 [2-3]","1 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2013","5.55 [4.16-7.42]","6 [4.5-8.03]","5.07 [3.79-6.8]","2 [2-3]","1 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2012","5.7 [4.34-7.48]","6.2 [4.73-8.17]","5.16 [3.93-6.79]","2 [2-3]","1 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2011","5.84 [4.51-7.55]","6.45 [4.98-8.35]","5.2 [4.01-6.74]","2 [2-3]","1 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2010","6 [4.69-7.69]","6.73 [5.25-8.64]","5.23 [4.08-6.71]","2 [2-3]","1 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2009","6.18 [4.87-7.86]","7.03 [5.54-8.96]","5.28 [4.15-6.74]","3 [2-3]","1 [1-2]","2 [1-2]"
"Turks and Caicos Islands"," 2008","6.36 [5.05-8.06]","7.36 [5.84-9.32]","5.32 [4.21-6.76]","3 [2-3]","2 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2007","6.56 [5.24-8.29]","7.72 [6.16-9.75]","5.36 [4.26-6.79]","3 [2-3]","2 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2006","6.79 [5.45-8.55]","8.12 [6.52-10.23]","5.4 [4.31-6.82]","3 [2-4]","2 [1-2]","1 [1-1]"
"Turks and Caicos Islands"," 2005","7.04 [5.67-8.86]","8.5 [6.86-10.7]","5.5 [4.42-6.92]","3 [2-4]","2 [2-2]","1 [1-1]"
"Turks and Caicos Islands"," 2004","7.32 [5.91-9.19]","8.92 [7.2-11.2]","5.64 [4.53-7.09]","3 [3-4]","2 [2-2]","1 [1-1]"
"Turks and Caicos Islands"," 2003","7.63 [6.16-9.59]","9.35 [7.56-11.74]","5.82 [4.68-7.32]","3 [3-4]","2 [2-3]","1 [1-2]"
"Turks and Caicos Islands"," 2002","7.95 [6.43-9.98]","9.78 [7.92-12.29]","6.04 [4.87-7.61]","3 [3-4]","2 [2-3]","1 [1-2]"
"Turks and Caicos Islands"," 2001","8.31 [6.73-10.41]","10.24 [8.29-12.82]","6.29 [5.07-7.88]","4 [3-5]","3 [2-3]","1 [1-2]"
"Turks and Caicos Islands"," 2000","8.69 [7.02-10.84]","10.67 [8.63-13.3]","6.61 [5.33-8.26]","4 [3-5]","3 [2-3]","1 [1-2]"
"Turks and Caicos Islands"," 1999","9.09 [7.34-11.33]","11.09 [8.95-13.8]","6.99 [5.62-8.74]","4 [3-5]","3 [2-3]","1 [1-2]"
"Turks and Caicos Islands"," 1998","9.52 [7.68-11.84]","11.57 [9.31-14.4]","7.37 [5.93-9.19]","4 [3-5]","2 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1997","9.97 [8.03-12.38]","12.03 [9.68-14.96]","7.81 [6.25-9.72]","4 [3-5]","2 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1996","10.45 [8.41-13]","12.55 [10.11-15.61]","8.25 [6.6-10.28]","4 [3-5]","2 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1995","10.96 [8.83-13.63]","13.12 [10.58-16.35]","8.69 [6.97-10.8]","4 [3-5]","2 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1994","11.52 [9.26-14.36]","13.73 [11.02-17.12]","9.19 [7.38-11.46]","4 [4-5]","2 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1993","12.12 [9.73-15.11]","14.41 [11.54-17.99]","9.71 [7.77-12.12]","4 [4-6]","2 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1992","12.75 [10.22-15.89]","15.13 [12.1-18.91]","10.26 [8.2-12.83]","5 [4-6]","3 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1991","13.45 [10.77-16.79]","15.97 [12.72-19.97]","10.81 [8.62-13.53]","5 [4-6]","3 [2-3]","2 [1-2]"
"Turks and Caicos Islands"," 1990","14.22 [11.32-17.75]","16.88 [13.41-21.12]","11.42 [9.1-14.31]","5 [4-6]","3 [2-4]","2 [1-2]"
"Turks and Caicos Islands"," 1989","15.05 [11.96-18.85]","17.88 [14.2-22.4]","12.08 [9.6-15.18]","5 [4-6]","3 [2-4]","2 [2-2]"
"Turks and Caicos Islands"," 1988","15.95 [12.65-20.01]","18.93 [15.01-23.8]","12.82 [10.15-16.15]","5 [4-6]","3 [2-4]","2 [2-2]"
