"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"British Virgin Islands"," 2000","15.74 [12.71-19.42]","17.49 [14.13-21.67]","13.89 [11.16-17.16]","4 [4-6]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1999","15.88 [12.95-19.44]","17.67 [14.37-21.7]","14 [11.38-17.18]","4 [3-5]","2 [2-3]","2 [1-2]"
"British Virgin Islands"," 1998","16.07 [13.2-19.55]","17.87 [14.65-21.78]","14.12 [11.62-17.26]","4 [4-5]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1997","16.26 [13.45-19.69]","18.12 [14.93-21.94]","14.32 [11.81-17.39]","5 [4-6]","3 [2-3]","2 [2-3]"
"British Virgin Islands"," 1996","16.54 [13.7-19.92]","18.4 [15.24-22.18]","14.55 [12.05-17.59]","4 [4-5]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1995","16.82 [14.02-20.24]","18.7 [15.57-22.52]","14.82 [12.36-17.86]","4 [4-5]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1994","17.14 [14.33-20.57]","19.06 [15.91-22.91]","15.12 [12.62-18.16]","5 [4-5]","3 [2-3]","2 [2-2]"
"British Virgin Islands"," 1993","17.52 [14.67-20.93]","19.48 [16.28-23.35]","15.47 [12.91-18.56]","5 [4-6]","3 [2-3]","2 [2-2]"
"British Virgin Islands"," 1992","17.95 [15.06-21.47]","19.94 [16.68-23.9]","15.87 [13.27-19]","5 [4-5]","3 [2-3]","2 [2-2]"
"British Virgin Islands"," 1991","18.47 [15.48-22.09]","20.52 [17.17-24.56]","16.32 [13.68-19.56]","5 [4-5]","3 [2-3]","2 [2-2]"
"British Virgin Islands"," 1990","19.05 [16-22.77]","21.17 [17.77-25.34]","16.84 [14.1-20.21]","4 [4-5]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1989","19.75 [16.59-23.62]","21.96 [18.43-26.22]","17.43 [14.64-20.95]","4 [4-5]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1988","20.57 [17.31-24.57]","22.93 [19.25-27.37]","18.11 [15.2-21.69]","4 [4-5]","2 [2-3]","2 [2-2]"
"British Virgin Islands"," 1987","21.49 [18.12-25.54]","24.05 [20.24-28.65]","18.83 [15.82-22.47]","5 [4-6]","3 [2-3]","2 [2-2]"
"British Virgin Islands"," 1986","22.58 [19.07-26.74]","25.38 [21.4-30.18]","19.62 [16.51-23.3]","5 [4-6]","3 [2-3]","2 [2-3]"
"British Virgin Islands"," 1985","23.77 [20.11-28.1]","26.87 [22.69-31.86]","20.49 [17.31-24.27]","5 [5-6]","3 [3-4]","2 [2-3]"
"British Virgin Islands"," 1984","25.06 [21.29-29.48]","28.55 [24.2-33.67]","21.41 [18.11-25.26]","6 [5-7]","3 [3-4]","3 [2-3]"
"British Virgin Islands"," 1983","26.42 [22.49-31.01]","30.26 [25.74-35.57]","22.37 [18.98-26.34]","7 [6-8]","4 [3-5]","3 [2-3]"
"British Virgin Islands"," 1982","27.84 [23.73-32.57]","32.11 [27.31-37.59]","23.34 [19.86-27.42]","7 [6-8]","4 [3-5]","3 [2-3]"
"British Virgin Islands"," 1981","29.26 [25.02-34.21]","33.98 [29.02-39.76]","24.29 [20.75-28.5]","8 [6-9]","5 [4-5]","3 [3-4]"
"British Virgin Islands"," 1980","30.69 [26.22-35.81]","35.88 [30.57-41.92]","25.21 [21.51-29.52]","8 [7-10]","5 [4-6]","3 [3-4]"
"British Virgin Islands"," 1979","32.02 [27.36-37.4]","37.67 [32.11-44.02]","26.1 [22.2-30.59]","9 [7-10]","6 [4-6]","3 [3-4]"
"British Virgin Islands"," 1978","33.32 [28.41-38.91]","39.4 [33.49-46.07]","26.92 [22.86-31.54]","9 [8-10]","5 [5-6]","4 [3-4]"
"British Virgin Islands"," 1977","34.55 [29.47-40.44]","41.13 [34.93-48.24]","27.63 [23.53-32.44]","9 [8-11]","5 [5-6]","4 [3-4]"
"British Virgin Islands"," 1976","35.73 [30.46-41.94]","42.71 [36.3-50.27]","28.4 [24.14-33.52]","9 [8-11]","5 [5-7]","4 [3-4]"
"British Virgin Islands"," 1975","36.91 [31.35-43.53]","44.33 [37.6-52.3]","29.15 [24.69-34.46]","9 [8-11]","5 [5-7]","4 [3-4]"
"British Virgin Islands"," 1974","38.14 [32.29-45.07]","45.86 [38.83-54.29]","29.98 [25.31-35.51]","9 [8-11]","6 [5-7]","3 [3-4]"
"British Virgin Islands"," 1973","39.43 [33.33-46.93]","47.47 [40.14-56.53]","30.97 [26.11-36.88]","9 [8-11]","6 [5-7]","3 [3-4]"
"British Virgin Islands"," 1972","40.95 [34.5-48.78]","49.31 [41.52-58.88]","32.15 [26.99-38.41]","9 [8-11]","5 [5-7]","4 [3-4]"
"British Virgin Islands"," 1971","42.67 [35.91-50.91]","51.31 [43.06-61.26]","33.62 [28.19-40.17]","9 [8-11]","5 [5-7]","4 [3-4]"
"British Virgin Islands"," 1970","44.7 [37.45-53.34]","53.66 [45.01-64.21]","35.25 [29.47-42.06]","10 [8-12]","6 [5-7]","4 [3-5]"
"British Virgin Islands"," 1969","47.05 [39.36-56.24]","56.4 [47.12-67.48]","37.25 [31.07-44.52]","11 [9-13]","7 [5-8]","4 [3-5]"
"British Virgin Islands"," 1968","49.84 [41.71-59.51]","59.54 [49.8-71.18]","39.64 [33.09-47.42]","11 [9-13]","7 [6-8]","4 [4-5]"
"British Virgin Islands"," 1967","53.03 [44.54-63.22]","63.16 [52.97-75.3]","42.41 [35.4-50.78]","12 [10-14]","7 [6-9]","5 [4-6]"
"British Virgin Islands"," 1966","56.63 [47.65-67.39]","67.2 [56.57-80.06]","45.54 [38.11-54.42]","13 [11-15]","8 [7-9]","5 [4-6]"
"British Virgin Islands"," 1965","60.65 [51.27-71.8]","71.62 [60.58-84.92]","49.1 [41.22-58.46]","14 [12-17]","8 [7-10]","6 [5-7]"
"British Virgin Islands"," 1964","65.01 [55.22-76.6]","76.54 [64.99-90.29]","52.9 [44.65-62.67]","15 [13-18]","9 [8-11]","6 [5-7]"
"British Virgin Islands"," 1963","69.6 [59.51-81.4]","81.74 [69.89-95.7]","56.89 [48.44-66.82]","17 [14-20]","10 [9-12]","7 [6-8]"
"British Virgin Islands"," 1962","74.31 [63.96-86.33]","86.99 [74.63-101.21]","61.07 [52.27-71.22]","18 [16-21]","11 [9-13]","7 [6-9]"
"British Virgin Islands"," 1961","78.97 [68.39-91.35]","92.04 [79.47-106.73]","65.27 [56.3-75.76]","20 [17-23]","12 [10-14]","8 [7-9]"
"British Virgin Islands"," 1960","83.58 [72.74-96.17]","97.13 [84.2-111.94]","69.46 [60.24-80.23]","22 [19-25]","13 [11-15]","9 [8-10]"
"British Virgin Islands"," 1959","87.97 [76.86-100.65]","101.74 [88.65-116.96]","73.44 [64.03-84.28]","24 [21-27]","14 [12-16]","10 [8-11]"
"British Virgin Islands"," 1958","91.91 [80.45-105.11]","106.06 [92.59-121.41]","77.15 [67.17-88.5]","25 [22-29]","15 [13-17]","10 [9-12]"
"British Virgin Islands"," 1957","95.55 [83.35-109.51]","109.98 [95.78-126.35]","80.46 [69.73-92.51]","26 [23-30]","15 [14-18]","11 [9-12]"
"British Virgin Islands"," 1956","98.69 [85.35-113.98]","113.41 [97.81-131.15]","83.29 [71.66-96.55]","27 [24-32]","16 [14-19]","11 [10-13]"
"British Virgin Islands"," 1955","101.27 [86.27-118.33]","116.14 [98.75-135.72]","85.58 [72.84-100.65]","28 [24-33]","16 [14-19]","12 [10-14]"
"British Virgin Islands"," 1954","103.39 [86.39-122.98]","118.5 [98.87-141]","87.61 [73.02-104.75]","","",""
"British Virgin Islands"," 1953","105.13 [85.99-128.37]","120.33 [98.16-147.55]","89.17 [72.63-109.07]","","",""
"British Virgin Islands"," 1952","106.59 [84.67-134.1]","121.82 [96.54-153.83]","90.52 [71.72-114.16]","","",""
"British Virgin Islands"," 1951","107.87 [82.57-140.3]","123.09 [94.28-160.82]","91.7 [70.39-119.55]","","",""
"British Virgin Islands"," 1950","109.23 [80.19-148.46]","124.39 [91.17-169.63]","92.98 [68.49-126.61]","","",""
"Canada"," 2021","5.04 [4.82-5.26]","5.4 [5.15-5.66]","4.66 [4.44-4.89]","1 873 [1 792-1 955]","1 030 [981-1 080]","843 [802-885]"
"Canada"," 2020","5.11 [4.97-5.27]","5.48 [5.3-5.67]","4.73 [4.57-4.9]","1 878 [1 823-1 933]","1 032 [997-1 067]","846 [816-876]"
"Canada"," 2019","5.18 [5.06-5.29]","5.54 [5.4-5.69]","4.79 [4.65-4.92]","1 897 [1 857-1 939]","1 042 [1 016-1 070]","855 [831-880]"
"Canada"," 2018","5.23 [5.13-5.32]","5.59 [5.46-5.72]","4.85 [4.73-4.97]","1 941 [1 906-1 976]","1 064 [1 040-1 089]","877 [855-899]"
"Canada"," 2017","5.28 [5.19-5.37]","5.63 [5.51-5.76]","4.91 [4.79-5.02]","1 962 [1 928-1 996]","1 074 [1 050-1 098]","888 [867-909]"
"Canada"," 2016","5.33 [5.24-5.42]","5.68 [5.55-5.81]","4.96 [4.84-5.08]","1 976 [1 941-2 010]","1 079 [1 055-1 103]","897 [875-918]"
"Canada"," 2015","5.39 [5.29-5.48]","5.75 [5.63-5.88]","5 [4.89-5.12]","2 017 [1 982-2 052]","1 104 [1 080-1 128]","913 [892-934]"
"Canada"," 2014","5.45 [5.35-5.54]","5.83 [5.7-5.96]","5.04 [4.92-5.16]","2 051 [2 015-2 087]","1 126 [1 102-1 151]","925 [904-947]"
"Canada"," 2013","5.51 [5.42-5.6]","5.9 [5.78-6.03]","5.1 [4.98-5.21]","2 074 [2 039-2 109]","1 140 [1 117-1 165]","934 [913-955]"
"Canada"," 2012","5.58 [5.48-5.68]","5.98 [5.86-6.11]","5.15 [5.04-5.27]","2 094 [2 059-2 130]","1 152 [1 129-1 177]","942 [920-963]"
"Canada"," 2011","5.65 [5.55-5.75]","6.08 [5.95-6.21]","5.2 [5.08-5.32]","2 105 [2 069-2 141]","1 161 [1 137-1 186]","944 [922-966]"
"Canada"," 2010","5.72 [5.63-5.82]","6.16 [6.03-6.29]","5.27 [5.15-5.39]","2 129 [2 094-2 166]","1 175 [1 151-1 200]","954 [933-977]"
"Canada"," 2009","5.8 [5.7-5.9]","6.24 [6.1-6.37]","5.34 [5.22-5.47]","2 151 [2 114-2 189]","1 185 [1 160-1 211]","966 [944-989]"
"Canada"," 2008","5.88 [5.78-5.98]","6.34 [6.2-6.47]","5.4 [5.28-5.53]","2 144 [2 107-2 181]","1 184 [1 159-1 210]","960 [938-984]"
"Canada"," 2007","5.96 [5.86-6.07]","6.43 [6.3-6.57]","5.47 [5.34-5.6]","2 101 [2 065-2 138]","1 162 [1 138-1 187]","939 [917-961]"
"Canada"," 2006","6.03 [5.93-6.15]","6.51 [6.38-6.66]","5.53 [5.4-5.67]","2 048 [2 013-2 086]","1 134 [1 110-1 159]","914 [893-937]"
"Canada"," 2005","6.1 [5.99-6.21]","6.58 [6.44-6.73]","5.58 [5.45-5.72]","2 025 [1 990-2 062]","1 122 [1 098-1 146]","903 [883-925]"
"Canada"," 2004","6.14 [6.03-6.25]","6.63 [6.49-6.78]","5.62 [5.49-5.76]","2 024 [1 989-2 062]","1 121 [1 097-1 147]","903 [882-925]"
"Canada"," 2003","6.17 [6.06-6.27]","6.68 [6.54-6.83]","5.62 [5.5-5.76]","2 020 [1 986-2 056]","1 122 [1 099-1 147]","898 [877-919]"
"Canada"," 2002","6.18 [6.08-6.29]","6.71 [6.57-6.85]","5.62 [5.49-5.75]","2 020 [1 987-2 055]","1 125 [1 102-1 149]","895 [874-915]"
"Canada"," 2001","6.2 [6.09-6.3]","6.75 [6.61-6.9]","5.62 [5.49-5.75]","2 029 [1 995-2 064]","1 133 [1 111-1 159]","896 [875-916]"
"Canada"," 2000","6.23 [6.12-6.34]","6.79 [6.65-6.94]","5.64 [5.51-5.77]","2 074 [2 037-2 110]","1 160 [1 135-1 185]","914 [893-935]"
"Canada"," 1999","6.29 [6.17-6.4]","6.85 [6.71-7]","5.7 [5.56-5.83]","2 155 [2 114-2 193]","1 204 [1 178-1 230]","951 [928-973]"
"Canada"," 1998","6.39 [6.28-6.51]","6.97 [6.81-7.12]","5.79 [5.65-5.93]","2 237 [2 196-2 277]","1 250 [1 223-1 278]","987 [964-1 011]"
"Canada"," 1997","6.54 [6.42-6.65]","7.15 [7-7.3]","5.89 [5.75-6.02]","2 363 [2 322-2 404]","1 327 [1 300-1 355]","1 036 [1 012-1 060]"
"Canada"," 1996","6.72 [6.6-6.83]","7.36 [7.22-7.52]","6.04 [5.9-6.18]","2 519 [2 475-2 561]","1 417 [1 389-1 446]","1 102 [1 077-1 127]"
"Canada"," 1995","6.93 [6.81-7.05]","7.61 [7.46-7.76]","6.22 [6.08-6.36]","2 665 [2 620-2 709]","1 502 [1 472-1 533]","1 163 [1 137-1 189]"
"Canada"," 1994","7.17 [7.04-7.29]","7.88 [7.72-8.05]","6.41 [6.27-6.56]","2 800 [2 752-2 848]","1 582 [1 551-1 615]","1 218 [1 191-1 246]"
"Canada"," 1993","7.42 [7.29-7.54]","8.16 [8-8.33]","6.63 [6.48-6.78]","2 942 [2 892-2 993]","1 662 [1 629-1 697]","1 280 [1 251-1 309]"
"Canada"," 1992","7.68 [7.55-7.81]","8.46 [8.29-8.63]","6.86 [6.71-7.01]","3 093 [3 041-3 144]","1 748 [1 713-1 783]","1 345 [1 315-1 375]"
"Canada"," 1991","7.96 [7.82-8.09]","8.79 [8.61-8.97]","7.08 [6.92-7.24]","3 283 [3 228-3 340]","1 861 [1 824-1 899]","1 422 [1 391-1 455]"
"Canada"," 1990","8.25 [8.11-8.39]","9.13 [8.94-9.32]","7.32 [7.16-7.49]","3 421 [3 364-3 482]","1 941 [1 902-1 982]","1 480 [1 448-1 514]"
"Canada"," 1989","8.54 [8.4-8.7]","9.47 [9.28-9.67]","7.57 [7.4-7.74]","3 428 [3 369-3 491]","1 947 [1 908-1 989]","1 481 [1 447-1 515]"
"Canada"," 1988","8.83 [8.68-8.99]","9.8 [9.6-10]","7.82 [7.65-8]","3 444 [3 384-3 505]","1 957 [1 917-1 998]","1 487 [1 453-1 521]"
"Canada"," 1987","9.12 [8.97-9.28]","10.14 [9.94-10.35]","8.05 [7.87-8.23]","3 527 [3 467-3 588]","2 010 [1 971-2 052]","1 517 [1 484-1 550]"
"Canada"," 1986","9.42 [9.26-9.58]","10.44 [10.24-10.65]","8.35 [8.17-8.53]","3 646 [3 583-3 708]","2 073 [2 032-2 115]","1 573 [1 538-1 607]"
"Canada"," 1985","9.76 [9.59-9.93]","10.8 [10.57-11.01]","8.67 [8.48-8.86]","3 775 [3 710-3 840]","2 144 [2 101-2 188]","1 631 [1 595-1 668]"
"Canada"," 1984","10.15 [9.96-10.33]","11.22 [10.98-11.45]","9.02 [8.82-9.23]","3 914 [3 841-3 983]","2 222 [2 176-2 268]","1 692 [1 653-1 730]"
"Canada"," 1983","10.62 [10.42-10.81]","11.76 [11.52-12]","9.41 [9.2-9.62]","4 063 [3 989-4 136]","2 311 [2 264-2 359]","1 752 [1 712-1 791]"
"Canada"," 1982","11.17 [10.97-11.37]","12.42 [12.16-12.67]","9.86 [9.64-10.08]","4 242 [4 165-4 316]","2 420 [2 370-2 469]","1 822 [1 781-1 863]"
"Canada"," 1981","11.81 [11.6-12.01]","13.15 [12.88-13.4]","10.4 [10.18-10.63]","4 463 [4 384-4 540]","2 550 [2 499-2 601]","1 913 [1 872-1 955]"
"Canada"," 1980","12.53 [12.31-12.74]","13.93 [13.66-14.2]","11.05 [10.82-11.29]","4 710 [4 629-4 789]","2 689 [2 637-2 743]","2 021 [1 978-2 064]"
"Canada"," 1979","13.32 [13.09-13.55]","14.8 [14.51-15.1]","11.76 [11.51-12.02]","4 932 [4 846-5 017]","2 814 [2 759-2 871]","2 118 [2 073-2 165]"
"Canada"," 1978","14.17 [13.92-14.42]","15.72 [15.42-16.03]","12.53 [12.27-12.81]","5 191 [5 102-5 282]","2 957 [2 901-3 018]","2 234 [2 188-2 284]"
"Canada"," 1977","15.06 [14.81-15.33]","16.66 [16.35-17]","13.38 [13.09-13.66]","5 479 [5 386-5 576]","3 113 [3 056-3 177]","2 366 [2 316-2 417]"
"Canada"," 1976","15.99 [15.72-16.28]","17.73 [17.39-18.08]","14.16 [13.86-14.48]","5 738 [5 640-5 841]","3 267 [3 206-3 333]","2 471 [2 419-2 527]"
"Canada"," 1975","16.95 [16.66-17.25]","18.81 [18.45-19.18]","15 [14.69-15.33]","5 988 [5 885-6 094]","3 413 [3 349-3 482]","2 575 [2 522-2 633]"
"Canada"," 1974","17.93 [17.62-18.25]","19.91 [19.53-20.3]","15.85 [15.52-16.2]","6 262 [6 154-6 374]","3 574 [3 508-3 647]","2 688 [2 633-2 749]"
"Canada"," 1973","18.93 [18.6-19.26]","21.07 [20.66-21.48]","16.68 [16.33-17.03]","6 631 [6 517-6 748]","3 795 [3 724-3 871]","2 836 [2 778-2 898]"
"Canada"," 1972","19.94 [19.59-20.28]","22.24 [21.81-22.66]","17.51 [17.15-17.88]","7 109 [6 987-7 231]","4 078 [4 002-4 157]","3 031 [2 969-3 096]"
"Canada"," 1971","20.95 [20.59-21.31]","23.45 [23-23.9]","18.32 [17.95-18.71]","7 603 [7 474-7 735]","4 375 [4 293-4 461]","3 228 [3 164-3 298]"
"Canada"," 1970","21.95 [21.58-22.33]","24.55 [24.08-25.01]","19.24 [18.85-19.64]","8 006 [7 870-8 144]","4 597 [4 513-4 686]","3 409 [3 342-3 481]"
"Canada"," 1969","22.96 [22.57-23.35]","25.58 [25.1-26.08]","20.2 [19.8-20.62]","8 358 [8 216-8 500]","4 781 [4 692-4 875]","3 577 [3 507-3 651]"
"Canada"," 1968","23.96 [23.56-24.37]","26.61 [26.12-27.12]","21.18 [20.76-21.61]","8 808 [8 662-8 959]","5 017 [4 926-5 114]","3 791 [3 717-3 868]"
"Canada"," 1967","24.97 [24.56-25.4]","27.69 [27.18-28.21]","22.12 [21.68-22.56]","9 487 [9 329-9 649]","5 391 [5 294-5 494]","4 096 [4 014-4 176]"
"Canada"," 1966","26.02 [25.58-26.47]","28.94 [28.4-29.48]","22.96 [22.49-23.42]","10 455 [10 278-10 633]","5 963 [5 853-6 076]","4 492 [4 402-4 583]"
"Canada"," 1965","27.12 [26.67-27.58]","30.2 [29.66-30.77]","23.88 [23.41-24.37]","11 684 [11 491-11 882]","6 676 [6 558-6 802]","5 008 [4 911-5 111]"
"Canada"," 1964","28.24 [27.76-28.73]","31.57 [30.98-32.16]","24.75 [24.28-25.24]","12 758 [12 544-12 979]","7 314 [7 182-7 454]","5 444 [5 341-5 554]"
"Canada"," 1963","29.36 [28.88-29.87]","32.81 [32.22-33.42]","25.75 [25.25-26.26]","13 490 [13 267-13 724]","7 729 [7 592-7 876]","5 761 [5 651-5 877]"
"Canada"," 1962","30.47 [29.97-31.01]","33.96 [33.35-34.6]","26.8 [26.29-27.36]","14 127 [13 894-14 379]","8 078 [7 934-8 232]","6 049 [5 935-6 175]"
"Canada"," 1961","31.55 [31.03-32.11]","35.23 [34.58-35.9]","27.68 [27.14-28.26]","14 726 [14 484-14 991]","8 442 [8 291-8 606]","6 284 [6 164-6 417]"
"Canada"," 1960","32.6 [32.05-33.17]","36.44 [35.77-37.13]","28.56 [28.03-29.14]","15 240 [14 987-15 509]","8 747 [8 590-8 916]","6 493 [6 374-6 627]"
"Canada"," 1959","33.64 [33.07-34.23]","37.53 [36.84-38.25]","29.55 [28.98-30.15]","15 557 [15 295-15 833]","8 912 [8 752-9 085]","6 645 [6 519-6 783]"
"Canada"," 1958","34.7 [34.11-35.31]","38.64 [37.93-39.36]","30.57 [29.98-31.17]","15 794 [15 525-16 073]","9 031 [8 869-9 202]","6 763 [6 637-6 899]"
"Canada"," 1957","35.82 [35.21-36.44]","39.79 [39.05-40.53]","31.66 [31.04-32.27]","15 962 [15 690-16 237]","9 104 [8 940-9 276]","6 858 [6 725-6 993]"
"Canada"," 1956","37.04 [36.39-37.69]","40.96 [40.18-41.73]","32.92 [32.26-33.58]","16 060 [15 780-16 342]","9 118 [8 949-9 292]","6 942 [6 805-7 082]"
"Canada"," 1955","38.4 [37.68-39.07]","42.7 [41.85-43.5]","33.88 [33.18-34.58]","16 332 [16 029-16 620]","9 325 [9 143-9 501]","7 007 [6 866-7 154]"
"Canada"," 1954","39.95 [39.19-40.68]","44.54 [43.64-45.41]","35.13 [34.4-35.85]","","",""
"Canada"," 1953","41.77 [41.01-42.52]","46.52 [45.64-47.41]","36.78 [36.05-37.52]","","",""
"Canada"," 1952","43.85 [43.07-44.67]","48.75 [47.83-49.72]","38.71 [37.92-39.51]","","",""
"Canada"," 1951","46.13 [45.15-47.15]","51.19 [50.05-52.37]","40.83 [39.85-41.8]","","",""
"Canada"," 1950","48.56 [47.15-50.06]","53.82 [52.19-55.53]","43.04 [41.71-44.48]","","",""
"Canada"," 1949","51.13 [49.01-53.52]","","","","",""
"Chile"," 2021","6.55 [5.49-7.79]","7.09 [5.93-8.45]","5.99 [5.01-7.15]","1 492 [1 250-1 773]","823 [688-982]","669 [559-797]"
"Chile"," 2020","6.85 [6.06-7.73]","7.41 [6.54-8.39]","6.26 [5.52-7.08]","1 548 [1 369-1 745]","854 [753-966]","694 [611-784]"
"Chile"," 2019","7.15 [6.54-7.77]","7.73 [7.05-8.44]","6.54 [5.95-7.16]","1 599 [1 464-1 740]","882 [804-963]","717 [653-785]"
"Chile"," 2018","7.4 [6.89-7.92]","8 [7.43-8.6]","6.77 [6.28-7.28]","1 651 [1 539-1 767]","911 [845-978]","740 [687-797]"
"Chile"," 2017","7.61 [7.19-8.05]","8.23 [7.74-8.73]","6.96 [6.54-7.41]","1 724 [1 630-1 825]","950 [894-1 008]","774 [727-824]"
"Chile"," 2016","7.79 [7.45-8.15]","8.46 [8.05-8.87]","7.1 [6.75-7.46]","1 816 [1 737-1 899]","1 004 [956-1 053]","812 [772-853]"
"Chile"," 2015","7.96 [7.72-8.2]","8.63 [8.34-8.93]","7.26 [7-7.52]","1 892 [1 835-1 949]","1 047 [1 010-1 082]","845 [815-875]"
"Chile"," 2014","8.11 [7.91-8.31]","8.77 [8.53-9.02]","7.41 [7.19-7.64]","1 941 [1 894-1 990]","1 072 [1 042-1 102]","869 [843-896]"
"Chile"," 2013","8.25 [8.06-8.44]","8.93 [8.69-9.17]","7.53 [7.32-7.75]","1 979 [1 933-2 024]","1 093 [1 064-1 122]","886 [861-911]"
"Chile"," 2012","8.39 [8.2-8.58]","9.07 [8.83-9.31]","7.68 [7.47-7.9]","2 022 [1 975-2 068]","1 116 [1 086-1 144]","906 [881-932]"
"Chile"," 2011","8.54 [8.34-8.75]","9.23 [8.99-9.49]","7.82 [7.6-8.05]","2 067 [2 019-2 117]","1 140 [1 110-1 171]","927 [901-954]"
"Chile"," 2010","8.7 [8.52-8.89]","9.43 [9.2-9.67]","7.94 [7.73-8.15]","2 106 [2 061-2 152]","1 165 [1 136-1 194]","941 [916-967]"
"Chile"," 2009","8.82 [8.62-9.04]","9.61 [9.35-9.87]","8.01 [7.78-8.23]","2 122 [2 073-2 172]","1 180 [1 148-1 212]","942 [916-969]"
"Chile"," 2008","8.88 [8.68-9.08]","9.68 [9.44-9.93]","8.05 [7.83-8.27]","2 105 [2 058-2 152]","1 172 [1 142-1 203]","933 [908-958]"
"Chile"," 2007","8.91 [8.71-9.1]","9.74 [9.5-9.99]","8.03 [7.82-8.25]","2 075 [2 029-2 121]","1 161 [1 131-1 189]","914 [890-940]"
"Chile"," 2006","8.96 [8.76-9.18]","9.81 [9.55-10.07]","8.08 [7.85-8.31]","2 066 [2 019-2 115]","1 157 [1 126-1 188]","909 [884-936]"
"Chile"," 2005","9.1 [8.91-9.29]","9.96 [9.72-10.21]","8.19 [7.98-8.41]","2 099 [2 055-2 145]","1 176 [1 148-1 206]","923 [899-947]"
"Chile"," 2004","9.29 [9.07-9.51]","10.17 [9.91-10.45]","8.36 [8.12-8.59]","2 170 [2 119-2 221]","1 216 [1 184-1 248]","954 [928-981]"
"Chile"," 2003","9.51 [9.3-9.72]","10.4 [10.14-10.66]","8.58 [8.35-8.81]","2 271 [2 221-2 321]","1 270 [1 237-1 301]","1 001 [975-1 028]"
"Chile"," 2002","9.81 [9.59-10.03]","10.72 [10.45-11]","8.85 [8.61-9.09]","2 385 [2 331-2 438]","1 333 [1 298-1 366]","1 052 [1 024-1 081]"
"Chile"," 2001","10.26 [10.02-10.51]","11.21 [10.91-11.51]","9.27 [9.02-9.53]","2 522 [2 461-2 582]","1 408 [1 369-1 445]","1 114 [1 083-1 145]"
"Chile"," 2000","10.89 [10.66-11.13]","11.87 [11.59-12.16]","9.86 [9.61-10.12]","2 722 [2 664-2 781]","1 518 [1 480-1 554]","1 204 [1 174-1 236]"
"Chile"," 1999","11.52 [11.24-11.81]","12.58 [12.25-12.93]","10.4 [10.11-10.7]","2 951 [2 880-3 026]","1 649 [1 605-1 694]","1 302 [1 266-1 339]"
"Chile"," 1998","11.93 [11.66-12.21]","13.04 [12.71-13.38]","10.77 [10.48-11.06]","3 137 [3 066-3 210]","1 755 [1 710-1 800]","1 382 [1 345-1 419]"
"Chile"," 1997","12.2 [11.93-12.47]","13.32 [13-13.66]","11.02 [10.73-11.31]","3 283 [3 212-3 357]","1 836 [1 792-1 883]","1 447 [1 409-1 486]"
"Chile"," 1996","12.53 [12.24-12.84]","13.69 [13.35-14.06]","11.31 [11.01-11.62]","3 446 [3 365-3 529]","1 928 [1 878-1 978]","1 518 [1 478-1 560]"
"Chile"," 1995","13.11 [12.82-13.39]","14.3 [13.95-14.65]","11.85 [11.55-12.15]","3 678 [3 598-3 758]","2 053 [2 002-2 103]","1 625 [1 583-1 666]"
"Chile"," 1994","13.92 [13.59-14.24]","15.19 [14.8-15.58]","12.59 [12.25-12.93]","3 977 [3 882-4 068]","2 220 [2 161-2 275]","1 757 [1 709-1 804]"
"Chile"," 1993","14.98 [14.64-15.31]","16.38 [15.97-16.78]","13.51 [13.16-13.86]","4 323 [4 227-4 420]","2 419 [2 359-2 478]","1 904 [1 854-1 954]"
"Chile"," 1992","16.24 [15.88-16.61]","17.78 [17.35-18.22]","14.62 [14.25-15.01]","4 749 [4 644-4 859]","2 662 [2 597-2 728]","2 087 [2 035-2 142]"
"Chile"," 1991","17.64 [17.23-18.07]","19.35 [18.86-19.85]","15.86 [15.44-16.29]","5 198 [5 075-5 324]","2 919 [2 845-2 995]","2 279 [2 219-2 341]"
"Chile"," 1990","19.08 [18.66-19.49]","20.95 [20.46-21.44]","17.13 [16.71-17.55]","5 591 [5 468-5 712]","3 143 [3 071-3 218]","2 448 [2 388-2 509]"
"Chile"," 1989","20.38 [19.91-20.86]","22.37 [21.82-22.95]","18.28 [17.8-18.77]","5 910 [5 774-6 050]","3 322 [3 239-3 407]","2 588 [2 519-2 657]"
"Chile"," 1988","21.34 [20.87-21.82]","23.44 [22.88-24.01]","19.13 [18.65-19.62]","6 108 [5 973-6 246]","3 434 [3 351-3 516]","2 674 [2 606-2 743]"
"Chile"," 1987","21.92 [21.44-22.44]","24.1 [23.53-24.71]","19.63 [19.14-20.13]","6 184 [6 048-6 330]","3 477 [3 394-3 565]","2 707 [2 640-2 777]"
