"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Djibouti"," 1998","104.66 [90.05-123.5]","111.51 [95.7-131.91]","97.4 [83.18-115.66]","2 343 [2 017-2 763]","1 272 [1 092-1 501]","1 071 [915-1 269]"
"Djibouti"," 1997","106.35 [91.77-125.12]","113.29 [97.71-133.73]","98.96 [84.91-117.2]","2 357 [2 034-2 772]","1 279 [1 102-1 507]","1 078 [925-1 274]"
"Djibouti"," 1996","107.92 [93.21-126.3]","115.03 [99.14-135.26]","100.34 [86.41-118.1]","2 410 [2 083-2 820]","1 309 [1 127-1 538]","1 101 [948-1 295]"
"Djibouti"," 1995","109.33 [94.74-127.43]","116.56 [100.6-136.3]","101.68 [87.68-119.08]","2 472 [2 144-2 879]","1 342 [1 159-1 567]","1 130 [975-1 321]"
"Djibouti"," 1994","110.69 [96.07-128.39]","118.16 [102-137.5]","102.82 [88.87-119.97]","2 495 [2 168-2 890]","1 357 [1 172-1 575]","1 138 [985-1 326]"
"Djibouti"," 1993","112.11 [97.41-129.79]","119.5 [103.3-138.93]","104.28 [89.99-121.33]","2 566 [2 234-2 963]","1 394 [1 207-1 615]","1 172 [1 013-1 360]"
"Djibouti"," 1992","113.7 [98.58-131.43]","121.27 [104.64-141.06]","105.77 [91.01-122.95]","2 613 [2 274-3 010]","1 421 [1 230-1 645]","1 192 [1 029-1 383]"
"Djibouti"," 1991","115.61 [99.6-133.78]","123.23 [105.88-143.36]","107.55 [92.25-125.49]","2 477 [2 142-2 855]","1 346 [1 160-1 560]","1 131 [973-1 314]"
"Djibouti"," 1990","117.82 [101.36-136.64]","125.5 [107.36-146.25]","109.78 [93.63-128.03]","2 321 [2 004-2 685]","1 260 [1 081-1 462]","1 061 [908-1 234]"
"Djibouti"," 1989","120.36 [103.18-139.95]","128.1 [109.38-149.44]","112.17 [95.65-131.31]","2 223 [1 911-2 576]","1 206 [1 032-1 401]","1 017 [869-1 185]"
"Djibouti"," 1988","123.21 [105.39-143.54]","131.02 [111.72-153.34]","114.94 [97.97-134.71]","2 157 [1 851-2 506]","1 170 [999-1 363]","987 [843-1 154]"
"Djibouti"," 1987","126.36 [108.23-147.79]","134.28 [114.51-157.4]","118.11 [100.48-138.51]","2 101 [1 805-2 451]","1 138 [972-1 329]","963 [822-1 127]"
"Djibouti"," 1986","129.79 [110.89-152.31]","137.83 [117.34-162.28]","121.5 [102.98-143.13]","2 061 [1 765-2 411]","1 114 [951-1 308]","947 [804-1 111]"
"Djibouti"," 1985","133.57 [113.63-157.14]","141.65 [120.28-167.23]","125.08 [105.65-148]","2 043 [1 744-2 396]","1 104 [940-1 298]","939 [796-1 108]"
"Djibouti"," 1984","137.47 [116.42-162.41]","145.71 [123.34-172.76]","128.98 [108.17-153.15]","2 041 [1 734-2 403]","1 101 [935-1 301]","940 [791-1 112]"
"Djibouti"," 1983","141.5 [119.32-168.31]","149.74 [126.29-178.78]","132.92 [111.06-158.77]","2 039 [1 725-2 415]","1 099 [930-1 305]","940 [788-1 119]"
"Djibouti"," 1982","145.76 [121.98-174.27]","154.13 [128.95-185.28]","136.89 [113.9-164.27]","2 025 [1 702-2 411]","1 091 [917-1 304]","934 [780-1 115]"
"Djibouti"," 1981","149.89 [124.6-180.5]","158.53 [131.77-192.02]","141.08 [116.4-170.08]","1 985 [1 659-2 379]","1 069 [892-1 287]","916 [760-1 100]"
"Djibouti"," 1980","154.26 [127.23-187.45]","162.83 [133.84-198.93]","145.1 [118.55-177.04]","","",""
"Djibouti"," 1979","158.48 [129.12-195.57]","167.36 [135.75-207.39]","149.2 [120.9-184.51]","","",""
"Djibouti"," 1978","163.07 [130.67-204.35]","172.09 [137.33-216.4]","153.61 [122.58-193.58]","","",""
"Djibouti"," 1977","167.87 [131.59-215.53]","176.9 [138.34-227.74]","158.11 [123.52-203.79]","","",""
"Djibouti"," 1976","172.69 [132.15-227.47]","181.83 [138.55-240.63]","163.05 [123.89-215.62]","","",""
"Egypt"," 2021","18.96 [12.28-29.15]","20.18 [13.03-31.13]","17.66 [11.45-27.35]","46 892 [30 380-72 097]","25 600 [16 539-39 460]","21 292 [13 803-32 951]"
"Egypt"," 2020","19.58 [13.12-29.18]","20.84 [13.98-31.17]","18.29 [12.25-27.25]","48 769 [32 684-72 675]","26 586 [17 849-39 789]","22 183 [14 883-33 077]"
"Egypt"," 2019","20.29 [14.08-29.12]","21.55 [14.96-31.07]","18.94 [13.11-27.23]","51 294 [35 608-73 632]","27 940 [19 379-40 253]","23 354 [16 164-33 575]"
"Egypt"," 2018","21.02 [15.11-29.15]","22.3 [16.08-31.05]","19.66 [14.06-27.27]","53 936 [38 779-74 837]","29 324 [21 144-40 843]","24 612 [17 607-34 141]"
"Egypt"," 2017","21.78 [16.3-29.08]","23.1 [17.26-30.9]","20.38 [15.12-27.33]","56 256 [42 114-75 109]","30 560 [22 832-40 874]","25 696 [19 058-34 443]"
"Egypt"," 2016","22.58 [17.5-29.19]","23.94 [18.53-31.03]","21.14 [16.32-27.4]","59 835 [46 384-77 305]","32 498 [25 161-42 080]","27 337 [21 107-35 401]"
"Egypt"," 2015","23.42 [18.73-29.24]","24.8 [19.84-31.07]","21.94 [17.51-27.54]","63 129 [50 516-78 709]","34 272 [27 419-42 840]","28 857 [23 032-36 158]"
"Egypt"," 2014","24.32 [20.02-29.47]","25.72 [21.14-31.36]","22.82 [18.72-27.79]","64 265 [52 954-77 787]","34 848 [28 646-42 424]","29 417 [24 125-35 750]"
"Egypt"," 2013","25.34 [21.34-29.98]","26.77 [22.52-31.82]","23.78 [20-28.23]","64 833 [54 658-76 617]","35 150 [29 574-41 653]","29 683 [24 956-35 150]"
"Egypt"," 2012","26.44 [22.74-30.55]","27.92 [23.96-32.4]","24.84 [21.29-28.89]","64 896 [55 862-74 904]","35 179 [30 194-40 764]","29 717 [25 469-34 510]"
"Egypt"," 2011","27.58 [24.16-31.35]","29.09 [25.4-33.2]","25.96 [22.66-29.71]","65 232 [57 184-74 087]","35 339 [30 877-40 288]","29 893 [26 101-34 170]"
"Egypt"," 2010","28.79 [25.57-32.29]","30.36 [26.85-34.2]","27.16 [24.02-30.61]","65 508 [58 236-73 415]","35 468 [31 408-39 942]","30 040 [26 599-33 856]"
"Egypt"," 2009","30.08 [27.04-33.38]","31.63 [28.35-35.32]","28.4 [25.43-31.71]","65 947 [59 324-73 148]","35 632 [31 931-39 740]","30 315 [27 131-33 804]"
"Egypt"," 2008","31.41 [28.48-34.66]","32.99 [29.82-36.58]","29.72 [26.85-32.98]","67 356 [61 100-74 286]","36 306 [32 821-40 221]","31 050 [28 047-34 425]"
"Egypt"," 2007","32.81 [30-35.92]","34.37 [31.27-37.82]","31.16 [28.35-34.28]","68 720 [62 879-75 197]","36 899 [33 587-40 574]","31 821 [28 955-34 979]"
"Egypt"," 2006","34.27 [31.51-37.33]","35.88 [32.84-39.24]","32.6 [29.83-35.66]","70 210 [64 595-76 449]","37 623 [34 464-41 148]","32 587 [29 835-35 649]"
"Egypt"," 2005","35.86 [33.11-38.86]","37.5 [34.51-40.79]","34.14 [31.37-37.18]","72 213 [66 705-78 219]","38 636 [35 566-42 009]","33 577 [30 854-36 539]"
"Egypt"," 2004","37.59 [34.81-40.55]","39.28 [36.25-42.59]","35.78 [33.05-38.74]","74 672 [69 180-80 508]","39 941 [36 857-43 261]","34 731 [32 070-37 562]"
"Egypt"," 2003","39.49 [36.69-42.44]","41.21 [38.17-44.52]","37.62 [34.83-40.63]","77 564 [72 103-83 335]","41 502 [38 426-44 783]","36 062 [33 370-38 902]"
"Egypt"," 2002","41.62 [38.77-44.6]","43.42 [40.34-46.74]","39.68 [36.82-42.72]","80 806 [75 305-86 550]","43 301 [40 217-46 576]","37 505 [34 793-40 343]"
"Egypt"," 2001","44.02 [41.09-47.08]","45.86 [42.69-49.22]","42.05 [39.11-45.13]","84 512 [78 908-90 355]","45 289 [42 163-48 590]","39 223 [36 483-42 072]"
"Egypt"," 2000","46.7 [43.74-49.84]","48.5 [45.32-51.88]","44.77 [41.76-47.99]","88 679 [83 083-94 616]","47 418 [44 305-50 678]","41 261 [38 490-44 214]"
"Egypt"," 1999","49.68 [46.67-52.86]","51.38 [48.1-54.81]","47.88 [44.82-51.15]","93 716 [88 081-99 681]","49 912 [46 752-53 226]","43 804 [41 021-46 775]"
"Egypt"," 1998","52.97 [49.85-56.24]","54.49 [51.14-58.03]","51.35 [48.23-54.82]","99 002 [93 207-105 087]","52 471 [49 256-55 862]","46 531 [43 715-49 654]"
"Egypt"," 1997","56.6 [53.36-59.92]","57.95 [54.46-61.53]","55.15 [51.9-58.65]","104 830 [98 852-110 971]","55 329 [52 006-58 722]","49 501 [46 587-52 618]"
"Egypt"," 1996","60.49 [57.13-63.98]","61.58 [57.97-65.28]","59.34 [55.86-63]","111 883 [105 686-118 310]","58 761 [55 327-62 291]","53 122 [50 015-56 388]"
"Egypt"," 1995","64.64 [61.09-68.32]","65.36 [61.62-69.34]","63.87 [60.18-67.75]","119 901 [113 345-126 703]","62 601 [59 012-66 389]","57 300 [54 010-60 776]"
"Egypt"," 1994","68.92 [65.24-72.82]","69.27 [65.34-73.46]","68.55 [64.73-72.73]","128 557 [121 697-135 815]","66 739 [62 970-70 759]","61 818 [58 369-65 574]"
"Egypt"," 1993","73.19 [69.37-77.33]","73.13 [69.09-77.49]","73.24 [69.27-77.67]","137 618 [130 465-145 389]","71 020 [67 100-75 234]","66 598 [63 001-70 626]"
"Egypt"," 1992","77.36 [73.5-81.55]","77.04 [72.9-81.41]","77.69 [73.55-82.11]","145 507 [138 274-153 382]","74 738 [70 740-78 971]","70 769 [67 005-74 797]"
"Egypt"," 1991","81.46 [77.55-85.71]","81.05 [76.95-85.45]","81.87 [77.72-86.35]","153 214 [145 903-161 206]","78 508 [74 536-82 756]","74 706 [70 914-78 788]"
"Egypt"," 1990","85.69 [81.59-90.03]","85.32 [81.07-89.9]","86.07 [81.72-90.71]","162 639 [154 924-170 873]","83 294 [79 183-87 729]","79 345 [75 364-83 611]"
"Egypt"," 1989","90.3 [85.95-94.9]","90.03 [85.46-94.82]","90.64 [86.04-95.48]","172 587 [164 321-181 296]","88 417 [84 000-93 095]","84 170 [79 959-88 656]"
"Egypt"," 1988","95.73 [91.08-100.63]","95.37 [90.48-100.48]","96.12 [91.2-101.26]","182 708 [173 927-191 981]","93 492 [88 730-98 456]","89 216 [84 695-93 939]"
"Egypt"," 1987","102.23 [97.38-107.47]","101.78 [96.67-107.2]","102.71 [97.53-108.16]","193 128 [184 033-202 876]","98 697 [93 773-103 903]","94 431 [89 711-99 390]"
"Egypt"," 1986","109.97 [104.8-115.55]","109.37 [104.05-115.09]","110.59 [105.03-116.27]","204 952 [195 429-215 215]","104 673 [99 613-110 094]","100 279 [95 262-105 376]"
"Egypt"," 1985","118.93 [113.37-124.78]","118.19 [112.52-124.27]","119.67 [113.74-125.83]","218 359 [208 309-228 918]","111 625 [106 316-117 218]","106 734 [101 477-112 134]"
"Egypt"," 1984","128.78 [122.8-135.1]","127.67 [121.47-134.28]","129.89 [123.46-136.64]","232 941 [222 266-244 152]","118 952 [113 228-124 964]","113 989 [108 408-119 781]"
"Egypt"," 1983","138.92 [132.37-145.89]","137.52 [130.72-144.8]","140.39 [133.62-147.73]","246 808 [235 291-259 017]","125 851 [119 687-132 416]","120 957 [115 164-127 224]"
"Egypt"," 1982","148.89 [141.9-156.38]","147.12 [139.97-154.86]","150.75 [143.57-158.63]","258 964 [247 033-271 796]","131 826 [125 494-138 662]","127 138 [121 153-133 656]"
"Egypt"," 1981","158.67 [151.43-166.53]","156.71 [149.13-164.92]","160.71 [153.07-169.1]","271 512 [259 340-284 695]","138 253 [131 673-145 336]","133 259 [126 986-140 100]"
"Egypt"," 1980","168.28 [160.51-176.64]","165.94 [157.89-174.61]","170.68 [162.4-179.61]","283 849 [271 023-297 604]","144 442 [137 519-151 781]","139 407 [132 777-146 517]"
"Egypt"," 1979","177.86 [169.4-186.82]","175.16 [166.55-184.25]","180.67 [171.77-190.11]","293 773 [280 150-308 262]","149 363 [142 134-156 960]","144 410 [137 380-151 801]"
"Egypt"," 1978","187.6 [178.46-196.99]","184.62 [175.45-194.35]","190.73 [181.06-200.68]","301 932 [287 460-316 780]","153 501 [145 964-161 411]","148 431 [141 004-155 966]"
"Egypt"," 1977","197.51 [187.81-207.62]","194.17 [184.43-204.52]","201.06 [190.74-211.72]","310 624 [295 680-326 154]","157 791 [149 996-165 980]","152 833 [145 097-160 710]"
"Egypt"," 1976","207.32 [197.07-218.21]","203.49 [193.11-214.55]","211.3 [200.36-222.96]","319 554 [304 091-335 954]","162 079 [153 878-170 677]","157 475 [149 354-165 898]"
"Egypt"," 1975","216.72 [205.94-228.42]","212.47 [201.59-224.22]","221.14 [209.58-233.63]","327 324 [311 404-344 572]","165 783 [157 385-174 704]","161 541 [153 180-170 422]"
"Egypt"," 1974","225.29 [213.82-237.82]","220.41 [209.1-233.08]","230.39 [218.07-243.84]","333 634 [316 905-351 701]","168 547 [159 980-177 964]","165 087 [156 441-174 468]"
"Egypt"," 1973","232.51 [220.52-245.84]","227.29 [215.1-240.77]","238.04 [225.11-252.22]","339 317 [322 159-358 380]","171 215 [162 198-181 103]","168 102 [159 090-177 891]"
"Egypt"," 1972","238.13 [225.59-251.92]","232.56 [219.88-246.72]","244.12 [230.47-258.78]","342 987 [325 266-362 589]","172 840 [163 587-183 146]","170 147 [160 780-180 217]"
"Egypt"," 1971","242.6 [229.29-257.07]","236.83 [223.42-251.81]","248.61 [234.48-263.99]","344 073 [325 532-364 282]","173 320 [163 691-183 997]","170 753 [161 124-181 118]"
"Egypt"," 1970","246.29 [232.37-261.2]","240.67 [226.58-255.82]","252.13 [237.24-267.92]","344 408 [325 280-364 849]","173 604 [163 598-184 295]","170 804 [160 833-181 211]"
"Egypt"," 1969","249.69 [234.84-265.22]","244.51 [229.46-260.05]","255.09 [239.37-271.64]","344 600 [324 544-365 630]","174 017 [163 570-184 904]","170 583 [160 212-181 399]"
"Egypt"," 1968","253.47 [237.82-269.75]","248.4 [232.55-264.9]","258.69 [242.1-275.84]","345 155 [324 287-366 823]","174 366 [163 324-185 575]","170 789 [160 041-181 772]"
"Egypt"," 1967","257.98 [241.71-275.23]","253.13 [236.34-270.79]","263.03 [245.68-281.29]","346 652 [325 255-369 077]","175 233 [163 876-187 062]","171 419 [160 274-183 007]"
"Egypt"," 1966","263.52 [246.21-282.08]","258.94 [241.34-277.7]","268.42 [250.02-287.87]","348 887 [326 459-372 559]","176 516 [164 813-188 934]","172 371 [160 803-184 414]"
"Egypt"," 1965","270.48 [252.01-290.3]","265.75 [247.24-286.1]","275.24 [255.74-296.36]","353 489 [329 923-378 589]","178 856 [166 686-192 003]","174 633 [162 560-187 503]"
"Egypt"," 1964","278.6 [258.91-300.15]","274.23 [254.05-296.19]","283.17 [262.41-306.17]","360 154 [335 640-387 093]","182 457 [169 485-196 447]","177 697 [165 007-191 551]"
"Egypt"," 1963","287.62 [266.31-311.62]","283.72 [261.87-307.66]","292.14 [269.28-317.24]","366 632 [340 363-395 912]","185 946 [172 135-201 133]","180 686 [167 152-195 729]"
"Egypt"," 1962","297.66 [273.89-323.7]","293.6 [269.8-319.98]","301.79 [276.68-328.82]","374 284 [345 491-405 732]","189 931 [175 009-206 224]","184 353 [169 522-200 155]"
"Egypt"," 1961","307.76 [281.85-336.53]","303.93 [277.87-332.97]","311.79 [284.62-341.46]","382 390 [351 277-416 585]","194 178 [178 046-211 993]","188 212 [172 374-205 338]"
"Egypt"," 1960","317.8 [289.69-348.7]","314.24 [286.07-345.46]","321.54 [292.12-353.45]","390 808 [357 226-427 493]","198 660 [181 412-217 592]","192 148 [175 151-210 409]"
"Egypt"," 1959","327.64 [297.51-360.56]","324.06 [293.54-357.5]","331.16 [299.8-365.58]","","",""
"Egypt"," 1958","337.05 [304.34-372.42]","333.57 [300.78-369.68]","340.54 [306.51-377.21]","","",""
"Egypt"," 1957","346.3 [310.61-385.54]","343.07 [307.18-382.91]","349.74 [312.68-390.7]","","",""
"Egypt"," 1956","355.4 [315.53-399.54]","352.15 [312.11-397.9]","358.54 [317.61-404.26]","","",""
"Egypt"," 1955","364.68 [318.47-417.4]","361.84 [315.4-415.02]","367.91 [320.17-421.77]","","",""
"Iran (Islamic Republic of)"," 2021","12.63 [7.11-22.25]","13.23 [7.41-23.29]","11.99 [6.75-21.17]","15 806 [8 918-27 861]","8 491 [4 763-14 958]","7 315 [4 124-12 922]"
"Iran (Islamic Republic of)"," 2020","13.05 [7.6-22.25]","13.65 [7.93-23.24]","12.4 [7.22-21.19]","17 044 [9 943-29 075]","9 148 [5 322-15 594]","7 896 [4 601-13 502]"
"Iran (Islamic Republic of)"," 2019","13.49 [8.17-22.09]","14.16 [8.53-23.24]","12.83 [7.74-21.1]","19 049 [11 547-31 206]","10 245 [6 186-16 853]","8 804 [5 323-14 500]"
"Iran (Islamic Republic of)"," 2018","13.98 [8.78-22.14]","14.62 [9.18-23.18]","13.3 [8.36-21.05]","21 345 [13 406-33 780]","11 469 [7 203-18 174]","9 876 [6 207-15 621]"
"Iran (Islamic Republic of)"," 2017","14.46 [9.45-22.14]","15.12 [9.84-23.21]","13.78 [9-21.07]","22 723 [14 851-34 769]","12 200 [7 951-18 722]","10 523 [6 875-16 085]"
"Iran (Islamic Republic of)"," 2016","15 [10.15-22.12]","15.65 [10.59-23.17]","14.28 [9.66-21.08]","23 550 [15 950-34 710]","12 638 [8 542-18 677]","10 912 [7 379-16 081]"
"Iran (Islamic Republic of)"," 2015","15.53 [10.96-22.07]","16.2 [11.41-23.07]","14.8 [10.43-21.02]","24 241 [17 103-34 399]","12 996 [9 151-18 466]","11 245 [7 920-15 934]"
"Iran (Islamic Republic of)"," 2014","16.15 [11.83-22.01]","16.85 [12.32-22.98]","15.39 [11.29-21.03]","24 675 [18 088-33 602]","13 230 [9 674-18 024]","11 445 [8 400-15 621]"
"Iran (Islamic Republic of)"," 2013","16.8 [12.8-22.01]","17.54 [13.3-22.97]","16.06 [12.24-21.09]","24 718 [18 844-32 340]","13 230 [10 055-17 336]","11 488 [8 771-15 095]"
"Iran (Islamic Republic of)"," 2012","17.53 [13.89-22.12]","18.3 [14.45-23.09]","16.75 [13.24-21.18]","24 648 [19 534-31 073]","13 189 [10 427-16 634]","11 459 [9 064-14 489]"
"Iran (Islamic Republic of)"," 2011","18.36 [15.09-22.35]","19.11 [15.64-23.35]","17.58 [14.39-21.42]","24 700 [20 304-30 045]","13 179 [10 789-16 088]","11 521 [9 431-14 030]"
"Iran (Islamic Republic of)"," 2010","19.31 [16.36-22.78]","20.06 [16.96-23.77]","18.52 [15.65-21.91]","25 153 [21 318-29 654]","13 396 [11 326-15 854]","11 757 [9 941-13 908]"
"Iran (Islamic Republic of)"," 2009","20.42 [17.74-23.46]","21.18 [18.32-24.48]","19.59 [16.96-22.58]","25 847 [22 454-29 662]","13 748 [11 890-15 866]","12 099 [10 474-13 924]"
"Iran (Islamic Republic of)"," 2008","21.71 [19.18-24.43]","22.5 [19.78-25.49]","20.84 [18.36-23.63]","26 581 [23 497-29 896]","14 124 [12 417-15 979]","12 457 [10 974-14 108]"
"Iran (Islamic Republic of)"," 2007","23.12 [20.67-25.78]","23.94 [21.29-26.79]","22.25 [19.78-25]","27 298 [24 417-30 427]","14 475 [12 877-16 184]","12 823 [11 410-14 399]"
"Iran (Islamic Republic of)"," 2006","24.67 [22.12-27.41]","25.49 [22.78-28.44]","23.77 [21.25-26.6]","28 146 [25 250-31 256]","14 892 [13 309-16 591]","13 254 [11 844-14 816]"
"Iran (Islamic Republic of)"," 2005","26.32 [23.62-29.33]","27.15 [24.32-30.36]","25.43 [22.72-28.47]","29 241 [26 254-32 556]","15 427 [13 816-17 229]","13 814 [12 340-15 453]"
"Iran (Islamic Republic of)"," 2004","28.12 [25.22-31.44]","28.97 [25.88-32.45]","27.23 [24.31-30.58]","30 571 [27 430-34 166]","16 090 [14 385-18 020]","14 481 [12 934-16 253]"
"Iran (Islamic Republic of)"," 2003","30.04 [26.94-33.63]","30.88 [27.6-34.67]","29.14 [26.03-32.77]","32 371 [29 037-36 222]","16 999 [15 193-19 067]","15 372 [13 729-17 268]"
"Iran (Islamic Republic of)"," 2002","32.03 [28.77-35.84]","32.85 [29.43-36.83]","31.17 [27.87-34.99]","34 496 [30 994-38 577]","18 061 [16 186-20 236]","16 435 [14 698-18 440]"
"Iran (Islamic Republic of)"," 2001","34.05 [30.67-37.94]","34.88 [31.37-38.99]","33.17 [29.76-37.05]","36 503 [32 891-40 658]","19 083 [17 165-21 318]","17 420 [15 625-19 447]"
"Iran (Islamic Republic of)"," 2000","36.08 [32.66-40.02]","36.89 [33.32-41.06]","35.19 [31.76-39.15]","38 626 [34 962-42 840]","20 149 [18 184-22 421]","18 477 [16 664-20 543]"
"Iran (Islamic Republic of)"," 1999","38.07 [34.64-42.04]","38.9 [35.31-43.14]","37.18 [33.67-41.2]","41 060 [37 340-45 371]","21 376 [19 390-23 714]","19 684 [17 818-21 818]"
"Iran (Islamic Republic of)"," 1998","40.03 [36.55-44.06]","40.83 [37.21-45.09]","39.17 [35.62-43.26]","44 183 [40 302-48 698]","22 927 [20 867-25 343]","21 256 [19 305-23 501]"
"Iran (Islamic Republic of)"," 1997","41.95 [38.42-46.06]","42.78 [39.09-47.07]","41.09 [37.5-45.31]","48 732 [44 556-53 608]","25 240 [23 024-27 813]","23 492 [21 410-25 951]"
"Iran (Islamic Republic of)"," 1996","43.83 [40.29-48.04]","44.62 [40.85-49.01]","43.04 [39.36-47.34]","54 969 [50 427-60 359]","28 380 [25 942-31 243]","26 589 [24 288-29 313]"
"Iran (Islamic Republic of)"," 1995","45.73 [42.06-50.07]","46.42 [42.51-50.89]","45.04 [41.22-49.5]","62 541 [57 424-68 597]","32 179 [29 438-35 336]","30 362 [27 753-33 436]"
"Iran (Islamic Republic of)"," 1994","47.66 [43.91-52.11]","48.26 [44.25-52.96]","47.03 [43.14-51.62]","72 309 [66 554-79 157]","37 139 [34 012-40 813]","35 170 [32 237-38 633]"
"Iran (Islamic Republic of)"," 1993","49.7 [45.81-54.32]","50.23 [46.11-55.08]","49.17 [45.14-53.88]","82 469 [75 996-90 177]","42 268 [38 795-46 375]","40 201 [36 906-44 088]"
"Iran (Islamic Republic of)"," 1992","51.95 [47.88-56.69]","52.38 [48.06-57.38]","51.5 [47.29-56.34]","90 925 [83 796-99 210]","46 480 [42 666-50 909]","44 445 [40 818-48 621]"
"Iran (Islamic Republic of)"," 1991","54.46 [50.21-59.39]","54.88 [50.35-60.03]","54.07 [49.67-59.22]","97 725 [90 082-106 541]","49 839 [45 741-54 535]","47 886 [44 004-52 460]"
"Iran (Islamic Republic of)"," 1990","57.31 [52.81-62.41]","57.64 [52.87-62.91]","57.04 [52.36-62.36]","104 112 [95 951-113 393]","52 878 [48 551-57 756]","51 234 [47 073-56 056]"
"Iran (Islamic Republic of)"," 1989","60.46 [55.73-65.81]","60.55 [55.58-66.06]","60.36 [55.48-65.98]","112 193 [103 439-122 119]","56 649 [52 018-61 786]","55 544 [51 052-60 700]"
"Iran (Islamic Republic of)"," 1988","63.94 [58.9-69.49]","63.9 [58.62-69.7]","63.95 [58.73-69.86]","120 930 [111 435-131 374]","60 811 [55 794-66 297]","60 119 [55 208-65 631]"
"Iran (Islamic Republic of)"," 1987","67.69 [62.27-73.72]","67.52 [61.85-73.7]","67.86 [62.23-74.18]","130 018 [119 673-141 504]","65 171 [59 742-71 082]","64 847 [59 498-70 848]"
"Iran (Islamic Republic of)"," 1986","71.68 [65.85-78.19]","71.38 [65.27-78]","72 [65.98-78.79]","138 597 [127 421-151 016]","69 346 [63 470-75 703]","69 251 [63 524-75 703]"
"Iran (Islamic Republic of)"," 1985","76 [69.68-83.1]","75.62 [69.04-82.81]","76.43 [69.9-83.88]","145 975 [134 022-159 394]","72 983 [66 751-79 836]","72 992 [66 872-80 015]"
"Iran (Islamic Republic of)"," 1984","80.85 [73.91-88.62]","80.34 [73.23-88.27]","81.36 [74.18-89.61]","152 418 [139 578-166 792]","76 177 [69 529-83 557]","76 241 [69 609-83 834]"
"Iran (Islamic Republic of)"," 1983","86.27 [78.75-94.78]","85.62 [77.9-94.34]","86.96 [79.21-95.8]","158 145 [144 677-173 443]","79 058 [72 061-86 935]","79 087 [72 152-86 962]"
"Iran (Islamic Republic of)"," 1982","92.51 [84.38-101.81]","91.8 [83.37-101.37]","93.35 [84.86-103.03]","161 697 [147 774-177 633]","80 991 [73 718-89 264]","80 706 [73 512-88 926]"
"Iran (Islamic Republic of)"," 1981","99.77 [90.92-109.92]","98.84 [89.77-109.25]","100.79 [91.49-111.17]","165 707 [151 295-182 148]","83 229 [75 709-91 825]","82 478 [75 006-90 814]"
"Iran (Islamic Republic of)"," 1980","107.93 [98.24-118.74]","106.8 [97.05-118.06]","109.04 [98.84-120.2]","172 499 [157 281-189 375]","87 113 [79 259-96 061]","85 386 [77 536-93 885]"
"Iran (Islamic Republic of)"," 1979","116.7 [106.13-128.36]","115.34 [104.69-127.47]","118.01 [107-130.14]","177 492 [161 750-194 852]","90 028 [81 826-99 204]","87 464 [79 406-96 226]"
"Iran (Islamic Republic of)"," 1978","125.78 [114.31-138.34]","124.25 [112.61-137.3]","127.37 [115.42-140.61]","181 404 [165 216-199 146]","92 260 [83 740-101 695]","89 144 [80 931-98 209]"
"Iran (Islamic Republic of)"," 1977","135.02 [122.53-148.78]","133.3 [120.53-147.26]","136.93 [123.82-151.34]","186 281 [169 353-204 809]","94 890 [86 011-104 660]","91 391 [82 840-100 821]"
"Iran (Islamic Republic of)"," 1976","144.28 [130.39-159.32]","142.18 [128.09-157.57]","146.43 [132-162.51]","190 748 [172 791-210 155]","97 160 [87 771-107 413]","93 588 [84 523-103 511]"
"Iran (Islamic Republic of)"," 1975","153.46 [137.62-170.48]","151.03 [134.95-168.44]","155.83 [139.39-173.61]","","",""
"Iran (Islamic Republic of)"," 1974","162.28 [143.9-182.13]","159.54 [140.99-179.48]","164.99 [146.09-185.59]","","",""
"Iran (Islamic Republic of)"," 1973","170.99 [149.48-194.46]","168.09 [146.28-191.42]","173.93 [152.11-198.4]","","",""
"Iran (Islamic Republic of)"," 1972","179.73 [154.14-208.12]","176.57 [151.04-204.88]","183 [156.71-212.8]","","",""
"Iran (Islamic Republic of)"," 1971","188.78 [158.36-224.34]","185.39 [154.96-220.51]","192.23 [160.93-229.33]","","",""
