"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Japan"," 1976","12.5 [12.28-12.73]","13.99 [13.73-14.26]","10.94 [10.73-11.16]","24 313 [23 886-24 761]","14 001 [13 753-14 284]","10 312 [10 120-10 526]"
"Japan"," 1975","13.26 [13.02-13.52]","14.88 [14.6-15.19]","11.56 [11.34-11.8]","26 815 [26 327-27 331]","15 491 [15 204-15 818]","11 324 [11 109-11 568]"
"Japan"," 1974","14.05 [13.79-14.32]","15.76 [15.46-16.08]","12.24 [12-12.5]","29 201 [28 667-29 763]","16 877 [16 568-17 230]","12 324 [12 087-12 591]"
"Japan"," 1973","14.84 [14.57-15.13]","16.68 [16.36-17.02]","12.91 [12.65-13.18]","30 688 [30 117-31 277]","17 769 [17 442-18 138]","12 919 [12 670-13 201]"
"Japan"," 1972","15.67 [15.37-15.97]","17.63 [17.29-17.97]","13.61 [13.34-13.89]","31 555 [30 967-32 162]","18 301 [17 966-18 682]","13 254 [13 002-13 543]"
"Japan"," 1971","16.53 [16.23-16.84]","18.54 [18.19-18.9]","14.42 [14.14-14.7]","32 266 [31 694-32 871]","18 668 [18 340-19 056]","13 598 [13 349-13 880]"
"Japan"," 1970","17.45 [17.14-17.78]","19.63 [19.26-20.01]","15.17 [14.87-15.47]","33 021 [32 429-33 642]","19 169 [18 832-19 568]","13 852 [13 600-14 145]"
"Japan"," 1969","18.47 [18.14-18.81]","20.74 [20.35-21.13]","16.09 [15.78-16.41]","34 417 [33 806-35 049]","19 935 [19 581-20 335]","14 482 [14 221-14 786]"
"Japan"," 1968","19.63 [19.28-20]","22.06 [21.65-22.49]","17.09 [16.75-17.43]","36 696 [36 029-37 386]","21 220 [20 835-21 649]","15 476 [15 182-15 797]"
"Japan"," 1967","21.01 [20.61-21.42]","23.51 [23.04-23.98]","18.39 [18.01-18.77]","35 691 [35 006-36 381]","20 543 [20 149-20 967]","15 148 [14 843-15 475]"
"Japan"," 1966","22.66 [22.22-23.09]","25.3 [24.8-25.8]","19.88 [19.48-20.29]","37 648 [36 928-38 368]","21 625 [21 204-22 067]","16 023 [15 708-16 362]"
"Japan"," 1965","24.64 [24.17-25.1]","27.47 [26.93-28.02]","21.65 [21.21-22.09]","44 072 [43 228-44 900]","25 239 [24 748-25 741]","18 833 [18 451-19 219]"
"Japan"," 1964","27.01 [26.51-27.51]","29.96 [29.39-30.55]","23.9 [23.43-24.37]","46 667 [45 812-47 531]","26 593 [26 093-27 124]","20 074 [19 685-20 473]"
"Japan"," 1963","29.76 [29.23-30.33]","32.84 [32.23-33.49]","26.53 [26.02-27.06]","50 184 [49 283-51 133]","28 449 [27 933-29 017]","21 735 [21 326-22 174]"
"Japan"," 1962","32.85 [32.25-33.49]","36.09 [35.4-36.8]","29.45 [28.89-30.06]","54 437 [53 444-55 498]","30 732 [30 158-31 351]","23 705 [23 265-24 203]"
"Japan"," 1961","36.19 [35.53-36.89]","39.78 [39.01-40.56]","32.43 [31.8-33.08]","59 642 [58 547-60 782]","33 661 [33 028-34 333]","25 981 [25 490-26 511]"
"Japan"," 1960","39.69 [38.93-40.48]","43.3 [42.45-44.18]","35.9 [35.19-36.65]","65 801 [64 553-67 123]","36 853 [36 142-37 620]","28 948 [28 382-29 560]"
"Japan"," 1959","43.22 [42.41-44.07]","46.82 [45.93-47.77]","39.44 [38.67-40.24]","72 453 [71 100-73 877]","40 291 [39 531-41 117]","32 162 [31 541-32 826]"
"Japan"," 1958","46.75 [45.9-47.66]","50.16 [49.23-51.17]","43.16 [42.35-44.02]","77 901 [76 490-79 428]","42 899 [42 113-43 773]","35 002 [34 348-35 708]"
"Japan"," 1957","50.31 [49.4-51.29]","53.73 [52.73-54.8]","46.72 [45.85-47.65]","84 985 [83 450-86 635]","46 571 [45 711-47 507]","38 414 [37 711-39 189]"
"Japan"," 1956","54 [53.01-55]","57.29 [56.22-58.38]","50.56 [49.6-51.53]","95 821 [94 072-97 597]","52 147 [51 185-53 158]","43 674 [42 857-44 525]"
"Japan"," 1955","58.06 [56.95-59.21]","61.17 [59.95-62.42]","54.8 [53.7-55.9]","107 263 [105 205-109 373]","57 969 [56 816-59 164]","49 294 [48 310-50 294]"
"Japan"," 1954","62.8 [61.54-64.02]","65.8 [64.48-67.12]","59.64 [58.44-60.84]","","",""
"Japan"," 1953","68.38 [67.03-69.72]","71.39 [69.95-72.78]","65.24 [63.92-66.54]","","",""
"Japan"," 1952","74.95 [73.48-76.41]","78.1 [76.55-79.67]","71.63 [70.2-73.06]","","",""
"Japan"," 1951","82.58 [80.77-84.42]","85.93 [84.04-87.88]","79.06 [77.31-80.85]","","",""
"Japan"," 1950","91.3 [88.41-94.29]","94.65 [91.64-97.74]","87.79 [85.02-90.7]","","",""
"Japan"," 1949","101.01 [96.23-106.38]","","","","",""
"Kiribati"," 2021","48.23 [25.53-89.72]","52.48 [27.9-97.9]","43.58 [23.04-81.41]","168 [89-311]","95 [50-176]","73 [39-136]"
"Kiribati"," 2020","49.8 [27.26-89.87]","54.16 [29.76-97.99]","45.12 [24.66-81.83]","173 [95-311]","97 [54-175]","76 [41-137]"
"Kiribati"," 2019","51.36 [29.14-89.64]","55.79 [31.69-97.65]","46.58 [26.23-81.56]","178 [101-310]","100 [57-174]","78 [44-136]"
"Kiribati"," 2018","52.86 [31.11-89.74]","57.36 [33.8-97.3]","48.04 [28.14-81.27]","182 [107-308]","102 [60-173]","80 [47-135]"
"Kiribati"," 2017","54.43 [33.23-88.97]","59.11 [35.98-96.68]","49.55 [30.18-80.88]","186 [114-304]","104 [64-171]","82 [50-133]"
"Kiribati"," 2016","56.09 [35.42-88.01]","60.69 [38.37-95.91]","51.1 [32.31-80.55]","191 [121-299]","107 [68-169]","84 [53-132]"
"Kiribati"," 2015","57.54 [37.89-87.18]","62.32 [40.92-94.49]","52.52 [34.58-79.66]","195 [129-296]","109 [72-166]","86 [57-130]"
"Kiribati"," 2014","59.07 [40.43-86.47]","63.91 [43.65-93.79]","54.03 [37.03-78.95]","200 [137-292]","112 [77-164]","88 [61-129]"
"Kiribati"," 2013","60.66 [43.23-85.32]","65.55 [46.52-92.23]","55.54 [39.5-78.07]","205 [146-288]","114 [81-161]","91 [65-127]"
"Kiribati"," 2012","62.08 [45.9-84.14]","66.94 [49.47-90.94]","56.9 [41.84-77.3]","209 [154-282]","117 [86-158]","92 [68-125]"
"Kiribati"," 2011","63.3 [48.28-83.17]","68.31 [52.12-89.86]","58.08 [44.13-76.28]","209 [160-274]","116 [89-153]","93 [70-121]"
"Kiribati"," 2010","64.49 [50.67-81.88]","69.42 [54.57-88.58]","59.11 [46.19-75.49]","207 [163-263]","115 [91-147]","92 [72-117]"
"Kiribati"," 2009","65.13 [52.7-80.77]","70.26 [56.69-87.2]","59.75 [48.12-74.33]","204 [165-252]","114 [92-141]","90 [73-112]"
"Kiribati"," 2008","65.4 [54.1-79.33]","70.52 [58.18-85.67]","59.99 [49.4-73.03]","198 [164-240]","110 [91-134]","88 [72-107]"
"Kiribati"," 2007","65.21 [55.06-77.66]","70.4 [59.06-83.95]","59.82 [50.08-71.61]","191 [161-227]","107 [89-127]","84 [71-101]"
"Kiribati"," 2006","64.83 [55.37-76.08]","69.96 [59.57-82.33]","59.52 [50.47-70.21]","183 [157-215]","102 [87-120]","81 [69-96]"
"Kiribati"," 2005","64.46 [55.51-74.87]","69.59 [59.82-80.96]","59.12 [50.65-69]","178 [153-206]","99 [85-115]","79 [67-92]"
"Kiribati"," 2004","64.32 [55.86-74.08]","69.47 [60.16-80.28]","58.9 [50.77-68.16]","173 [151-199]","96 [84-112]","77 [66-89]"
"Kiribati"," 2003","64.57 [56.33-73.8]","69.73 [60.73-80.13]","59.08 [51.28-67.85]","172 [150-197]","96 [84-111]","76 [66-88]"
"Kiribati"," 2002","65.26 [57.27-74.2]","70.42 [61.67-80.47]","59.72 [52.22-68.32]","176 [154-200]","98 [86-112]","78 [68-89]"
"Kiribati"," 2001","66.37 [58.48-75.18]","71.59 [62.93-81.47]","60.84 [53.25-69.46]","180 [159-204]","100 [88-114]","80 [70-91]"
"Kiribati"," 2000","67.87 [59.93-76.67]","73.09 [64.39-83.11]","62.3 [54.59-70.77]","185 [164-209]","103 [91-117]","82 [72-93]"
"Kiribati"," 1999","69.58 [61.56-78.59]","74.84 [66.1-84.87]","63.98 [56.25-72.41]","191 [169-216]","106 [94-120]","85 [75-96]"
"Kiribati"," 1998","71.36 [63.35-80.42]","76.71 [67.88-86.77]","65.66 [57.92-74.34]","197 [175-221]","110 [97-123]","87 [77-99]"
"Kiribati"," 1997","73.15 [65.03-82.36]","78.64 [69.75-88.95]","67.34 [59.55-76.09]","202 [180-227]","112 [100-127]","90 [79-101]"
"Kiribati"," 1996","75.02 [66.82-84.36]","80.52 [71.48-90.97]","69.13 [61.21-78.08]","206 [184-232]","114 [102-129]","92 [81-104]"
"Kiribati"," 1995","76.98 [68.62-86.59]","82.63 [73.44-93.27]","71.1 [62.95-80.27]","211 [188-237]","117 [104-132]","94 [83-106]"
"Kiribati"," 1994","79.2 [70.56-89.16]","84.88 [75.48-95.75]","73.36 [64.92-82.73]","217 [194-244]","120 [107-136]","97 [86-109]"
"Kiribati"," 1993","81.8 [72.79-92.17]","87.49 [77.7-98.99]","75.87 [66.98-85.57]","224 [200-253]","123 [110-140]","101 [89-113]"
"Kiribati"," 1992","84.73 [75.25-95.69]","90.46 [80.17-102.52]","78.71 [69.45-88.97]","233 [207-262]","129 [114-145]","104 [92-118]"
"Kiribati"," 1991","88 [77.97-99.59]","93.78 [83.03-106.45]","81.85 [72.09-92.97]","240 [213-271]","132 [117-150]","108 [95-122]"
"Kiribati"," 1990","91.56 [80.9-103.94]","97.43 [85.87-110.91]","85.34 [75.03-97.14]","246 [218-279]","135 [120-154]","111 [97-126]"
"Kiribati"," 1989","95.27 [84.08-108.62]","101.34 [89.05-115.66]","88.94 [77.98-101.65]","252 [223-287]","138 [122-158]","114 [100-130]"
"Kiribati"," 1988","99.01 [86.85-113.08]","105.15 [91.9-120.44]","92.51 [80.84-105.86]","258 [227-294]","142 [124-162]","116 [102-133]"
"Kiribati"," 1987","102.45 [89.66-117.23]","108.66 [94.77-124.69]","95.89 [83.47-109.99]","262 [229-299]","144 [125-165]","118 [103-136]"
"Kiribati"," 1986","105.66 [92.19-120.93]","111.95 [97.51-128.66]","98.92 [85.95-113.85]","264 [231-302]","145 [126-166]","119 [104-137]"
"Kiribati"," 1985","108.62 [94.66-124.14]","114.99 [100.04-132.13]","101.79 [88.37-117.21]","265 [231-302]","145 [127-166]","120 [104-138]"
"Kiribati"," 1984","111.19 [96.89-127.2]","117.83 [102.34-134.89]","104.28 [90.59-120.14]","264 [230-301]","145 [126-165]","119 [104-137]"
"Kiribati"," 1983","113.53 [98.88-129.91]","120.22 [104.36-137.67]","106.51 [92.48-122.66]","263 [229-300]","144 [125-164]","119 [103-137]"
"Kiribati"," 1982","115.64 [100.64-132.27]","122.3 [106.04-140.05]","108.57 [94.13-124.91]","261 [227-298]","143 [124-163]","118 [103-136]"
"Kiribati"," 1981","117.45 [102.33-134.32]","124.07 [107.74-142.22]","110.31 [95.62-126.77]","258 [225-294]","141 [122-161]","117 [101-134]"
"Kiribati"," 1980","119.03 [103.76-136.07]","125.86 [109.39-143.97]","111.93 [97.08-128.55]","255 [222-291]","139 [121-159]","116 [101-133]"
"Kiribati"," 1979","120.48 [105.03-137.64]","127.31 [110.86-145.66]","113.31 [98.26-130.1]","254 [222-290]","138 [121-159]","116 [100-133]"
"Kiribati"," 1978","121.66 [106.35-138.97]","128.4 [112.02-146.95]","114.55 [99.39-131.49]","256 [224-292]","140 [122-160]","116 [101-134]"
"Kiribati"," 1977","122.67 [107.52-140.07]","129.46 [113.28-148.21]","115.55 [100.44-132.62]","257 [226-293]","140 [123-160]","117 [102-134]"
"Kiribati"," 1976","123.67 [108.54-141.26]","130.44 [114.2-149.36]","116.48 [101.6-133.53]","259 [228-295]","141 [124-161]","118 [103-135]"
"Kiribati"," 1975","124.97 [109.71-142.41]","131.74 [115.38-150.69]","117.76 [102.77-134.71]","262 [231-298]","143 [125-163]","119 [104-136]"
"Kiribati"," 1974","126.68 [111.36-143.89]","133.49 [117-152.38]","119.45 [104.21-136.43]","265 [233-301]","144 [127-165]","121 [105-138]"
"Kiribati"," 1973","129.06 [113.54-146.08]","135.87 [119.28-154.81]","121.77 [106.28-138.8]","269 [237-304]","146 [128-166]","123 [107-140]"
"Kiribati"," 1972","132.19 [116.72-149.42]","139.09 [122.48-158.22]","124.85 [109.32-142.03]","276 [244-311]","150 [132-170]","126 [110-143]"
"Kiribati"," 1971","136.16 [120.53-153.33]","143.18 [126.37-162.06]","128.71 [113-146.02]","286 [253-322]","155 [137-176]","131 [115-148]"
"Kiribati"," 1970","140.81 [125.22-157.9]","147.85 [131.1-166.87]","133.19 [117.35-150.53]","299 [266-335]","162 [144-183]","137 [121-155]"
"Kiribati"," 1969","145.93 [130.43-163.11]","153.05 [136.34-172.25]","138.12 [122.07-155.59]","314 [281-351]","170 [152-191]","144 [127-162]"
"Kiribati"," 1968","151.49 [135.6-168.66]","158.7 [141.62-177.85]","143.6 [127.2-161.41]","332 [298-369]","180 [160-201]","152 [135-171]"
"Kiribati"," 1967","157.32 [141.19-174.84]","164.83 [147.25-184.02]","149.34 [132.66-167.58]","349 [314-388]","189 [169-211]","160 [142-179]"
"Kiribati"," 1966","163.64 [146.84-181.61]","171.26 [153.14-191.16]","155.46 [138.19-174.21]","362 [325-401]","196 [175-218]","166 [148-186]"
"Kiribati"," 1965","170 [152.73-188.75]","177.85 [159.28-198.26]","161.77 [144.19-181.05]","369 [332-409]","200 [179-222]","169 [151-189]"
"Kiribati"," 1964","176.39 [158.88-195.41]","184.37 [165.27-205.07]","168.05 [150.32-187.6]","376 [339-416]","203 [182-226]","173 [155-193]"
"Kiribati"," 1963","182.76 [165.16-201.79]","190.57 [171.36-211.9]","174.25 [156.45-193.86]","383 [347-423]","206 [186-230]","177 [159-196]"
"Kiribati"," 1962","188.74 [171.01-207.87]","196.76 [177.28-217.89]","180.05 [162.13-200.17]","389 [353-428]","210 [189-232]","179 [162-199]"
"Kiribati"," 1961","194.28 [176.39-213.78]","202.54 [182.44-224.12]","185.44 [167.02-206.04]","392 [356-430]","212 [190-233]","180 [163-200]"
"Kiribati"," 1960","199.21 [180.91-219.28]","207.54 [186.93-229.8]","190.22 [171.29-211.95]","390 [355-429]","210 [190-232]","180 [162-200]"
"Kiribati"," 1959","203.44 [184.63-224.51]","211.99 [190.95-235.23]","194.42 [175.14-216.66]","388 [353-427]","209 [189-232]","179 [162-199]"
"Kiribati"," 1958","207 [187.66-228.96]","215.73 [193.82-240.06]","198.07 [178.18-221.08]","385 [350-426]","207 [187-231]","178 [160-199]"
"Kiribati"," 1957","210.16 [189.92-232.89]","218.77 [196.19-244.21]","201.08 [180.27-224.93]","382 [346-423]","205 [184-229]","177 [158-197]"
"Kiribati"," 1956","212.78 [191.75-236.56]","221.48 [197.97-247.72]","203.5 [182.21-228.42]","379 [342-421]","204 [182-228]","175 [157-196]"
"Kiribati"," 1955","214.74 [192.73-239.78]","223.45 [199.18-251.02]","205.29 [183.09-231.36]","376 [337-418]","203 [180-226]","173 [155-195]"
"Kiribati"," 1954","216.22 [192.97-242.85]","224.97 [199.57-254.56]","206.75 [183.58-234.06]","","",""
"Kiribati"," 1953","217.32 [192.75-246.47]","226.01 [199.15-257.82]","207.99 [183.18-237.26]","","",""
"Kiribati"," 1952","218.17 [191.15-250.48]","226.92 [197.88-261.95]","208.68 [181.95-240.76]","","",""
"Kiribati"," 1951","218.58 [188.79-255.03]","227.54 [195.04-266.57]","209.38 [179.96-245.16]","","",""
"Kiribati"," 1950","219.11 [185.47-260.98]","228.24 [191.97-272.86]","209.99 [176.58-250.83]","","",""
"Kiribati"," 1949","219.86 [181.64-268.4]","","","","",""
"Kiribati"," 1948","220.99 [176.51-278.35]","","","","",""
"Kiribati"," 1947","221.43 [170.76-290.36]","","","","",""
"Kiribati"," 1946","221.88 [164.44-303.8]","","","","",""
"Lao People's Democratic Republic"," 2021","42.51 [29.16-60.59]","46.89 [32.16-66.85]","37.81 [25.94-54.27]","6 939 [4 764-9 894]","3 928 [2 692-5 593]","3 011 [2 064-4 316]"
"Lao People's Democratic Republic"," 2020","44.13 [31.35-60.45]","48.65 [34.44-66.83]","39.31 [27.92-54.22]","7 227 [5 142-9 900]","4 087 [2 893-5 605]","3 140 [2 230-4 326]"
"Lao People's Democratic Republic"," 2019","45.8 [33.62-60.68]","50.39 [36.91-67]","40.91 [29.95-54.68]","7 516 [5 518-9 949]","4 241 [3 106-5 631]","3 275 [2 396-4 375]"
"Lao People's Democratic Republic"," 2018","47.5 [35.94-61.41]","52.23 [39.51-67.59]","42.49 [32.02-54.97]","7 825 [5 926-10 111]","4 412 [3 338-5 704]","3 413 [2 572-4 415]"
"Lao People's Democratic Republic"," 2017","49.39 [38.37-62.08]","54.28 [41.95-68.33]","44.26 [34.22-55.73]","8 161 [6 346-10 255]","4 595 [3 555-5 781]","3 566 [2 759-4 487]"
"Lao People's Democratic Republic"," 2016","51.49 [40.85-63.3]","56.57 [44.87-69.87]","46.05 [36.42-56.94]","8 515 [6 759-10 462]","4 797 [3 803-5 914]","3 718 [2 940-4 592]"
"Lao People's Democratic Republic"," 2015","53.74 [43.55-64.9]","59 [47.71-71.63]","48.17 [38.83-58.61]","8 882 [7 200-10 722]","4 995 [4 038-6 059]","3 887 [3 131-4 725]"
"Lao People's Democratic Republic"," 2014","56.22 [46.45-67.15]","61.71 [50.92-73.79]","50.52 [41.6-60.59]","9 326 [7 705-11 135]","5 238 [4 326-6 265]","4 088 [3 367-4 907]"
"Lao People's Democratic Republic"," 2013","59.02 [49.69-69.5]","64.61 [54.32-76.3]","53.14 [44.49-62.77]","9 872 [8 315-11 624]","5 532 [4 651-6 532]","4 340 [3 633-5 127]"
"Lao People's Democratic Republic"," 2012","61.97 [52.96-71.93]","67.72 [57.74-78.84]","55.87 [47.57-65.15]","10 457 [8 939-12 137]","5 851 [4 989-6 807]","4 606 [3 919-5 369]"
"Lao People's Democratic Republic"," 2011","65.05 [56.4-74.68]","70.96 [61.38-81.73]","58.8 [50.71-67.7]","11 062 [9 595-12 695]","6 175 [5 343-7 106]","4 887 [4 213-5 626]"
"Lao People's Democratic Republic"," 2010","68.29 [59.9-77.64]","74.44 [65.06-84.85]","61.87 [54.03-70.64]","11 693 [10 261-13 291]","6 517 [5 700-7 428]","5 176 [4 522-5 907]"
"Lao People's Democratic Republic"," 2009","71.7 [63.53-80.81]","77.98 [68.83-88.08]","65.11 [57.4-73.77]","12 342 [10 942-13 903]","6 865 [6 063-7 749]","5 477 [4 830-6 203]"
"Lao People's Democratic Republic"," 2008","75.25 [67.24-84.13]","81.78 [72.75-91.7]","68.47 [60.87-77.04]","12 976 [11 603-14 499]","7 208 [6 417-8 079]","5 768 [5 132-6 488]"
"Lao People's Democratic Republic"," 2007","78.97 [71.05-87.82]","85.73 [76.77-95.53]","71.96 [64.47-80.58]","13 594 [12 241-15 102]","7 542 [6 760-8 399]","6 052 [5 426-6 776]"
"Lao People's Democratic Republic"," 2006","82.86 [74.83-91.74]","89.77 [80.8-99.71]","75.51 [67.97-84.17]","14 178 [12 809-15 687]","7 857 [7 070-8 715]","6 321 [5 688-7 039]"
"Lao People's Democratic Republic"," 2005","86.8 [78.71-95.69]","93.94 [84.85-103.86]","79.29 [71.52-87.97]","14 854 [13 477-16 368]","8 216 [7 424-9 076]","6 638 [5 988-7 359]"
"Lao People's Democratic Republic"," 2004","90.81 [82.55-99.95]","98.2 [89.05-108.33]","83.04 [75.21-91.82]","15 626 [14 214-17 193]","8 636 [7 833-9 518]","6 990 [6 333-7 725]"
"Lao People's Democratic Republic"," 2003","94.88 [86.52-104.29]","102.53 [93.17-112.95]","86.87 [78.93-95.84]","16 418 [14 973-18 036]","9 065 [8 241-9 981]","7 353 [6 682-8 113]"
"Lao People's Democratic Republic"," 2002","98.96 [90.44-108.59]","106.75 [97.22-117.54]","90.82 [82.65-100.05]","17 332 [15 846-19 007]","9 554 [8 708-10 514]","7 778 [7 082-8 565]"
"Lao People's Democratic Republic"," 2001","103.13 [94.34-112.88]","110.97 [101.21-121.87]","94.85 [86.49-104.37]","18 348 [16 792-20 078]","10 096 [9 210-11 076]","8 252 [7 526-9 071]"
"Lao People's Democratic Republic"," 2000","107.28 [98.29-117.31]","115.17 [105.29-126.21]","98.94 [90.33-108.6]","19 438 [17 819-21 239]","10 675 [9 756-11 686]","8 763 [8 002-9 608]"
"Lao People's Democratic Republic"," 1999","111.39 [102.23-121.5]","119.3 [109.29-130.57]","102.98 [94.21-112.85]","20 406 [18 742-22 250]","11 184 [10 249-12 222]","9 222 [8 435-10 095]"
"Lao People's Democratic Republic"," 1998","115.56 [106.33-125.92]","123.52 [113.35-135.08]","107.17 [98.13-117.2]","21 274 [19 590-23 165]","11 632 [10 678-12 704]","9 642 [8 831-10 534]"
"Lao People's Democratic Republic"," 1997","119.9 [110.43-130.37]","127.86 [117.42-139.49]","111.43 [102.28-121.82]","22 244 [20 498-24 167]","12 141 [11 152-13 223]","10 103 [9 273-11 032]"
"Lao People's Democratic Republic"," 1996","124.31 [114.66-135.08]","132.49 [121.83-144.44]","115.72 [106.21-126.25]","23 173 [21 389-25 149]","12 639 [11 632-13 765]","10 534 [9 673-11 487]"
"Lao People's Democratic Republic"," 1995","128.93 [118.95-139.83]","137.22 [126.2-149.49]","120.22 [110.31-131.04]","24 108 [22 268-26 131]","13 136 [12 091-14 291]","10 972 [10 074-11 954]"
"Lao People's Democratic Republic"," 1994","133.66 [123.34-145.04]","142.08 [130.67-154.67]","124.87 [114.59-136.31]","24 997 [23 086-27 093]","13 606 [12 532-14 795]","11 391 [10 465-12 419]"
"Lao People's Democratic Republic"," 1993","138.61 [127.81-150.44]","147.14 [135.31-160.16]","129.67 [118.85-141.52]","25 724 [23 753-27 885]","13 990 [12 881-15 212]","11 734 [10 766-12 791]"
"Lao People's Democratic Republic"," 1992","143.76 [132.35-156.09]","152.26 [139.81-165.81]","134.75 [123.28-147.09]","26 284 [24 229-28 504]","14 271 [13 116-15 515]","12 013 [11 000-13 094]"
"Lao People's Democratic Republic"," 1991","148.89 [136.88-161.85]","157.4 [144.14-171.73]","139.8 [127.82-152.78]","26 723 [24 593-29 000]","14 489 [13 276-15 775]","12 234 [11 196-13 342]"
"Lao People's Democratic Republic"," 1990","154.06 [141.42-167.71]","162.56 [148.57-177.79]","145.01 [132.45-158.61]","27 046 [24 865-29 402]","14 636 [13 393-15 976]","12 410 [11 343-13 545]"
"Lao People's Democratic Republic"," 1989","159.25 [146-173.78]","167.81 [153.28-183.7]","150.16 [137.03-164.7]","27 304 [25 065-29 743]","14 756 [13 497-16 117]","12 548 [11 459-13 734]"
"Lao People's Democratic Republic"," 1988","164.35 [150.43-179.77]","172.91 [157.59-189.83]","155.34 [141.35-170.51]","27 500 [25 220-30 023]","14 836 [13 547-16 253]","12 664 [11 540-13 881]"
"Lao People's Democratic Republic"," 1987","169.49 [154.59-185.58]","178.09 [161.93-195.67]","160.5 [145.72-176.65]","27 664 [25 285-30 231]","14 904 [13 579-16 350]","12 760 [11 606-14 012]"
"Lao People's Democratic Republic"," 1986","174.52 [158.7-191.73]","183.18 [166.02-201.8]","165.57 [149.69-182.81]","27 757 [25 298-30 427]","14 935 [13 570-16 423]","12 822 [11 624-14 134]"
"Lao People's Democratic Republic"," 1985","179.57 [162.69-197.94]","188.21 [169.87-208.06]","170.71 [153.86-189.03]","27 810 [25 264-30 582]","14 939 [13 525-16 481]","12 871 [11 625-14 233]"
"Lao People's Democratic Republic"," 1984","184.64 [166.65-204.46]","193.24 [173.66-214.63]","175.68 [157.65-195.64]","27 830 [25 184-30 741]","14 933 [13 460-16 533]","12 897 [11 602-14 331]"
"Lao People's Democratic Republic"," 1983","189.7 [170.18-211.31]","198.39 [177.28-221.58]","180.77 [161.16-202.29]","27 843 [25 066-30 931]","14 922 [13 377-16 625]","12 921 [11 554-14 422]"
"Lao People's Democratic Republic"," 1982","194.89 [173.67-218.3]","203.72 [180.84-228.84]","185.87 [164.7-209.47]","","",""
"Lao People's Democratic Republic"," 1981","200.41 [177.09-226.1]","209.13 [184.31-236.8]","191.2 [168.08-217.03]","","",""
"Lao People's Democratic Republic"," 1980","206.12 [180.45-234.57]","214.93 [187.43-245.5]","196.77 [171.28-225.27]","","",""
"Lao People's Democratic Republic"," 1979","211.94 [183.27-243.95]","220.84 [190.4-255.16]","202.48 [174.14-233.7]","","",""
"Lao People's Democratic Republic"," 1978","218.16 [185.66-254.45]","227.11 [193.02-265.61]","208.11 [176.64-243.49]","","",""
"Malaysia"," 2021","7.56 [6.84-8.35]","8.19 [7.38-9.11]","6.88 [6.16-7.69]","3 866 [3 498-4 272]","2 162 [1 948-2 404]","1 704 [1 526-1 904]"
"Malaysia"," 2020","7.72 [7.15-8.34]","8.4 [7.73-9.14]","7 [6.41-7.66]","3 954 [3 661-4 271]","2 220 [2 043-2 414]","1 734 [1 587-1 898]"
"Malaysia"," 2019","7.88 [7.43-8.35]","8.57 [8.01-9.16]","7.15 [6.64-7.68]","4 058 [3 827-4 301]","2 278 [2 130-2 436]","1 780 [1 654-1 913]"
"Malaysia"," 2018","8.01 [7.66-8.38]","8.71 [8.24-9.22]","7.27 [6.82-7.73]","4 168 [3 984-4 356]","2 339 [2 214-2 476]","1 829 [1 717-1 944]"
"Malaysia"," 2017","8.11 [7.83-8.39]","8.82 [8.41-9.24]","7.36 [6.96-7.76]","4 241 [4 095-4 389]","2 381 [2 272-2 498]","1 860 [1 760-1 964]"
"Malaysia"," 2016","8.16 [7.94-8.37]","8.87 [8.5-9.25]","7.4 [7.04-7.77]","4 289 [4 177-4 403]","2 408 [2 310-2 513]","1 881 [1 790-1 975]"
"Malaysia"," 2015","8.16 [7.98-8.34]","8.87 [8.53-9.22]","7.4 [7.07-7.74]","4 294 [4 201-4 388]","2 411 [2 319-2 508]","1 883 [1 800-1 971]"
"Malaysia"," 2014","8.12 [7.96-8.28]","8.83 [8.51-9.16]","7.37 [7.05-7.7]","4 222 [4 140-4 305]","2 371 [2 285-2 461]","1 851 [1 772-1 935]"
"Malaysia"," 2013","8.08 [7.92-8.23]","8.79 [8.46-9.11]","7.33 [7.01-7.65]","4 122 [4 042-4 199]","2 315 [2 231-2 403]","1 807 [1 730-1 886]"
"Malaysia"," 2012","8.06 [7.91-8.22]","8.78 [8.44-9.1]","7.32 [7-7.64]","4 051 [3 972-4 130]","2 276 [2 191-2 363]","1 775 [1 699-1 855]"
"Malaysia"," 2011","8.1 [7.94-8.25]","8.81 [8.48-9.14]","7.35 [7.02-7.68]","3 981 [3 905-4 058]","2 236 [2 155-2 321]","1 745 [1 668-1 825]"
"Malaysia"," 2010","8.14 [7.98-8.3]","8.86 [8.52-9.2]","7.38 [7.05-7.72]","3 939 [3 863-4 016]","2 212 [2 129-2 300]","1 727 [1 649-1 809]"
"Malaysia"," 2009","8.15 [7.99-8.31]","8.87 [8.53-9.21]","7.39 [7.04-7.73]","3 906 [3 832-3 983]","2 193 [2 112-2 281]","1 713 [1 633-1 793]"
"Malaysia"," 2008","8.13 [7.98-8.29]","8.86 [8.51-9.2]","7.38 [7.03-7.73]","3 804 [3 731-3 878]","2 136 [2 055-2 222]","1 668 [1 591-1 749]"
