"","","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Under-five mortality rate (per 1000 live births) (SDG 3.2.1)","Number of deaths among children under-five","Number of deaths among children under-five","Number of deaths among children under-five"
"Countries, territories and areas","Year"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Cambodia"," 2017","28.94 [16.98-49.28]","32.23 [18.87-54.44]","25.54 [14.87-43.53]","9 826 [5 773-16 700]","5 601 [3 288-9 458]","4 225 [2 464-7 198]"
"Cambodia"," 2016","30.26 [18.71-48.66]","33.7 [20.9-54.26]","26.69 [16.48-42.99]","10 356 [6 412-16 638]","5 903 [3 668-9 497]","4 453 [2 755-7 174]"
"Cambodia"," 2015","31.75 [20.86-48.26]","35.29 [23.23-53.69]","28.03 [18.37-42.64]","10 923 [7 181-16 591]","6 218 [4 099-9 449]","4 705 [3 085-7 152]"
"Cambodia"," 2014","33.38 [23.3-47.97]","37.05 [25.89-53.4]","29.5 [20.56-42.51]","11 490 [8 020-16 500]","6 535 [4 567-9 406]","4 955 [3 454-7 132]"
"Cambodia"," 2013","35.34 [26.2-47.82]","39.3 [29.01-53.25]","31.21 [23.1-42.4]","12 125 [8 994-16 400]","6 902 [5 101-9 348]","5 223 [3 867-7 092]"
"Cambodia"," 2012","37.75 [29.6-48.41]","41.87 [32.78-53.83]","33.44 [26.14-42.88]","12 866 [10 090-16 492]","7 305 [5 724-9 389]","5 561 [4 350-7 128]"
"Cambodia"," 2011","40.63 [33.3-49.77]","45.05 [36.79-55.38]","36.01 [29.48-44.23]","13 758 [11 280-16 846]","7 810 [6 382-9 596]","5 948 [4 871-7 303]"
"Cambodia"," 2010","43.95 [37.03-52.22]","48.61 [40.79-57.96]","39.03 [32.8-46.57]","14 869 [12 537-17 656]","8 423 [7 074-10 035]","6 446 [5 420-7 684]"
"Cambodia"," 2009","47.55 [40.7-55.57]","52.45 [44.77-61.36]","42.32 [36.2-49.67]","16 085 [13 782-18 785]","9 092 [7 758-10 622]","6 993 [5 977-8 196]"
"Cambodia"," 2008","51.35 [44.57-59.32]","56.5 [48.95-65.36]","45.86 [39.65-53.23]","17 342 [15 064-20 022]","9 778 [8 473-11 293]","7 564 [6 539-8 766]"
"Cambodia"," 2007","55.33 [48.73-63.15]","60.79 [53.45-69.49]","49.64 [43.44-56.78]","18 523 [16 318-21 125]","10 416 [9 166-11 905]","8 107 [7 101-9 273]"
"Cambodia"," 2006","59.77 [53.1-67.26]","65.56 [58.13-73.99]","53.68 [47.44-60.48]","19 790 [17 596-22 256]","11 113 [9 861-12 530]","8 677 [7 670-9 770]"
"Cambodia"," 2005","64.78 [57.77-72.37]","70.86 [62.96-79.36]","58.49 [51.91-65.5]","21 333 [19 031-23 817]","11 936 [10 622-13 370]","9 397 [8 347-10 525]"
"Cambodia"," 2004","70.83 [63.49-78.7]","77.16 [68.99-85.81]","64.17 [57.42-71.56]","23 237 [20 835-25 798]","12 954 [11 584-14 398]","10 283 [9 203-11 457]"
"Cambodia"," 2003","78.23 [70.69-86.2]","84.92 [76.54-93.72]","71.11 [64.08-78.71]","25 690 [23 218-28 283]","14 273 [12 860-15 736]","11 417 [10 283-12 623]"
"Cambodia"," 2002","86.92 [79.31-95.1]","93.98 [85.37-102.96]","79.54 [72.32-87.41]","28 668 [26 164-31 380]","15 849 [14 399-17 365]","12 819 [11 660-14 089]"
"Cambodia"," 2001","96.86 [88.88-105.28]","104.02 [95.23-113.41]","89.21 [81.66-97.32]","32 235 [29 574-35 041]","17 708 [16 194-19 286]","14 527 [13 278-15 837]"
"Cambodia"," 2000","106.3 [97.38-115.53]","113.74 [104.04-123.98]","98.41 [90.06-107.38]","36 089 [33 048-39 258]","19 736 [18 029-21 518]","16 353 [14 948-17 849]"
"Cambodia"," 1999","113.34 [104.21-123.14]","120.97 [110.96-131.7]","105.36 [96.49-114.66]","39 386 [36 160-42 856]","21 461 [19 662-23 395]","17 925 [16 406-19 543]"
"Cambodia"," 1998","117.65 [108.47-127.45]","125.28 [115.27-136.07]","109.51 [100.77-118.93]","42 275 [38 913-45 879]","22 987 [21 106-24 992]","19 288 [17 719-20 965]"
"Cambodia"," 1997","119.55 [110.53-129.34]","127.21 [117.35-137.89]","111.6 [102.86-121.06]","44 779 [41 353-48 515]","24 310 [22 407-26 394]","20 469 [18 853-22 243]"
"Cambodia"," 1996","120.05 [111.18-129.52]","127.61 [118.06-137.93]","112.1 [103.52-121.5]","46 577 [43 112-50 274]","25 281 [23 373-27 342]","21 296 [19 646-23 095]"
"Cambodia"," 1995","119.54 [110.57-128.89]","127.11 [117.32-137.44]","111.56 [102.85-120.74]","47 813 [44 218-51 555]","25 979 [23 973-28 073]","21 834 [20 122-23 632]"
"Cambodia"," 1994","118.43 [109.61-127.69]","126.15 [116.45-136.21]","110.34 [101.72-119.31]","48 029 [44 469-51 766]","26 152 [24 155-28 221]","21 877 [20 175-23 643]"
"Cambodia"," 1993","117.28 [108.51-126.41]","125.08 [115.53-135.09]","109.04 [100.7-117.91]","47 233 [43 721-50 876]","25 763 [23 798-27 802]","21 470 [19 829-23 196]"
"Cambodia"," 1992","116.49 [107.83-125.62]","124.33 [114.83-134.38]","108.25 [99.87-117.16]","46 376 [42 951-49 993]","25 313 [23 387-27 333]","21 063 [19 433-22 785]"
"Cambodia"," 1991","116.23 [107.66-125.43]","124.15 [114.75-134.24]","107.91 [99.61-116.63]","45 787 [42 438-49 388]","25 019 [23 138-27 031]","20 768 [19 180-22 433]"
"Cambodia"," 1990","116.25 [107.5-125.69]","124.31 [114.62-134.47]","107.83 [99.51-116.82]","45 046 [41 684-48 671]","24 639 [22 733-26 636]","20 407 [18 841-22 103]"
"Cambodia"," 1989","116.29 [107.5-125.6]","124.3 [114.79-134.43]","107.82 [99.34-116.83]","44 672 [41 326-48 228]","24 443 [22 575-26 409]","20 229 [18 643-21 902]"
"Cambodia"," 1988","116.26 [107.32-125.8]","124.14 [114.63-134.56]","107.97 [99.3-117.14]","44 320 [40 952-47 904]","24 234 [22 388-26 241]","20 086 [18 485-21 774]"
"Cambodia"," 1987","116.65 [107.39-126.45]","124.47 [114.49-135.24]","108.46 [99.56-117.69]","43 558 [40 148-47 155]","23 811 [21 932-25 839]","19 747 [18 144-21 408]"
"Cambodia"," 1986","117.62 [108.24-127.59]","125.39 [115.15-136.33]","109.5 [100.42-119.06]","42 856 [39 506-46 411]","23 419 [21 548-25 421]","19 437 [17 849-21 102]"
"Cambodia"," 1985","119.77 [109.84-130.24]","127.49 [116.69-138.94]","111.48 [102.09-121.57]","42 500 [39 057-46 098]","23 234 [21 306-25 229]","19 266 [17 669-20 941]"
"Cambodia"," 1984","123.32 [112.76-134.46]","131.18 [119.82-143.41]","115.06 [104.94-125.76]","41 833 [38 384-45 449]","22 866 [20 956-24 912]","18 967 [17 354-20 673]"
"Cambodia"," 1983","129.77 [118.34-142.11]","137.79 [125.48-151.31]","121.35 [110.06-133.17]","41 013 [37 570-44 694]","22 416 [20 514-24 491]","18 597 [16 951-20 311]"
"Cambodia"," 1982","140.86 [128.17-154.85]","149.16 [135.41-164.39]","132.19 [119.71-145.69]","40 652 [37 245-44 388]","22 204 [20 294-24 295]","18 448 [16 813-20 206]"
"Cambodia"," 1981","158.05 [143.38-174.35]","166.63 [150.89-184.2]","149.08 [134.75-164.67]","41 608 [38 107-45 478]","22 684 [20 738-24 851]","18 924 [17 254-20 733]"
"Cambodia"," 1980","180.47 [162.57-201.35]","189.47 [170.33-212.14]","171.25 [153.46-191.44]","41 095 [37 350-45 415]","22 290 [20 230-24 722]","18 805 [17 008-20 869]"
"Cambodia"," 1979","206.26 [184.5-232.52]","215.75 [192.44-243.66]","196.5 [174.96-222.03]","","",""
"Cambodia"," 1978","234.16 [207.75-264.88]","243.89 [216.18-276.96]","223.8 [197.88-253.42]","","",""
"Cambodia"," 1977","261.41 [230.03-296.87]","271.84 [238.65-309.83]","250.29 [219.78-285.21]","","",""
"Cambodia"," 1976","286.31 [246.24-334.09]","297.4 [255.26-346.78]","274.69 [235.85-320.76]","","",""
"Cambodia"," 1975","311.38 [250.16-382.52]","322.8 [259.02-396.46]","299.31 [239.67-367.81]","","",""
"China"," 2021","6.93 [6.24-7.69]","7.31 [6.55-8.16]","6.54 [5.83-7.31]","88 271 [79 410-97 889]","49 202 [44 183-54 986]","39 069 [34 917-43 761]"
"China"," 2020","7.44 [6.85-8.07]","7.86 [7.19-8.59]","6.99 [6.37-7.64]","106 856 [98 356-115 951]","59 821 [54 778-65 422]","47 035 [42 944-51 534]"
"China"," 2019","7.98 [7.46-8.55]","8.44 [7.81-9.1]","7.5 [6.94-8.13]","125 692 [117 493-134 711]","70 459 [65 400-76 230]","55 233 [51 169-59 964]"
"China"," 2018","8.58 [8.06-9.13]","9.05 [8.43-9.73]","8.07 [7.5-8.69]","147 807 [138 895-157 318]","82 979 [77 394-89 285]","64 828 [60 414-69 984]"
"China"," 2017","9.22 [8.68-9.81]","9.76 [9.11-10.47]","8.65 [8.06-9.3]","168 878 [158 997-179 583]","95 200 [89 069-102 333]","73 678 [68 769-79 373]"
"China"," 2016","9.93 [9.35-10.54]","10.53 [9.83-11.29]","9.3 [8.66-9.97]","178 662 [168 224-189 649]","101 103 [94 574-108 627]","77 559 [72 455-83 382]"
"China"," 2015","10.71 [10.07-11.37]","11.35 [10.59-12.15]","10.04 [9.35-10.74]","194 088 [182 379-206 058]","109 921 [102 862-117 985]","84 167 [78 638-90 285]"
"China"," 2014","11.56 [10.88-12.27]","12.26 [11.45-13.12]","10.81 [10.08-11.58]","212 811 [200 259-225 869]","120 872 [113 234-129 720]","91 939 [85 962-98 689]"
"China"," 2013","12.48 [11.75-13.23]","13.25 [12.39-14.17]","11.67 [10.87-12.47]","231 597 [218 087-245 440]","131 850 [123 721-141 475]","99 747 [93 234-106 957]"
"China"," 2012","13.48 [12.7-14.3]","14.32 [13.41-15.31]","12.59 [11.74-13.45]","247 511 [233 053-262 436]","141 207 [132 612-151 417]","106 304 [99 476-113 953]"
"China"," 2011","14.57 [13.74-15.45]","15.48 [14.5-16.54]","13.6 [12.7-14.53]","259 258 [244 453-274 959]","148 092 [139 136-158 676]","111 166 [104 150-119 100]"
"China"," 2010","15.76 [14.85-16.69]","16.75 [15.68-17.87]","14.71 [13.75-15.74]","280 931 [264 777-297 604]","160 618 [150 894-171 939]","120 313 [112 866-129 102]"
"China"," 2009","17.05 [16.05-18.08]","18.13 [16.97-19.33]","15.92 [14.86-17.01]","301 837 [284 220-319 976]","172 739 [162 289-184 907]","129 098 [120 989-138 399]"
"China"," 2008","18.49 [17.38-19.6]","19.64 [18.36-20.97]","17.27 [16.12-18.46]","320 346 [301 104-339 584]","183 322 [171 956-196 308]","137 024 [128 334-146 933]"
"China"," 2007","20.11 [18.86-21.33]","21.34 [19.94-22.77]","18.81 [17.56-20.09]","340 664 [319 554-361 266]","194 827 [182 597-208 489]","145 837 [136 590-156 316]"
"China"," 2006","21.95 [20.63-23.26]","23.28 [21.78-24.81]","20.54 [19.18-21.93]","365 822 [343 764-387 513]","209 087 [196 163-223 543]","156 735 [146 763-167 810]"
"China"," 2005","24.02 [22.59-25.44]","25.44 [23.83-27.11]","22.51 [21.03-24.05]","396 143 [372 606-419 510]","226 129 [212 462-241 692]","170 014 [159 370-182 103]"
"China"," 2004","26.34 [24.85-27.89]","27.86 [26.16-29.66]","24.72 [23.14-26.4]","430 238 [405 972-455 519]","245 237 [230 976-261 849]","185 001 [173 771-198 191]"
"China"," 2003","28.86 [27.29-30.6]","30.44 [28.65-32.43]","27.17 [25.48-29.02]","469 931 [444 589-498 218]","267 046 [252 055-285 218]","202 885 [190 877-217 274]"
"China"," 2002","31.48 [29.77-33.41]","33.18 [31.19-35.38]","29.71 [27.85-31.74]","517 002 [489 082-548 681]","293 176 [276 579-313 583]","223 826 [210 590-239 808]"
"China"," 2001","34.11 [32.26-36.23]","35.93 [33.8-38.32]","32.2 [30.23-34.43]","576 054 [544 904-611 729]","326 245 [307 994-348 899]","249 809 [235 315-267 863]"
"China"," 2000","36.68 [34.71-38.92]","38.54 [36.24-41.14]","34.72 [32.58-37.13]","625 578 [592 084-663 606]","353 111 [333 021-377 878]","272 467 [256 416-292 149]"
"China"," 1999","39.09 [37-41.43]","41.05 [38.57-43.84]","37.02 [34.74-39.61]","663 657 [628 172-703 269]","373 907 [352 322-400 085]","289 750 [272 699-310 717]"
"China"," 1998","41.35 [39.09-43.83]","43.35 [40.64-46.21]","39.25 [36.79-41.95]","719 909 [680 666-762 823]","404 206 [380 099-431 728]","315 703 [296 796-338 094]"
"China"," 1997","43.49 [41.04-46.07]","45.54 [42.68-48.56]","41.29 [38.64-44.14]","782 104 [738 269-828 381]","438 089 [411 471-467 854]","344 015 [322 698-368 345]"
"China"," 1996","45.5 [42.92-48.2]","47.56 [44.57-50.78]","43.29 [40.5-46.24]","850 244 [802 255-900 453]","474 452 [445 414-507 149]","375 792 [352 281-401 981]"
"China"," 1995","47.37 [44.69-50.24]","49.53 [46.38-52.9]","45.13 [42.2-48.23]","924 438 [872 162-980 187]","514 263 [483 080-550 416]","410 175 [384 594-439 188]"
"China"," 1994","49.18 [46.39-52.16]","51.32 [48.02-54.79]","46.94 [43.84-50.23]","1 004 482 [947 537-1 064 878]","556 124 [521 531-594 727]","448 358 [419 743-480 308]"
"China"," 1993","50.81 [47.8-54.06]","52.99 [49.53-56.77]","48.53 [45.18-52.04]","1 087 714 [1 023 591-1 157 103]","600 105 [562 042-643 454]","487 609 [455 071-523 523]"
"China"," 1992","52.11 [48.75-55.82]","54.27 [50.43-58.58]","49.89 [46.29-53.8]","1 183 488 [1 107 514-1 267 185]","649 973 [605 283-702 511]","533 515 [496 273-575 817]"
"China"," 1991","53.06 [49.32-57.32]","55.21 [51.02-60]","50.8 [46.88-55.17]","1 357 912 [1 262 864-1 465 929]","744 130 [689 107-809 437]","613 782 [567 388-667 094]"
"China"," 1990","53.62 [49.49-58.33]","55.78 [51.16-60.97]","51.35 [47.1-56.23]","1 463 975 [1 351 601-1 591 866]","800 696 [735 563-876 021]","663 279 [609 206-726 882]"
"China"," 1989","53.86 [49.34-58.91]","55.92 [51.04-61.45]","51.66 [47.08-56.9]","1 423 034 [1 304 101-1 555 578]","774 882 [707 989-851 731]","648 152 [591 268-714 048]"
"China"," 1988","53.86 [48.96-59.34]","55.91 [50.68-61.92]","51.67 [46.81-57.19]","1 417 542 [1 289 145-1 561 063]","770 090 [698 758-852 634]","647 452 [587 139-716 711]"
"China"," 1987","53.78 [48.64-59.71]","55.79 [50.32-62.23]","51.62 [46.44-57.47]","1 399 980 [1 266 759-1 553 049]","758 483 [684 770-845 374]","641 497 [577 504-714 368]"
"China"," 1986","53.8 [48.35-60.2]","55.8 [49.98-62.59]","51.77 [46.31-58.04]","1 323 982 [1 190 389-1 480 616]","714 445 [641 358-801 751]","609 537 [546 164-683 738]"
"China"," 1985","54.14 [48.29-60.98]","56.14 [49.93-63.38]","52.03 [46.24-58.76]","1 261 956 [1 126 513-1 420 466]","679 640 [605 052-767 115]","582 316 [517 997-657 155]"
"China"," 1984","54.85 [48.65-62.04]","56.87 [50.34-64.56]","52.67 [46.56-59.73]","1 225 439 [1 087 312-1 385 107]","658 868 [583 511-747 301]","566 571 [501 152-642 185]"
"China"," 1983","56.03 [49.6-63.52]","58 [51.15-66.05]","53.88 [47.48-61.22]","1 275 581 [1 129 698-1 444 394]","684 405 [603 824-778 419]","591 176 [521 097-671 105]"
"China"," 1982","57.69 [51-65.35]","59.67 [52.53-67.97]","55.55 [48.83-63.09]","1 324 079 [1 171 373-1 498 558]","709 589 [625 166-807 663]","614 490 [540 388-697 313]"
"China"," 1981","59.88 [52.86-67.84]","62 [54.5-70.64]","57.69 [50.7-65.48]","1 306 488 [1 154 121-1 479 269]","699 538 [615 826-796 527]","606 950 [533 914-688 894]"
"China"," 1980","62.73 [55.32-70.89]","64.8 [56.94-73.73]","60.46 [53.17-68.65]","1 333 421 [1 176 683-1 505 930]","712 206 [626 088-809 399]","621 215 [546 420-704 486]"
"China"," 1979","66.07 [58.29-74.55]","68.22 [59.96-77.38]","63.8 [56.05-72.29]","1 376 057 [1 215 262-1 551 369]","732 912 [644 986-830 958]","643 145 [565 653-728 341]"
"China"," 1978","70.06 [61.83-78.83]","72.28 [63.59-81.68]","67.67 [59.5-76.49]","1 461 820 [1 291 192-1 643 470]","776 812 [683 817-876 347]","685 008 [603 002-773 673]"
"China"," 1977","74.52 [65.94-83.49]","76.78 [67.61-86.49]","72.15 [63.59-81.34]","1 635 490 [1 448 297-1 830 448]","866 680 [764 390-975 519]","768 810 [678 519-866 135]"
"China"," 1976","79.49 [70.47-88.91]","81.76 [72.16-91.77]","77.04 [68.12-86.69]","1 860 184 [1 650 674-2 078 829]","983 989 [869 205-1 102 794]","876 195 [775 625-984 686]"
"China"," 1975","84.75 [75.37-94.45]","87.06 [77.04-97.45]","82.32 [72.8-92.42]","2 133 836 [1 900 117-2 375 745]","1 126 729 [998 246-1 259 271]","1 007 107 [891 754-1 129 780]"
"China"," 1974","90.28 [80.14-100.47]","92.6 [81.84-103.72]","87.78 [77.53-98.43]","2 452 886 [2 180 069-2 725 104]","1 294 408 [1 145 460-1 447 021]","1 158 478 [1 025 028-1 296 736]"
"China"," 1973","95.85 [84.76-106.74]","98.18 [86.3-109.98]","93.3 [82.03-104.86]","","",""
"China"," 1972","101.36 [89.08-113.54]","103.76 [90.56-116.77]","98.89 [86.38-111.45]","","",""
"China"," 1971","107.06 [93.2-120.91]","109.37 [94.82-124.29]","104.48 [90.41-118.66]","","",""
"China"," 1970","112.82 [96.96-129.17]","115.16 [98.74-132.64]","110.21 [94.19-126.85]","","",""
"China"," 1969","118.81 [100.42-139.05]","121.24 [102.13-142.2]","116.16 [97.86-136.45]","","",""
"Cook Islands"," 2021","7.17 [3.93-13.36]","7.29 [3.99-13.6]","7.02 [3.86-13.08]","2 [1-4]","1 [1-2]","1 [1-2]"
"Cook Islands"," 2020","7.39 [4.19-13.34]","7.55 [4.27-13.63]","7.24 [4.1-13.01]","2 [1-4]","1 [1-2]","1 [1-2]"
"Cook Islands"," 2019","7.64 [4.47-13.31]","7.83 [4.58-13.64]","7.44 [4.35-13.01]","2 [1-4]","1 [1-2]","1 [1-2]"
"Cook Islands"," 2018","7.91 [4.77-13.29]","8.16 [4.91-13.69]","7.64 [4.62-12.88]","2 [1-4]","1 [1-2]","1 [1-2]"
"Cook Islands"," 2017","8.19 [5.11-13.29]","8.43 [5.24-13.69]","7.95 [4.96-12.94]","2 [2-4]","1 [1-2]","1 [1-2]"
"Cook Islands"," 2016","8.5 [5.46-13.3]","8.78 [5.62-13.74]","8.21 [5.27-12.87]","3 [2-4]","1 [1-2]","2 [1-2]"
"Cook Islands"," 2015","8.8 [5.84-13.29]","9.07 [6.01-13.76]","8.5 [5.66-12.85]","3 [2-4]","1 [1-2]","2 [1-2]"
"Cook Islands"," 2014","9.12 [6.27-13.31]","9.44 [6.44-13.81]","8.79 [6.03-12.9]","3 [2-4]","2 [1-2]","1 [1-2]"
"Cook Islands"," 2013","9.49 [6.7-13.39]","9.78 [6.88-13.84]","9.16 [6.48-12.95]","3 [2-4]","2 [1-2]","1 [1-2]"
"Cook Islands"," 2012","9.87 [7.2-13.51]","10.23 [7.42-14.05]","9.49 [6.91-13.04]","3 [2-4]","2 [1-2]","1 [1-2]"
"Cook Islands"," 2011","10.29 [7.73-13.65]","10.67 [7.96-14.23]","9.9 [7.4-13.21]","3 [3-4]","2 [1-2]","1 [1-2]"
"Cook Islands"," 2010","10.77 [8.32-13.92]","11.15 [8.56-14.46]","10.36 [7.94-13.48]","3 [3-4]","2 [1-2]","1 [1-2]"
"Cook Islands"," 2009","11.29 [8.94-14.24]","11.76 [9.28-14.9]","10.79 [8.5-13.72]","3 [3-4]","2 [1-2]","1 [1-2]"
"Cook Islands"," 2008","11.9 [9.66-14.67]","12.4 [10.02-15.34]","11.39 [9.2-14.09]","4 [3-4]","2 [2-2]","2 [1-2]"
"Cook Islands"," 2007","12.58 [10.41-15.19]","13.11 [10.82-15.96]","12.01 [9.9-14.52]","4 [3-5]","2 [2-2]","2 [1-2]"
"Cook Islands"," 2006","13.29 [11.22-15.79]","13.88 [11.63-16.58]","12.67 [10.63-15.12]","4 [3-5]","2 [2-3]","2 [2-2]"
"Cook Islands"," 2005","14.03 [12-16.45]","14.74 [12.52-17.33]","13.29 [11.3-15.63]","4 [4-5]","2 [2-3]","2 [2-2]"
"Cook Islands"," 2004","14.79 [12.78-17.12]","15.49 [13.33-18.02]","14.04 [12.07-16.35]","5 [4-5]","3 [2-3]","2 [2-3]"
"Cook Islands"," 2003","15.57 [13.6-17.86]","16.32 [14.19-18.84]","14.75 [12.8-17.05]","5 [4-6]","3 [2-3]","2 [2-3]"
"Cook Islands"," 2002","16.35 [14.4-18.64]","17.24 [15.09-19.76]","15.41 [13.46-17.7]","6 [5-6]","3 [3-3]","3 [2-3]"
"Cook Islands"," 2001","17.17 [15.2-19.44]","18.08 [15.92-20.58]","16.19 [14.23-18.46]","6 [6-7]","3 [3-4]","3 [3-3]"
"Cook Islands"," 2000","18 [16.01-20.26]","18.94 [16.73-21.45]","17.03 [15.02-19.29]","7 [7-8]","4 [3-4]","3 [3-4]"
"Cook Islands"," 1999","18.91 [16.91-21.17]","19.93 [17.68-22.43]","17.84 [15.81-20.15]","8 [7-9]","4 [4-5]","4 [3-4]"
"Cook Islands"," 1998","19.89 [17.87-22.21]","20.93 [18.67-23.48]","18.78 [16.71-21.17]","9 [8-11]","5 [5-6]","4 [4-5]"
"Cook Islands"," 1997","20.86 [18.79-23.24]","21.91 [19.64-24.53]","19.75 [17.6-22.19]","10 [9-12]","5 [5-6]","5 [4-5]"
"Cook Islands"," 1996","21.75 [19.64-24.19]","22.86 [20.47-25.54]","20.6 [18.39-23.1]","11 [10-13]","6 [5-7]","5 [5-6]"
"Cook Islands"," 1995","22.52 [20.3-25]","23.68 [21.18-26.46]","21.3 [19.01-23.9]","12 [11-13]","6 [6-7]","6 [5-6]"
"Cook Islands"," 1994","23.11 [20.78-25.64]","24.22 [21.64-27.07]","21.94 [19.58-24.6]","13 [11-14]","7 [6-8]","6 [5-7]"
"Cook Islands"," 1993","23.48 [21.15-26.05]","24.61 [21.98-27.46]","22.34 [19.9-25]","13 [12-14]","7 [6-8]","6 [5-7]"
"Cook Islands"," 1992","23.7 [21.35-26.32]","24.87 [22.23-27.77]","22.52 [20.08-25.21]","13 [12-14]","7 [6-8]","6 [5-7]"
"Cook Islands"," 1991","23.83 [21.49-26.41]","24.97 [22.35-27.86]","22.65 [20.19-25.34]","13 [11-14]","7 [6-8]","6 [5-6]"
"Cook Islands"," 1990","23.92 [21.59-26.51]","25.04 [22.45-27.95]","22.75 [20.28-25.47]","12 [11-13]","6 [6-7]","6 [5-6]"
"Cook Islands"," 1989","24.02 [21.66-26.65]","25.14 [22.49-28.07]","22.86 [20.35-25.64]","12 [11-13]","7 [6-7]","5 [5-6]"
"Cook Islands"," 1988","24.22 [21.72-26.92]","25.27 [22.52-28.25]","23.08 [20.47-25.96]","11 [10-13]","6 [5-7]","5 [5-6]"
"Cook Islands"," 1987","24.48 [21.82-27.41]","25.48 [22.54-28.65]","23.4 [20.67-26.49]","11 [10-13]","6 [5-7]","5 [5-6]"
"Cook Islands"," 1986","24.88 [21.99-28.05]","25.86 [22.7-29.32]","23.83 [20.92-27.15]","12 [10-13]","7 [5-7]","5 [5-6]"
"Cook Islands"," 1985","25.4 [22.31-28.89]","26.35 [22.96-30.16]","24.35 [21.23-28.02]","12 [11-14]","6 [6-7]","6 [5-6]"
"Cook Islands"," 1984","26 [22.66-29.9]","26.94 [23.37-31.16]","24.95 [21.59-29.01]","12 [11-14]","6 [6-8]","6 [5-7]"
"Cook Islands"," 1983","26.68 [23.09-31.02]","27.6 [23.71-32.23]","25.7 [22.1-30.12]","13 [11-15]","7 [6-8]","6 [5-7]"
"Cook Islands"," 1982","27.45 [23.56-32.19]","28.33 [24.18-33.37]","26.54 [22.67-31.34]","13 [11-16]","7 [6-8]","6 [5-7]"
"Cook Islands"," 1981","28.31 [24.14-33.51]","29.22 [24.73-34.66]","27.41 [23.19-32.69]","14 [12-16]","8 [6-9]","6 [5-8]"
"Cook Islands"," 1980","29.27 [24.82-34.95]","30.09 [25.33-35.98]","28.44 [23.89-34.19]","14 [12-17]","7 [6-9]","7 [6-8]"
"Cook Islands"," 1979","30.33 [25.53-36.4]","31.21 [26.13-37.52]","29.44 [24.59-35.63]","15 [12-18]","8 [7-9]","7 [6-9]"
"Cook Islands"," 1978","31.47 [26.34-38]","32.21 [26.83-38.95]","30.77 [25.58-37.37]","15 [13-19]","8 [7-10]","7 [6-9]"
"Cook Islands"," 1977","32.76 [27.27-39.74]","33.4 [27.7-40.47]","32.07 [26.56-39.14]","17 [14-20]","9 [7-10]","8 [7-10]"
"Cook Islands"," 1976","34.18 [28.37-41.38]","34.82 [28.79-42.14]","33.55 [27.63-40.95]","19 [16-23]","10 [8-12]","9 [8-11]"
"Cook Islands"," 1975","35.8 [29.69-43.3]","36.27 [29.92-43.97]","35.29 [29.03-43.02]","22 [18-27]","11 [9-14]","11 [9-13]"
"Cook Islands"," 1974","37.68 [31.22-45.61]","37.97 [31.33-46.11]","37.37 [30.74-45.5]","25 [21-31]","13 [11-16]","12 [10-15]"
"Cook Islands"," 1973","39.93 [33.09-48.32]","40.12 [33-48.7]","39.69 [32.74-48.39]","29 [24-35]","15 [12-18]","14 [11-17]"
"Cook Islands"," 1972","42.57 [35.22-51.6]","42.56 [34.96-51.8]","42.63 [35.09-52.05]","32 [26-39]","16 [13-20]","16 [13-19]"
"Cook Islands"," 1971","45.78 [37.75-55.5]","45.33 [37.22-55.19]","46.14 [37.91-56.47]","35 [29-42]","18 [15-21]","17 [14-21]"
"Cook Islands"," 1970","49.42 [40.65-59.97]","48.68 [39.9-59.33]","50.14 [41.08-61.47]","38 [31-46]","19 [16-23]","19 [15-23]"
"Cook Islands"," 1969","53.49 [44.07-65.13]","52.33 [42.82-63.72]","54.74 [44.8-67.37]","41 [34-50]","21 [17-25]","20 [17-25]"
"Cook Islands"," 1968","58.1 [47.78-70.63]","56.28 [46.1-68.74]","60.01 [49.08-73.55]","45 [37-55]","22 [18-27]","23 [19-28]"
"Cook Islands"," 1967","63.11 [51.98-76.64]","60.67 [49.76-74.15]","65.7 [53.74-80.35]","49 [41-60]","24 [20-30]","25 [20-31]"
"Cook Islands"," 1966","68.58 [56.5-83.14]","65.3 [53.5-79.51]","72.02 [59.06-88.03]","54 [45-66]","27 [22-32]","27 [23-34]"
"Cook Islands"," 1965","74.52 [61.71-89.97]","70.28 [57.84-85.26]","78.77 [64.77-96.15]","60 [50-73]","29 [24-35]","31 [25-38]"
"Cook Islands"," 1964","80.78 [67.3-97.19]","75.49 [62.49-91.17]","86.24 [71.22-104.79]","66 [55-79]","32 [26-38]","34 [28-41]"
"Cook Islands"," 1963","87.51 [73.28-104.78]","81.18 [67.46-97.58]","94.17 [78.24-113.36]","71 [59-84]","34 [28-41]","37 [31-44]"
"Cook Islands"," 1962","94.67 [79.57-112.68]","87.01 [72.74-104.09]","102.59 [85.81-122.88]","76 [64-90]","36 [30-43]","40 [33-47]"
"Cook Islands"," 1961","102.2 [86.33-120.62]","93.27 [78.4-111.02]","111.24 [93.66-132.57]","80 [68-95]","38 [32-45]","42 [36-50]"
"Cook Islands"," 1960","109.96 [93.49-129.24]","99.79 [84.1-117.86]","120.51 [101.87-142.66]","85 [72-99]","40 [34-47]","45 [38-53]"
